Cena,Cena_za_metr,Id,Rynek,Strefa,Powierzchnia,Liczba pokoi,Liczba pięter,Piętro,URL
185000.0,8186.0,60387331,wtorny,Psie Pole,22.6,2,,7.0,https://www.otodom.pl/oferta/okazja-wyremontowane-mieszkanie-ul-okulickiego-ID45nwd.html#02f510e6c7
404622.0,7475.0,60067664,pierwotny,Fabryczna,54.13,3,3,2.0,https://www.otodom.pl/oferta/3-pok-aneks-tereny-rekreacyjne-gotowe-do-odbioru-k-ID442li.html#02f510e6c7
492768.0,7200.0,60067713,pierwotny,Fabryczna,68.44,4,3,2.0,https://www.otodom.pl/oferta/4-pokoje-aneks-balkon-idealne-dla-rodziny-gotowe-k-ID442m5.html#02f510e6c7
637300.0,10019.0,60067021,pierwotny,Stare Miasto,63.61,3,8,3.0,https://www.otodom.pl/oferta/3-pok-aneks-apartament-blisko-rynku-stare-miasto-k-ID442aW.html#02f510e6c7
512961.0,6890.0,60067478,pierwotny,Fabryczna,74.45,2,3,1.0,https://www.otodom.pl/oferta/4pokoje-aneks-balkon-23m2-nowoczesne-rozwiazania-k-ID442ii.html#02f510e6c7
622916.0,9965.0,60067053,pierwotny,Stare Miasto,62.51,3,5,2.0,https://www.otodom.pl/oferta/apartamentowiec-3pokoje-blisko-uniwersytet-rynek-k-ID442br.html#02f510e6c7
458892.0,6300.0,60067163,pierwotny,Krzyki,72.84,4,4,3.0,https://www.otodom.pl/oferta/4-pokoje-aneks-idealne-dla-rodzin-2-balkony-k-ID442dd.html#02f510e6c7
423274.0,6624.0,60067630,pierwotny,Fabryczna,63.9,3,4,,https://www.otodom.pl/oferta/3-pokoje-kuchnia-balkon-mieszkania-na-oporowie-k-ID442kK.html#02f510e6c7
379170.0,10111.0,60067193,pierwotny,Krzyki,37.5,2,4,1.0,https://www.otodom.pl/oferta/2-pokoje-aneks-krzyki-2-parki-12-minut-rynek-k-ID442dH.html#02f510e6c7
449000.0,9052.0,60067086,pierwotny,Psie Pole,49.6,2,3,,https://www.otodom.pl/oferta/2-pokoje-kuchnia-miejska-willa-w-cichej-okolicy-k-ID442bY.html#02f510e6c7
538740.0,9000.0,60067182,pierwotny,Krzyki,59.86,3,7,2.0,https://www.otodom.pl/oferta/3-pok-aneks-2-balkony-serce-krzykow-5min-centrum-k-ID442dv.html#02f510e6c7
549000.0,9263.0,60067073,pierwotny,Psie Pole,59.27,3,3,3.0,https://www.otodom.pl/oferta/3pokoje-aneks-miejska-willa-klimatyzacja-gratis-k-ID442bL.html#02f510e6c7
523260.0,8100.0,60067205,pierwotny,Krzyki,64.6,3,4,1.0,https://www.otodom.pl/oferta/3-pokoje-kuchnia-krzyki-12-min-rynek-park-k-ID442dT.html#02f510e6c7
524214.0,9497.0,60066943,pierwotny,Śródmieście,55.2,3,5,1.0,https://www.otodom.pl/oferta/3pokoje-aneks-prestiz-inwestycja-na-lata-tramwaj-k-ID4429F.html#02f510e6c7
624228.0,7797.0,60066903,pierwotny,Śródmieście,80.06,5,5,,https://www.otodom.pl/oferta/nadrzeczny-bulwar-5pok-aneks-blisko-jacht-port-k-ID44291.html#02f510e6c7
347774.0,7337.0,60067139,pierwotny,Psie Pole,47.4,2,5,1.0,https://www.otodom.pl/oferta/2-pokoje-kuchnia-blisko-aow-i-ch-marino-gotowe-k-ID442cP.html#02f510e6c7
407400.0,10500.0,60066894,pierwotny,Śródmieście,38.8,2,4,1.0,https://www.otodom.pl/oferta/nadrzeczny-bulwar-2pok-aneks-blisko-politechnika-k-ID4428S.html#02f510e6c7
758970.0,13510.0,60066990,pierwotny,Stare Miasto,56.18,3,6,3.0,https://www.otodom.pl/oferta/3-pokoje-aneks-stare-miasto-300m-rynek-2-balkony-k-ID442aq.html#02f510e6c7
537608.0,13600.0,60066996,pierwotny,Stare Miasto,39.53,2,10,2.0,https://www.otodom.pl/oferta/stare-miasto-10min-pieszo-do-rynku-2-pok-balkon-k-ID442av.html#02f510e6c7
483788.0,7125.0,60067270,pierwotny,Krzyki,67.9,4,4,4.0,https://www.otodom.pl/oferta/4-pokoje-aneks-krzyki-15-min-do-centrum-k-ID442eV.html#02f510e6c7
566478.0,8675.0,60066918,pierwotny,Śródmieście,65.3,3,5,2.0,https://www.otodom.pl/oferta/nadrzeczny-bulwar-3pok-kuchnia-blisko-portu-k-ID4429g.html#02f510e6c7
559482.0,7700.0,60067468,pierwotny,Fabryczna,72.66,3,7,2.0,https://www.otodom.pl/oferta/3-pok-aneks-2-balkony-blisko-tramwaj-gotowe-k-ID442i8.html#02f510e6c7
427680.0,6683.0,60067136,pierwotny,Psie Pole,64.0,3,5,3.0,https://www.otodom.pl/oferta/3-pokoje-kuchnia-blisko-ch-marino-aow-gotowe-k-ID442cM.html#02f510e6c7
398249.0,9785.0,60066872,pierwotny,Śródmieście,40.7,2,6,4.0,https://www.otodom.pl/oferta/2pok-idealne-dla-studentow-blisko-do-4-uczelni-k-ID4428v.html#02f510e6c7
469260.0,7257.0,60067261,pierwotny,Krzyki,64.66,3,3,3.0,https://www.otodom.pl/oferta/3pokoje-kuchnia-2-lazienki-krzyki-tramwaj-gotowe-k-ID442eN.html#02f510e6c7
600573.0,8937.0,60066951,pierwotny,Śródmieście,67.2,4,6,2.0,https://www.otodom.pl/oferta/4pokoje-aneks-prestiz-inwestycja-na-lata-tramwaj-k-ID4429N.html#02f510e6c7
423846.0,9400.0,60066966,pierwotny,Śródmieście,45.09,2,6,1.0,https://www.otodom.pl/oferta/2-pokoje-mozliwosc-podzielenia-na-2-mieszkania-k-ID442a2.html#02f510e6c7
456960.0,6400.0,60535837,pierwotny,Fabryczna,71.4,4,,,https://www.otodom.pl/oferta/4-pokoje-taras-ogrodek-spokoj-6400-m2-ID4608t.html#ac18fbd7cc
399000.0,8044.0,60295219,wtorny,Fabryczna,49.6,2,11,6.0,https://www.otodom.pl/oferta/mieszkanie-2-pok-50-m2-nowy-dwor-ID44Zxx.html#02f510e6c7
290211.03,7858.0,60535840,pierwotny,Krzyki,36.93,2,4,4.0,https://www.otodom.pl/oferta/pakiet-premium-smart-2x-mp-w-cenie-2-pok-jagodno-ID4608v.html#ac18fbd7cc
440000.0,6984.0,60535854,wtorny,dolnośląskie,63.0,3,4,1.0,https://www.otodom.pl/oferta/perelka-stablowice-lux-63m2-3-pokoje-nowe-ID4608K.html#02f510e6c7
460000.0,9787.0,60208745,wtorny,Krzyki,47.0,3,10,5.0,https://www.otodom.pl/oferta/przytulne-3pok-powstancow-slaskich-bezposredno-ID44D2N.html#ac18fbd7cc
675000.0,7517.0,60535951,wtorny,dolnośląskie,89.8,4,4,2.0,https://www.otodom.pl/oferta/krzyki-jagodno-90m2-garaz-piwnica-ID460aj.html#02f510e6c7
316261.6,7719.0,60535796,pierwotny,Krzyki,40.97,2,4,1.0,https://www.otodom.pl/oferta/2-pok-z-dwoma-miejscami-i-pakietem-smart-w-cenie-ID4607O.html#ac18fbd7cc
541919.0,7182.0,60535734,pierwotny,Psie Pole,75.46,3,1,1.0,https://www.otodom.pl/oferta/taras-na-dachu-aow-15min-do-centrum-promocja-ID4606O.html#ac18fbd7cc
345000.0,7041.0,60472191,pierwotny,Psie Pole,49.0,2,5,5.0,https://www.otodom.pl/oferta/0-prowizji-2-pokoje-gotowe-kamienskiego-ID45JzW.html#02f510e6c7
499000.0,6023.0,60535743,pierwotny,Fabryczna,82.85,4,1,,https://www.otodom.pl/oferta/dom-we-wroclawiu-fabryczna-zielona-okolica-ID4606X.html#ac18fbd7cc
415000.0,8892.0,60535739,pierwotny,Krzyki,46.67,2,2,2.0,https://www.otodom.pl/oferta/oltaszyn-lux-antresola-od-poludnia-balkon-ID4606T.html#ac18fbd7cc
359000.0,7804.0,60519901,wtorny,Fabryczna,46.0,2,4,3.0,https://www.otodom.pl/oferta/ul-bzowa-46-m2-media-miejskie-rozklad-bezposred-ID45WZr.html#02f510e6c7
520000.0,6933.0,60535876,wtorny,Stare Miasto,75.0,3,6,1.0,https://www.otodom.pl/oferta/szczepin-balkon-1-ptr-media-miejskie-ID46096.html#02f510e6c7
279000.0,7154.0,60535819,wtorny,dolnośląskie,39.0,2,4,,https://www.otodom.pl/oferta/grabiszyn-2-pokoje-39m2-okazja-cenowa-ID4608b.html#ac18fbd7cc
405913.0,6625.0,60535816,pierwotny,Fabryczna,61.27,3,3,,https://www.otodom.pl/oferta/3-pokoje-taras-ogrodek-spokoj-6625-m2-ID46088.html#ac18fbd7cc
450000.0,9201.0,60535827,wtorny,Krzyki,48.91,2,3,1.0,https://www.otodom.pl/oferta/nowe-mieszkanie-wykonczone-wysoki-standard-ID4608j.html#ac18fbd7cc
362413.0,10290.0,60535736,pierwotny,Krzyki,35.22,2,7,6.0,https://www.otodom.pl/oferta/2pokoje-duzy-balkon-krzyki-tarnogaj-ID4606Q.html#ac18fbd7cc
542976.0,10100.0,60535735,pierwotny,Stare Miasto,53.76,2,6,4.0,https://www.otodom.pl/oferta/stare-miasto-wysokie-pietro-lux-400m-do-rynku-ID4606P.html#ac18fbd7cc
399999.0,8889.0,60479730,wtorny,Krzyki,45.0,2,11,10.0,https://www.otodom.pl/oferta/po-remoncie-45m-obok-sky-tower-gajowicka-zaporoska-ID45Lxv.html#02f510e6c7
349000.0,9473.0,60535744,pierwotny,Krzyki,36.84,2,2,1.0,https://www.otodom.pl/oferta/2pok-oltaszyn-lux-2020-super-lokalizacja-ID4606Y.html#ac18fbd7cc
529999.0,6752.0,60535856,wtorny,dolnośląskie,78.5,2,5,5.0,https://www.otodom.pl/oferta/nowy-apartament-78m2-perelka-ID4608M.html#02f510e6c7
305000.0,8790.0,60496033,pierwotny,Fabryczna,34.7,2,5,3.0,https://www.otodom.pl/oferta/0-prowizji-nowe-zerniki-2-pokoje-gotowe-ID45PMt.html#02f510e6c7
599000.0,8437.0,60292391,wtorny,Fabryczna,71.0,3,4,4.0,https://www.otodom.pl/oferta/ekskluzywne-mieszkanie-71m2-3-pok-ul-graniczna-ID44YNW.html#ac18fbd7cc
360000.0,7087.0,60535781,wtorny,dolnośląskie,50.8,2,3,2.0,https://www.otodom.pl/oferta/nowy-dwor-50m2-rozklad-2000r-ID4607z.html#ac18fbd7cc
449883.0,11100.0,60535738,pierwotny,Stare Miasto,40.53,2,6,6.0,https://www.otodom.pl/oferta/apartament-rynek-ostatnie-pietro-stare-miasto-ID4606S.html#ac18fbd7cc
374996.0,9305.0,60535855,wtorny,dolnośląskie,40.3,2,8,6.0,https://www.otodom.pl/oferta/centrum-plac-legionow-2-pokoje-lux-winda-ID4608L.html#02f510e6c7
288736.0,11200.0,60535737,pierwotny,Stare Miasto,25.78,1,6,1.0,https://www.otodom.pl/oferta/apartament-stare-miasto-400m-do-rynku-inwest-ID4606R.html#ac18fbd7cc
464375.5,6350.0,60535733,pierwotny,Fabryczna,73.13,4,3,,https://www.otodom.pl/oferta/duzy-ogrod-fabryczka-widok-na-zielen-4pok-ID4606N.html#ac18fbd7cc
1699000.0,16874.0,60324004,pierwotny,Stare Miasto,100.69,3,18,,https://www.otodom.pl/oferta/penthouse-apartament-dwupoziomowy-17-i-18-pietro-ID4571O.html#ac18fbd7cc
449000.0,9761.0,60532547,wtorny,Śródmieście,46.0,3,4,,https://www.otodom.pl/oferta/super-inwestycja-idealne-pod-wynajem-46-m-parter-ID45Zhp.html#ac18fbd7cc
550000.0,8303.0,60228258,wtorny,Krzyki,66.24,3,4,4.0,https://www.otodom.pl/oferta/nowe-mieszkanie-tarnogaj-stan-developerski-ID44I7v.html#ac18fbd7cc
265950.0,7671.0,60535732,pierwotny,Fabryczna,34.67,2,2,1.0,https://www.otodom.pl/oferta/2pokoje-2balkony-polecam-ID4606M.html#ac18fbd7cc
499000.0,7129.0,60477801,wtorny,Psie Pole,70.0,3,6,1.0,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-psie-pole-bezposrednio-ID45L2p.html#ac18fbd7cc
500424.0,5800.0,59905751,pierwotny,Psie Pole,86.28,4,2,2.0,https://www.otodom.pl/oferta/gotowe-wojnow-swojczyce-najtaniej-promocja-ID43mdN.html#ac18fbd7cc
479000.0,11405.0,60499412,wtorny,Krzyki,42.0,2,6,3.0,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-wroclaw-nyska-oaza-0-prowizji-ID45QEY.html#ac18fbd7cc
500424.0,5800.0,59685348,pierwotny,Psie Pole,86.28,4,2,1.0,https://www.otodom.pl/oferta/gotowe-m4-wroclaw-promo-swojczyce-wojnow-ID42qSU.html#ac18fbd7cc
422344.0,6550.0,59905755,pierwotny,Psie Pole,64.48,3,2,,https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-najtaniej-wroclaw-wojnow-ID43mdR.html#ac18fbd7cc
422344.0,6550.0,59905798,pierwotny,Psie Pole,64.48,3,2,,https://www.otodom.pl/oferta/wygodne-duze-rodzinne-z-ogrodkiem-pom-gospodarcze-ID43mey.html#ac18fbd7cc
500424.0,5800.0,59905774,pierwotny,Psie Pole,86.28,4,2,2.0,https://www.otodom.pl/oferta/m4-duze-wygodne-tanie-dla-rodziny-antresola-gratis-ID43mea.html#ac18fbd7cc
440277.0,7750.0,60535626,pierwotny,Fabryczna,56.81,3,4,1.0,https://www.otodom.pl/oferta/3-pokoje-dobra-komunikacja-balkon-2020-ID46054.html#ac18fbd7cc
500424.0,5800.0,59896359,pierwotny,Psie Pole,86.28,4,2,2.0,https://www.otodom.pl/oferta/gotowe-wojnow-swojczyce-najtaniej-promocja-ID43jMj.html#ac18fbd7cc
468163.0,7290.0,60535627,pierwotny,Fabryczna,64.22,3,4,1.0,https://www.otodom.pl/oferta/3-pokoje-osobna-kuchnia-balkon-2020-minska-ID46055.html#ac18fbd7cc
339000.0,7197.0,60535610,wtorny,Fabryczna,47.1,2,10,8.0,https://www.otodom.pl/oferta/sprzedam-mieszkanie-2-pokoje-rozkladowe-bajana-ID4604O.html#ac18fbd7cc
500424.0,4907.0,60132241,pierwotny,Psie Pole,101.98,4,2,2.0,https://www.otodom.pl/oferta/gotowe-wojnow-swojczyce-4-pokoje-antresola-ID44j8R.html#ac18fbd7cc
422344.0,6550.0,59905793,pierwotny,Psie Pole,64.48,3,2,,https://www.otodom.pl/oferta/3-pokoje-przestronne-ogrodek-dla-dzieci-i-rodziny-ID43met.html#ac18fbd7cc
375000.0,11405.0,60368997,pierwotny,Śródmieście,32.88,2,6,2.0,https://www.otodom.pl/oferta/rynek-2-pokoje-33-m2-bez-pcc-gotowe-i-wykonczone-ID45iJw.html#ac18fbd7cc
478737.0,7599.0,60535631,pierwotny,Krzyki,63.0,3,4,2.0,https://www.otodom.pl/oferta/oddzielna-kuchnia-dwustronne-3-pokoje-park-ID46059.html#ac18fbd7cc
500424.0,5800.0,59720890,pierwotny,dolnośląskie,86.28,4,2,1.0,https://www.otodom.pl/oferta/gotowe-wojnow-swojczyce-najtaniej-promocja-ID42A8a.html#ac18fbd7cc
271554.0,8058.0,60535622,pierwotny,Fabryczna,33.7,1,4,1.0,https://www.otodom.pl/oferta/przestronna-kawalerka-komunikacja-ogrodek-12m2-ID46050.html#ac18fbd7cc
375000.0,11405.0,60369059,wtorny,Śródmieście,32.88,2,6,2.0,https://www.otodom.pl/oferta/rynek-2-pok-33-m2-bez-pcc-gotowe-i-wykonczone-ID45iKw.html#ac18fbd7cc
398034.0,9461.0,60535625,pierwotny,Fabryczna,42.07,2,4,,https://www.otodom.pl/oferta/2-pokoje-dobra-komunikacja-ogrodek-2020-ID46053.html#ac18fbd7cc
310000.0,10000.0,60535575,wtorny,Fabryczna,31.0,1,2,,https://www.otodom.pl/oferta/mieszkanie-31-m-wroclaw-ID4604f.html#ac18fbd7cc
496786.0,6950.0,60535628,pierwotny,Fabryczna,71.48,4,4,1.0,https://www.otodom.pl/oferta/4-pokoje-osobna-kuchnia-balkon-2020-minska-ID46056.html#ac18fbd7cc
460000.0,6389.0,60535578,wtorny,Śródmieście,72.0,4,4,4.0,https://www.otodom.pl/oferta/mieszkanie-72-m-wroclaw-ID4604i.html#ac18fbd7cc
367658.0,8739.0,60535624,pierwotny,Fabryczna,42.07,2,4,4.0,https://www.otodom.pl/oferta/2-pokoje-dobra-komunikacja-balkon-2020-ID46052.html#ac18fbd7cc
441688.0,6850.0,59905764,pierwotny,Psie Pole,64.48,3,2,,https://www.otodom.pl/oferta/gotowe-3-pokoje-ogrodek-140m2-najtaniej-ID43me0.html#ac18fbd7cc
437000.0,9500.0,60452779,wtorny,Fabryczna,46.0,3,10,2.0,https://www.otodom.pl/oferta/2km-od-rynku-komfortowe-3-pok-ID45EvP.html#ac18fbd7cc
795000.0,8457.0,60377225,wtorny,Krzyki,94.0,4,2,,https://www.otodom.pl/oferta/sprzedam-nowe-mieszkanie-94-m-wroclaw-wojszyce-ID45kSd.html#ac18fbd7cc
314000.0,7747.0,60392726,pierwotny,Krzyki,40.53,2,4,3.0,https://www.otodom.pl/oferta/nowe-mieszkanie-z-garderoba-projekt-wnetrz-gratis-ID45oUe.html#ac18fbd7cc
893026.0,17300.0,60535496,pierwotny,Stare Miasto,51.62,2,10,6.0,https://www.otodom.pl/oferta/apartament-w-centrum-miasta-z-tarasem-80m2-ID4602Y.html#ac18fbd7cc
413553.0,8799.0,60535445,pierwotny,Fabryczna,47.0,3,4,2.0,https://www.otodom.pl/oferta/dwustronne-3-pokoje-z-balkonem-blisko-park-ID46029.html#ac18fbd7cc
871777.0,6997.0,60535534,pierwotny,Stare Miasto,124.59,5,6,4.0,https://www.otodom.pl/oferta/pakiet-inwestycyjny-na-5-6-mikrokawalek-magnolia-ID4603A.html#ac18fbd7cc
696500.0,12500.0,60535510,pierwotny,Stare Miasto,55.72,2,8,7.0,https://www.otodom.pl/oferta/2-pokoje-z-duzym-tarasem-nad-odra-ID4603c.html#ac18fbd7cc
572000.0,7944.0,60512583,wtorny,Krzyki,72.0,5,10,8.0,https://www.otodom.pl/oferta/inwestycyjne-5-pokoi-na-gaju-ID45U5p.html#ac18fbd7cc
799000.0,8988.0,60535514,wtorny,Śródmieście,88.9,4,4,1.0,https://www.otodom.pl/oferta/osiedle-akademickie-4-pok-ID4603g.html#ac18fbd7cc
530000.0,7875.0,60535307,wtorny,Fabryczna,67.3,3,10,1.0,https://www.otodom.pl/oferta/sprzedam-3-pokoje-gadow-maly-u-bajana-wroclaw-ID45ZZW.html#ac18fbd7cc
445000.0,7739.0,60535497,wtorny,Stare Miasto,57.5,3,4,,https://www.otodom.pl/oferta/szczepin-rozklad-duzy-balkon-ID4602Z.html#ac18fbd7cc
344715.0,9849.0,60535447,pierwotny,Fabryczna,35.0,2,4,1.0,https://www.otodom.pl/oferta/sloneczne-2-pokoje-krzyki-grabiszynek-park-ID4602b.html#ac18fbd7cc
335000.0,9054.0,60477584,wtorny,Fabryczna,37.0,2,3,,https://www.otodom.pl/oferta/mieszkanie-37m2-z-tarasem-i-miejscem-w-garazu-ID45KYU.html#ac18fbd7cc
489000.0,6178.0,60535381,wtorny,Krzyki,79.15,3,4,2.0,https://www.otodom.pl/oferta/centrum-pl-zgody-opcja-5-pokoi-c-o-miejskie-ID46017.html#ac18fbd7cc
2117215.0,11175.0,60535502,pierwotny,Stare Miasto,189.46,5,8,7.0,https://www.otodom.pl/oferta/wspanialy-apartament-z-widokiem-na-panorame-miasta-ID46034.html#ac18fbd7cc
427450.0,8549.0,60535444,pierwotny,Fabryczna,50.0,3,4,1.0,https://www.otodom.pl/oferta/3-pokoje-w-spokojnej-zielonej-okolicy-park-ID46028.html#ac18fbd7cc
799000.0,8237.0,60243346,wtorny,Fabryczna,97.0,4,2,2.0,https://www.otodom.pl/oferta/maslice-mieszkanie-z-tarasem-idealne-dla-rodziny-ID44M2S.html#ac18fbd7cc
265000.0,6463.0,60535395,pierwotny,Fabryczna,41.0,2,2,1.0,https://www.otodom.pl/oferta/2-pokoje-40m2-osiedle-lutynia-ostatnie-wykonczone-ID4601l.html#ac18fbd7cc
329500.0,7163.0,60449717,wtorny,Fabryczna,46.0,2,3,,https://www.otodom.pl/oferta/2-pokoje-z-tarasem-muchobor-wielki-ID45DJr.html#ac18fbd7cc
440000.0,7034.0,60535263,wtorny,Fabryczna,62.55,3,4,,https://www.otodom.pl/oferta/mieszkanie-62m-stablowice-arbuzowa-ID45ZZd.html#ac18fbd7cc
399000.0,7793.0,60535492,wtorny,Fabryczna,51.2,2,4,4.0,https://www.otodom.pl/oferta/mieszkanie-po-generalnym-remoncie-zielone-kuzniki-ID4602U.html#ac18fbd7cc
429000.0,11175.0,60535127,pierwotny,Stare Miasto,38.39,1,5,5.0,https://www.otodom.pl/oferta/nowosc-kawalerka-blisko-centrum-dobra-inwestycja-ID45ZX1.html#dc1fb78b20
474240.0,9600.0,60535187,pierwotny,Fabryczna,49.4,2,6,1.0,https://www.otodom.pl/oferta/3-pokoje-osobna-kuchnia-balkon-super-cena-ID45ZXZ.html#ac18fbd7cc
