Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,Rynek,Strefa,URL
649000.0,7750.0,60501146,4,4,Brak danych,83.74,pierwotny,Krzyki,https://www.otodom.pl/oferta/4-pokojowe-gotowe-do-odbioru-komorka-gratis-ID45R6V.html#02f510e6c7
475000.0,9332.0,60501053,7,2,4.0,50.9,wtorny,dolnośląskie,https://www.otodom.pl/oferta/gaj-lux-2019-50mkw-balkan-ID45R5r.html#02f510e6c7
550000.0,11777.0,60436102,4,2,Brak danych,46.7,wtorny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-wroclaw-stare-miasto-ID45AbQ.html#02f510e6c7
820000.0,7581.0,60479011,3,2,3.0,108.17,wtorny,Psie Pole,https://www.otodom.pl/oferta/wyjatkowe-przestronne-wysoki-standard-77m2-ID45LlW.html#02f510e6c7
458892.0,6300.0,60501143,Brak danych,4,1.0,72.84,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-na-jagodnie-promocja-ID45R6T.html#02f510e6c7
302330.0,7790.0,60501195,3,2,2.0,38.81,pierwotny,Fabryczna,https://www.otodom.pl/oferta/sloneczne-2-pokoje-maslice-mieszanie-smart-ID45R7J.html#02f510e6c7
299000.0,5155.0,60500847,Brak danych,3,Brak danych,58.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/wroclaw-ul-wieckowskiego-trzy-pokoje-ID45R27.html#02f510e6c7
599999.0,8658.0,60216859,3,3,1.0,69.3,wtorny,Krzyki,https://www.otodom.pl/oferta/w-pelni-wyposazone-mieszkanie-z-duzym-tarasem-ID44F9F.html#02f510e6c7
626500.0,8298.0,60500961,2,3,1.0,75.5,wtorny,Śródmieście,https://www.otodom.pl/oferta/400m2-ogrod-mieszkanie-3-pokojowe-centrum-dabie-ID45R3X.html#02f510e6c7
406052.0,7990.0,60501147,3,3,1.0,50.82,pierwotny,Krzyki,https://www.otodom.pl/oferta/3-pokoje-na-klecinie-promocja-ID45R6X.html#02f510e6c7
575000.0,12806.0,60500953,17,3,4.0,44.9,wtorny,dolnośląskie,https://www.otodom.pl/oferta/angel-river-taras-lux-2-pokoje-garaz-ID45R3P.html#02f510e6c7
359900.0,7428.0,60500793,4,3,1.0,48.45,pierwotny,Krzyki,https://www.otodom.pl/oferta/ostatnia-szansa-na-najlepsza-cene-ID45R1f.html#02f510e6c7
425000.0,11184.0,60500817,4,2,2.0,38.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/inwestycjarynekrozkladowedla-studenta-ID45R1D.html#02f510e6c7
408800.0,8000.0,60501043,4,2,4.0,51.1,wtorny,Krzyki,https://www.otodom.pl/oferta/okazja-sliczne-mieszkanie-w-super-lokalizacji-ID45R5h.html#02f510e6c7
407250.0,11465.0,60500758,5,1,2.0,35.52,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-nad-rzeka-centrum-oddanie-2020-ID45R0G.html#02f510e6c7
287799.5,6950.0,60459190,2,2,2.0,41.41,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-z-loggia-i-balkonem-komorka-lok-gratis-ID45Gce.html#02f510e6c7
285000.0,7703.0,60185202,5,2,4.0,37.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/0-prowizji-pod-inwestycje-blisko-centrum-ID44vW4.html#02f510e6c7
337050.0,7949.0,60500752,4,2,1.0,42.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-7950-zl-mkw-oddanie-w-tym-roku-ID45R0A.html#02f510e6c7
772750.0,15700.0,60500754,5,2,5.0,49.22,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-w-centrum-z-balkonem-oddanie-2020-ID45R0C.html#02f510e6c7
354000.0,7375.0,60500681,4,2,3.0,48.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/ul-stalowa-2-pokoje-kuchnia-balkon-48-mkw-ID45QZr.html#02f510e6c7
521945.0,6950.0,60500630,3,4,2.0,75.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/4-pokoje-nieopodal-lasu-cicha-spokojna-okolica-ID45QYC.html#02f510e6c7
387900.0,8319.0,60500756,6,2,4.0,46.63,pierwotny,Fabryczna,https://www.otodom.pl/oferta/nowe-2-pokoje-wprost-od-dewelopera-2020-ID45R0E.html#02f510e6c7
750000.0,7500.0,60500534,3,3,Brak danych,100.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-dla-konesera-ID45QX4.html#02f510e6c7
750000.0,9740.0,60431968,5,3,4.0,77.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/wroclaw-stare-miasto-mieszkanie-3-pokoje-ID45z7a.html#02f510e6c7
368000.0,7667.0,60445859,10,2,8.0,48.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/na-sprzedaz-rozkladowe-mieszkanie-2-p-ul-dzielna-ID45CJd.html#02f510e6c7
390000.0,7866.0,60220960,3,2,1.0,49.58,wtorny,Psie Pole,https://www.otodom.pl/oferta/umeblowane-2-pokojowe-mieszkanie-50m2-ID44GdO.html#02f510e6c7
467625.0,7250.0,60500627,3,3,Brak danych,64.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-z-ogrodkiem-przy-lasku-stablowickim-ID45QYz.html#02f510e6c7
475000.0,8265.0,60327095,2,2,1.0,57.47,wtorny,Krzyki,https://www.otodom.pl/oferta/przestronne-2-pokojowe-mieszkanie-57m2-brochow-ID457PF.html#02f510e6c7
599000.0,6288.0,59518562,4,3,2.0,95.26,wtorny,Śródmieście,https://www.otodom.pl/oferta/wroclaw-3-pokoje-ul-reja-olbin-inwestycja-ID41JuO.html#02f510e6c7
313777.5,8025.0,60500404,3,2,3.0,39.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/muchobor-3-pokoje-2021-ID45QUY.html#02f510e6c7
329000.0,10967.0,60500546,3,1,Brak danych,30.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/apartament-w-stylu-loftowym-spacer-video-ID45QXg.html#02f510e6c7
357000.0,7761.0,60500516,2,3,1.0,46.0,wtorny,Krzyki,https://www.otodom.pl/oferta/krzyki-gaj-borowska-cegla-po-remoncie-ID45QVM.html#02f510e6c7
426328.0,5600.0,60500401,3,3,1.0,76.13,pierwotny,Psie Pole,https://www.otodom.pl/oferta/3-pokoje-dla-rodziny-niska-zabudowa-ID45QUW.html#02f510e6c7
358902.0,7850.0,60500400,4,2,Brak danych,45.72,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-fabryczna-parter-4q-2020o-ID45QUU.html#02f510e6c7
893026.0,17300.0,60500435,10,2,7.0,51.62,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-w-centrum-miasta-nad-rzeka-taras-80m2-ID45QWt.html#02f510e6c7
544000.0,10168.0,60500521,6,3,Brak danych,53.5,wtorny,Krzyki,https://www.otodom.pl/oferta/apartament-3-pokojowy-5-min-od-centrum-ID45QVR.html#02f510e6c7
550000.0,11416.0,60495797,12,2,10.0,48.18,wtorny,Krzyki,https://www.otodom.pl/oferta/komfortowe-2-pokojowe-blisko-centrum-ID45PIF.html#02f510e6c7
550000.0,5914.0,60434911,4,3,2.0,93.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/inwestycyjne-mieszkanie-wroclaw-pl-grunwaldzki-ID45zSD.html#02f510e6c7
625736.0,13600.0,60500409,7,2,2.0,46.01,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/zamieszkaj-przy-rynku-ID45QW3.html#02f510e6c7
449000.0,7782.0,60500452,7,2,7.0,57.7,wtorny,Fabryczna,https://www.otodom.pl/oferta/balkon-rozkladowe-nowe-bud-po-remoncie-ID45QWK.html#02f510e6c7
1626405.0,16500.0,60500437,10,4,5.0,98.57,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/widok-na-rzeke-apartament-4-pokojowy-taras-49m2-ID45QWw.html#02f510e6c7
673000.0,7160.0,60500429,7,4,6.0,94.0,wtorny,Krzyki,https://www.otodom.pl/oferta/okolice-ul-pulawskiej-2pietrowe-94m2-4-pok-centrum-ID45QWn.html#02f510e6c7
494001.0,10150.0,60500408,7,2,6.0,48.67,pierwotny,Śródmieście,https://www.otodom.pl/oferta/zamieszkaj-w-centrum-ID45QW2.html#02f510e6c7
383520.0,7050.0,60500406,3,3,2.0,54.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/muchobor-3-pokoje-2021-ID45QW0.html#02f510e6c7
362413.0,10290.0,60500402,7,2,5.0,35.22,pierwotny,Krzyki,https://www.otodom.pl/oferta/koniec-budowy-w-czerwcu-balkon-7-94m2-tarnogaj-ID45QUV.html#02f510e6c7
432960.0,6600.0,60500403,3,3,Brak danych,65.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/oporow-parter-3-pokoje-65m2-ID45QUX.html#02f510e6c7
495000.0,10956.0,60491856,4,2,2.0,45.18,wtorny,Śródmieście,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-srodmiescie-na-sprzedaz-ID45OH6.html#02f510e6c7
397367.0,7850.0,60500394,4,2,1.0,50.62,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-fabryczna-2020-ID45QUO.html#02f510e6c7
426049.2,8618.0,60500398,4,2,1.0,49.44,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowe-apartament-swojczyce-2-pokoje-ID45QUS.html#02f510e6c7
348783.0,5700.0,60500399,3,2,1.0,61.19,pierwotny,Psie Pole,https://www.otodom.pl/oferta/psie-pole-2-pokoje-niska-zabudowa-ID45QUT.html#02f510e6c7
476760.0,7250.0,60500395,4,3,1.0,65.76,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-muchobor-wielki-4q-2020o-ID45QUP.html#02f510e6c7
431107.0,6890.0,60500396,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-62m2-dla-rodziny-ID45QUQ.html#02f510e6c7
980000.0,6164.0,60324473,3,7,Brak danych,159.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-willowe-ID4579n.html#02f510e6c7
729000.0,7673.0,60500267,4,3,1.0,95.01,wtorny,Krzyki,https://www.otodom.pl/oferta/piekne-mieszkanie-w-centrum-ID45QSL.html#02f510e6c7
428000.0,8825.0,60500324,5,2,2.0,48.5,wtorny,Stare Miasto,https://www.otodom.pl/oferta/lux-centrum-2-pokoje-rozklad-balkon-ID45QTG.html#02f510e6c7
642296.0,11725.0,60500212,8,3,6.0,54.78,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-nad-odra-piekny-widok-ID45QRS.html#ac18fbd7cc
330000.0,8440.0,60449360,10,2,7.0,39.1,wtorny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-2-pok-39-m2-osobna-kuchnia-ID45DDG.html#ac18fbd7cc
317409.0,9300.0,60418326,6,2,6.0,34.13,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/2-pok-garderoba-blisko-rynku-centrum-m292-ID45wz8.html#02f510e6c7
338176.5,6550.0,60500213,2,3,Brak danych,51.63,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-3-pok-z-pieknym-ogrodem-maslice-ID45QRT.html#ac18fbd7cc
453104.0,9797.0,60500116,6,4,3.0,62.6,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/4-pok-w-centrum-miejsce-parkingowe-gratis-m26-ID45wxZ.html#02f510e6c7
519580.0,8300.0,60418255,7,2,4.0,46.25,pierwotny,Krzyki,https://www.otodom.pl/oferta/2pokoje-kuchnia-z-oknem-klucze-2020r-ID45QQk.html#ac18fbd7cc
740000.0,4933.0,60500088,1,5,1.0,150.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-willowe-200m2-z-ogrodem-wroclaw-ID45QPS.html#ac18fbd7cc
499000.0,10507.0,60459358,4,3,2.0,47.49,wtorny,Stare Miasto,https://www.otodom.pl/oferta/idealne-rozkladowe-mieszkanie3-pokojowe-wlasciciel-ID45GeV.html#ac18fbd7cc
479000.0,11405.0,60500093,6,2,3.0,42.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/gaj-perelka-apartament-lux-garaz-piwnica-ID45QPX.html#ac18fbd7cc
1330175.0,17602.0,60500210,10,3,7.0,75.57,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/3-pokoje-tara-80m2-luksusowy-standard-ID45QRQ.html#ac18fbd7cc
412692.0,6596.0,60500143,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/rabat-18-tys-powrot-do-sprzedazy-gotowe-ID45QQL.html#ac18fbd7cc
340000.0,8500.0,60500137,4,2,1.0,40.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/piekne-osiedle-nowe-budownictwo-zielen-ID45QQF.html#ac18fbd7cc
327000.0,8838.0,60500236,10,2,1.0,37.0,wtorny,Krzyki,https://www.otodom.pl/oferta/ok-ul-gwiazdzistej-2pok-37m2-1-pietro-piwnica-ID45QSg.html#02f510e6c7
241776.0,7217.0,60500045,2,2,2.0,33.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-z-antresola-na-maslicach-ID45QPb.html#ac18fbd7cc
356000.0,6980.0,60249969,6,2,3.0,51.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-w-centrum-ID44NLH.html#ac18fbd7cc
249000.0,7685.0,60445983,11,2,3.0,32.4,wtorny,Psie Pole,https://www.otodom.pl/oferta/przytulne-m2-z-osobna-kuchnia-i-balkonem-ID45CLd.html#ac18fbd7cc
265495.0,7252.0,60500211,2,2,Brak danych,36.61,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-2-pok-z-ogrodem-maslice-ID45QRR.html#ac18fbd7cc
895000.0,9622.0,60335195,6,4,6.0,93.02,wtorny,Fabryczna,https://www.otodom.pl/oferta/atrakcyjne-93-m-4-pok-ii-poziomy-blisko-centrum-ID459Vj.html#ac18fbd7cc
589000.0,7012.0,60500061,3,3,Brak danych,84.0,wtorny,Krzyki,https://www.otodom.pl/oferta/widok-na-park-komorka-i-garaz-gratis-ID45QPr.html#ac18fbd7cc
923800.0,12886.0,60500122,8,3,7.0,71.69,pierwotny,Śródmieście,https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-widok-z-tarasu-wyjatkowy-ID45QQq.html#ac18fbd7cc
247600.0,8840.0,60500070,2,1,Brak danych,28.01,pierwotny,Psie Pole,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-z-duzym-tarasem-ID45QPA.html#ac18fbd7cc
358429.0,6877.0,60500219,Brak danych,2,Brak danych,52.12,pierwotny,Krzyki,https://www.otodom.pl/oferta/oferta-6877-m2-gotowe-zielona-okolica-ID45QRZ.html#02f510e6c7
409000.0,8239.0,59873373,3,3,3.0,49.64,wtorny,Krzyki,https://www.otodom.pl/oferta/hit-mieszkanie-gotowe-do-zamieszkania-jagodno-ID43dNz.html#ac18fbd7cc
275080.0,6503.0,60500047,2,2,2.0,42.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-z-antresola-na-maslicach-ID45QPd.html#ac18fbd7cc
265950.0,7671.0,60500119,2,2,1.0,34.67,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2pokoje-2balkony-zielone-maslice-ID45QQn.html#ac18fbd7cc
366900.0,7749.0,60500121,2,2,1.0,47.35,pierwotny,Psie Pole,https://www.otodom.pl/oferta/2pokoje-kuchnia-z-oknem-balkon-2020r-ID45QQp.html#ac18fbd7cc
549000.0,7515.0,60119978,3,2,2.0,73.05,wtorny,Śródmieście,https://www.otodom.pl/oferta/unikatowe-mieszkanie-przy-pl-grunwaldzkim-ID44fX4.html#ac18fbd7cc
276000.0,8990.0,60236470,2,1,2.0,30.7,wtorny,Krzyki,https://www.otodom.pl/oferta/hit-kawalerka-na-wojszycach-bez-pcc-ID44KfY.html#ac18fbd7cc
475000.0,8102.0,60484318,Brak danych,3,Brak danych,58.63,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-58-63m-taras-ogrod-miejsce-postojowe-ID45MJv.html#ac18fbd7cc
326561.0,7338.0,60500044,2,2,2.0,44.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-niskiej-zabudowie-na-masli-ID45QPa.html#ac18fbd7cc
398000.0,7379.0,60466387,Brak danych,3,4.0,53.94,pierwotny,Krzyki,https://www.otodom.pl/oferta/taras-na-samej-gorze-30m2-18-min-centrum-ID45I4j.html#ac18fbd7cc
429000.0,8250.0,60499938,4,3,1.0,52.0,pierwotny,Śródmieście,https://www.otodom.pl/oferta/3-poksloneczny-bulwarbez-prowizjipark-fitness-ID45QNs.html#ac18fbd7cc
407313.0,8575.0,60499937,4,2,2.0,47.5,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2pokmini-port11m2-tarascisza-i-spokojwinda-ID45QNr.html#ac18fbd7cc
394290.0,6054.0,60500032,1,4,1.0,65.13,pierwotny,Psie Pole,https://www.otodom.pl/oferta/lipa-piotrowska-l-zabudowa-blizniacza-l-4-pokoje-ID45QOY.html#ac18fbd7cc
473330.0,8275.0,60499954,4,3,2.0,57.2,pierwotny,Śródmieście,https://www.otodom.pl/oferta/nad-odrafitnessrozkladowekompleksowe-osiedle-ID45QNI.html#ac18fbd7cc
335000.0,9054.0,60499865,4,2,Brak danych,37.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/z-tarasem-i-miejscem-parkingowym-na-stablowicach-ID45QMh.html#ac18fbd7cc
450988.0,8275.0,60499953,4,3,1.0,54.5,pierwotny,Śródmieście,https://www.otodom.pl/oferta/mini-port-bulwar-nad-odra-park-winda-ochrona24-ID45QNH.html#ac18fbd7cc
376000.0,9400.0,60499931,4,2,1.0,40.0,pierwotny,Śródmieście,https://www.otodom.pl/oferta/fitnessmini-portmarinawindabalkonspokoj-ID45QNl.html#ac18fbd7cc
465000.0,7381.0,60500040,8,3,7.0,63.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-gotowe-do-wprowadzenia-ID45QP6.html#ac18fbd7cc
450000.0,6429.0,60500036,2,5,1.0,70.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/5-pokoi-l-2-garaze-l-duzy-ogrod-ID45QP2.html#ac18fbd7cc
418480.0,6379.0,60500034,1,3,Brak danych,65.6,pierwotny,Psie Pole,https://www.otodom.pl/oferta/lipa-piotrowska-l-zabudowa-blizniacza-l-3-pokoje-ID45QP0.html#ac18fbd7cc
269459.0,7614.0,60499846,3,2,Brak danych,35.39,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-l-2-pokoje-l-wojszyce-l-0-prowizji-ID45QLY.html#ac18fbd7cc
439005.0,8475.0,60499948,4,3,3.0,51.8,pierwotny,Śródmieście,https://www.otodom.pl/oferta/silowniasloneczny-bulwarparkwindabalkon-ID45QNC.html#ac18fbd7cc
329000.0,5653.0,60413085,5,2,5.0,58.2,wtorny,Śródmieście,https://www.otodom.pl/oferta/2-osobne-pokoje-jednosci-narodowej-okazja-ID45ucB.html#ac18fbd7cc
394290.0,6054.0,60500033,1,4,1.0,65.13,pierwotny,Fabryczna,https://www.otodom.pl/oferta/lipa-piotrowska-l-zabudowa-blizniacza-l-4-pokoje-ID45QOZ.html#ac18fbd7cc
397760.0,9785.0,60499841,7,2,6.0,40.65,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kameralna-inwestycja-l-2-pokoje-l-srodmiescie-ID45QLT.html#ac18fbd7cc
549000.0,7843.0,59894872,4,2,4.0,70.0,wtorny,Rynek,https://www.otodom.pl/oferta/nowa-cena-mieszkanie-w-rynku-2-pokoje-ID43jok.html#ac18fbd7cc
331700.0,8288.0,60499843,2,2,1.0,40.02,pierwotny,Psie Pole,https://www.otodom.pl/oferta/nowoczesna-inwestycja-l-2-pokoje-l-kowale-ID45QLW.html#ac18fbd7cc
434775.0,8250.0,60499945,4,3,2.0,52.7,pierwotny,Śródmieście,https://www.otodom.pl/oferta/parkmini-portsloneczny-bulwarochronawinda-ID45QNz.html#ac18fbd7cc
435485.0,8675.0,60499941,4,2,3.0,50.2,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-poksloneczny-bulwarwsrod-zielenifitness-ID45QNw.html#ac18fbd7cc
268958.0,9991.0,60499840,7,3,3.0,26.92,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kameralna-inwestycja-l-kawalerka-l-srodmiescie-ID45QLS.html#ac18fbd7cc
389020.0,8071.0,60499926,3,3,3.0,48.2,pierwotny,Krzyki,https://www.otodom.pl/oferta/miejsca-postojowe-gratis-3-pokoje-krzyki-klecina-ID45QNg.html#ac18fbd7cc
424900.0,8498.0,60499922,2,3,1.0,50.0,pierwotny,Psie Pole,https://www.otodom.pl/oferta/3-pokoje-w-kameralnej-zabudowie-tereny-zielone-ID45QNc.html#ac18fbd7cc
274942.0,7614.0,60499830,3,2,1.0,36.11,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-l2-pokoje-l-wojszyce-ID45QLI.html#ac18fbd7cc
426173.0,9350.0,60499919,6,2,Brak danych,45.58,pierwotny,Śródmieście,https://www.otodom.pl/oferta/top-lokalizacja-10-min-spacerkiem-rynek-2-pokoje-ID45QN9.html#ac18fbd7cc
394700.0,7990.0,60499824,5,2,Brak danych,49.4,wtorny,Krzyki,https://www.otodom.pl/oferta/opcja-3-pokoi-bardzo-ladne-blisko-centrum-rozklad-ID45QLC.html#ac18fbd7cc
579987.0,9124.0,60499895,3,3,Brak danych,63.57,wtorny,Krzyki,https://www.otodom.pl/oferta/stylowy-3-pokojowy-apartament-z-duzym-tarasem-ID45QML.html#ac18fbd7cc
228050.0,8554.0,60499844,3,1,Brak danych,26.66,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-l-kawalerka-l-wojszyce-ID45QLV.html#ac18fbd7cc
794999.0,6625.0,60499831,4,5,4.0,120.0,wtorny,Krzyki,https://www.otodom.pl/oferta/wyjatkowe-5-pokojowe-rondo-powstancow-ID45QLJ.html#ac18fbd7cc
247600.0,8840.0,60499842,2,1,Brak danych,28.01,pierwotny,Psie Pole,https://www.otodom.pl/oferta/nowoczesna-inwestycja-l-kawalerka-l-kowale-ID45QLU.html#ac18fbd7cc
368000.0,10514.0,60256058,4,2,3.0,35.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-z-balkonem-rynek-500m-ID44PlU.html#ac18fbd7cc
480000.0,8547.0,60435078,4,2,4.0,56.16,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-osobna-kuchnia-56-16-m2-ID45zWk.html#ac18fbd7cc
650000.0,9461.0,60499728,6,3,3.0,68.7,wtorny,Śródmieście,https://www.otodom.pl/oferta/park-slowianski-klucze-w-biurze-echo-3-pokoje-ID45QK4.html#ac18fbd7cc
365000.0,5530.0,60499795,1,2,Brak danych,66.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/bardzo-ladne-2-pokojowe-rozanka-ID45QL9.html#ac18fbd7cc
398918.0,6700.0,57735884,Brak danych,3,Brak danych,59.54,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-3-pokoje-z-garderoba-taras-ogrod-ID3UfJV.html#ac18fbd7cc
349000.0,8725.0,60058355,4,2,Brak danych,40.0,wtorny,Krzyki,https://www.otodom.pl/oferta/2-pokoje-40-m2-po-remoncie-centrum-bezposrednio-ID43ZW9.html#ac18fbd7cc
432000.0,9495.0,60387903,2,2,1.0,45.5,wtorny,Krzyki,https://www.otodom.pl/oferta/komfortowe-eleganckie-pelne-wyposazenie-krzyki-ID45nEr.html#ac18fbd7cc
398161.0,9170.0,60499801,6,2,1.0,43.42,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-w-centrum-tramwaj-obok-bez-prowizji-ID45QLf.html#ac18fbd7cc
499000.0,10182.0,60158197,5,2,3.0,49.01,wtorny,Krzyki,https://www.otodom.pl/oferta/krzyki-mieszkanie-2-pokoje-49m2-wys-standard-ID44pTw.html#ac18fbd7cc
323334.0,6600.0,57735952,Brak danych,2,2.0,48.99,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-2-pokojowe-taras-11-m2-zielony-brochow-ID3UfL2.html#ac18fbd7cc
472066.0,9800.0,60499604,5,3,4.0,48.17,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/stare-miasto-3-pokoje-aneks-1-5-km-rynek-gotowe-ID45QI4.html#ac18fbd7cc
798100.0,10250.0,60499651,8,4,7.0,77.86,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/4-pok-800-m-rynek-duzy-balkon-widok-rzeka-gotowe-ID45QIP.html#ac18fbd7cc
744114.0,14700.0,60499657,10,2,5.0,50.62,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/2-pokoje-wysoki-standard-3min-do-rynku-nad-rzeka-ID45QIW.html#ac18fbd7cc
