Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,Rynek,Strefa,URL
309870.0,7825.0,60436759,3,4,Brak danych,77.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/77m2-zielone-otoczenie-z-tarasem-ID45Amt.html#1b43e2cf62
624228.0,7797.0,60436864,4,5,Brak danych,80.06,pierwotny,Śródmieście,https://www.otodom.pl/oferta/komfortoweprzystan-nad-odrazielentaras-ID45Ao8.html#1b43e2cf62
358429.0,6877.0,60436862,4,2,Brak danych,52.12,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowetaras-10mkomfortoweosobna-kuchniafitness-ID45Ao6.html#1b43e2cf62
412000.0,8957.0,60436672,6,2,Brak danych,46.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/zamieszkaj-przy-grabiszynskiej-klucze-w-tym-roku-ID45Al2.html#1b43e2cf62
383625.0,6975.0,60436758,3,3,3.0,55.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/55m2-bliskosc-zieleni-z-balkonem-ID45Amq.html#1b43e2cf62
374514.0,6969.0,60436650,3,3,Brak danych,53.74,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-mieszkanie-3-pokojowe-duzy-taras-jagodno-ID45AkG.html#1b43e2cf62
349000.0,7981.0,60195805,2,3,2.0,43.73,wtorny,Śródmieście,https://www.otodom.pl/oferta/biskupin-po-remoncie-willowe-ID44zG5.html#1b43e2cf62
500000.0,6944.0,60436620,10,6,2.0,72.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/gotowiec-inwestycyjny-na-rozance-ID45Akc.html#1b43e2cf62
559482.0,7700.0,60426308,7,3,4.0,72.66,pierwotny,Fabryczna,https://www.otodom.pl/oferta/ostatnie-mieszkanie-na-pietrze-nowe-zerniki-ID45xDS.html#1b43e2cf62
512652.0,6800.0,60425850,3,3,3.0,75.39,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2poziomowy-apartament-75m2-3-pok-antresola-oporow-ID45xvu.html#1b43e2cf62
516885.0,8500.0,60405600,9,3,1.0,60.81,pierwotny,Krzyki,https://www.otodom.pl/oferta/3-pok-60m-z-duzym-balkonem-pld-tarnogaj-ID45sfS.html#1b43e2cf62
592620.0,8500.0,60427956,9,3,2.0,69.72,pierwotny,Krzyki,https://www.otodom.pl/oferta/nowe-mieszkanie-gotowe-w-czerwcu-ID45y4s.html#1b43e2cf62
353295.0,6731.0,60436304,6,2,1.0,52.49,pierwotny,Psie Pole,https://www.otodom.pl/oferta/2-pokoje-psie-pole-ID45Af6.html#1b43e2cf62
440130.0,8500.0,60436308,3,3,3.0,51.78,pierwotny,Krzyki,https://www.otodom.pl/oferta/klecina-3-pokoje-gotowe-ID45Afa.html#1b43e2cf62
431561.0,8900.0,60436309,3,3,Brak danych,48.49,pierwotny,Krzyki,https://www.otodom.pl/oferta/krzyki-3-pokoje-do-wlasnej-aranzacji-ID45Afb.html#1b43e2cf62
770000.0,9506.0,60436545,3,3,3.0,81.0,wtorny,Krzyki,https://www.otodom.pl/oferta/wyjatkowy-uklad-w-wysokim-standardzie-ID45AiZ.html#1b43e2cf62
500850.0,7753.0,60429988,5,3,1.0,64.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/przy-parku-3-pokoje-balkon-gotowe-ID45yBe.html#1b43e2cf62
553621.0,6700.0,60398789,2,4,1.0,82.63,pierwotny,Psie Pole,https://www.otodom.pl/oferta/piekne-duze-mieszkanie-dla-wymagajacych-ID45qu1.html#1b43e2cf62
772600.0,9959.0,60436302,8,4,6.0,77.58,pierwotny,Śródmieście,https://www.otodom.pl/oferta/apartament-nad-odra-4-pokoje-ID45Af4.html#1b43e2cf62
375148.0,6790.0,60436296,4,3,2.0,55.25,pierwotny,Psie Pole,https://www.otodom.pl/oferta/hit-na-dobry-poczatek-wysoki-standard-ID45AeY.html#1b43e2cf62
542835.0,13500.0,60411012,6,2,2.0,40.21,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/gotowe-2-pokoje-centrum-tramwaj-ID45tFa.html#1b43e2cf62
578780.0,6790.0,60436301,3,4,2.0,85.24,pierwotny,Fabryczna,https://www.otodom.pl/oferta/4-pokoje-maslice-dla-rodziny-85m2-ID45Af3.html#1b43e2cf62
358429.23,6877.0,60436306,4,2,Brak danych,52.12,pierwotny,Krzyki,https://www.otodom.pl/oferta/2-pokoje-duzy-taras-gotowe-ID45Af8.html#1b43e2cf62
588240.0,9500.0,60400866,7,3,7.0,61.92,pierwotny,Krzyki,https://www.otodom.pl/oferta/trzy-pokoje-z-duzym-naroznym-balkonem-ID45r1v.html#1b43e2cf62
376551.0,6990.0,60436300,4,3,4.0,53.87,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-na-stablowicach-dla-rodziny-ID45Af2.html#1b43e2cf62
610000.0,9194.0,60436228,6,3,4.0,66.35,wtorny,Śródmieście,https://www.otodom.pl/oferta/idealny-wybor-dla-rodziny-wszedzie-blisko-ID45AdS.html#1b43e2cf62
454648.0,6800.0,60433041,4,4,4.0,66.86,pierwotny,Fabryczna,https://www.otodom.pl/oferta/4-pok-idealne-dla-rodziny-bez-prowizji-gotowe-ID45zot.html#1b43e2cf62
357912.0,6850.0,60436305,4,2,3.0,52.25,pierwotny,Psie Pole,https://www.otodom.pl/oferta/zakrzow-2-pokoje-52m2-ID45Af7.html#1b43e2cf62
674388.0,12275.0,60436297,8,3,7.0,54.94,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/3-pokojowe-w-prestizowej-inwestycji-ID45AeZ.html#1b43e2cf62
575824.0,10166.0,60429994,6,3,2.0,56.64,pierwotny,Śródmieście,https://www.otodom.pl/oferta/centrum-miasta-funkcjonalny-uklad-ID45yBk.html#1b43e2cf62
368373.0,6990.0,60436298,4,3,2.0,52.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/fabryczna-3-pokoje-52m2-ID45Af0.html#1b43e2cf62
426005.0,6790.0,60436307,3,3,3.0,62.74,pierwotny,Fabryczna,https://www.otodom.pl/oferta/maslice-3-pokoje-dla-rodziny-dobry-rozklad-ID45Af9.html#1b43e2cf62
570035.0,8650.0,60419610,4,4,Brak danych,65.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/4-pok-obok-parku-grabiszynskiego-i-slezy-okazja-ID45wTQ.html#1b43e2cf62
595000.0,5524.0,60418449,4,5,Brak danych,107.71,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/kameralne-osiedle-w-zielonej-okolicy-5-pok-ID45wB7.html#1b43e2cf62
542370.0,10100.0,60436303,7,3,6.0,53.7,pierwotny,Śródmieście,https://www.otodom.pl/oferta/3-pokoje-srodmiescie-53-70m2-ID45Af5.html#1b43e2cf62
410000.0,6033.0,60418419,4,4,1.0,67.96,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/klucze-juz-2020-wysoki-standard-dobra-cena-ID45wAD.html#1b43e2cf62
1145000.0,10611.0,59626210,7,4,6.0,107.91,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-z-widokiem-na-rzeke-okazja-cenowa-ID42bw4.html#1b43e2cf62
393161.0,9785.0,60430996,8,2,5.0,40.18,pierwotny,Śródmieście,https://www.otodom.pl/oferta/nowa-inwestycja-idealne-m-pod-inwestycje-0-pcc-ID45yRu.html#1b43e2cf62
400000.0,6202.0,60418370,4,4,1.0,64.5,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/life-balans-bez-wychodzenie-z-domu4-pok-wroclaw-ID45wzQ.html#db561a3223
595000.0,5272.0,60418489,4,5,Brak danych,112.85,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/sloneczne-5-pok-ogrod-nie-zwlekaj-ID45wBL.html#1b43e2cf62
264800.0,8786.0,60431044,Brak danych,1,Brak danych,30.14,pierwotny,Psie Pole,https://www.otodom.pl/oferta/piekny-apartament-duzy-balkon-0-pcc-ID45ySg.html#1b43e2cf62
281280.0,8000.0,60430739,4,2,4.0,35.16,pierwotny,Krzyki,https://www.otodom.pl/oferta/idealne-2-pok-kup-i-zamieszkaj-0-pcc-teraz-rabat-ID45yNl.html#1b43e2cf62
314585.0,9840.0,60435938,Brak danych,1,2.0,31.97,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mikro-kawalerka-32m2-juz-gotowa-wykonczenie-klucz-ID45A9c.html#db561a3223
421002.0,8550.0,60430838,4,3,4.0,49.24,pierwotny,Krzyki,https://www.otodom.pl/oferta/idealne-3pok-dla-rodziny-funkcjonalny-uklad-0-pcc-ID45yOV.html#1b43e2cf62
427720.0,8850.0,60430831,4,3,4.0,48.33,pierwotny,Krzyki,https://www.otodom.pl/oferta/narozne-3pok-klucze-na-juz-0-pcc-teraz-rabat-ID45yOP.html#1b43e2cf62
397760.0,9785.0,60430965,8,2,5.0,40.65,pierwotny,Śródmieście,https://www.otodom.pl/oferta/apartament-wys-standard-dobra-lokalizacja-0-pcc-ID45yQZ.html#1b43e2cf62
1400000.0,12963.0,52117407,4,3,1.0,108.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/wysokie-stylowe-mieszkanie-w-odnowionej-kamienicy-ID3vG7l.html#db561a3223
989000.0,11982.0,60263168,6,3,4.0,82.54,wtorny,Stare Miasto,https://www.otodom.pl/oferta/apartament-3-pok-4x-balkon-parking-dmowskiego-ID44RcA.html#db561a3223
299000.0,8692.0,60356390,4,1,Brak danych,34.4,wtorny,Fabryczna,https://www.otodom.pl/oferta/piekne-mieszkanie-w-zielonej-okolicy-duzy-balkon-ID45fsa.html#db561a3223
229000.0,9957.0,60359698,10,1,3.0,23.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/kawalerka-z-kuchnia-ID45gjv.html#db561a3223
289000.0,7146.0,60354201,5,2,3.0,40.44,wtorny,Psie Pole,https://www.otodom.pl/oferta/dwa-pokoje-z-potencjalem-dla-inwestora-ID45eSR.html#db561a3223
462120.0,12000.0,60435727,8,2,Brak danych,38.51,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokojowy-apartament-w-centrum-widok-na-odre-ID45A5N.html#db561a3223
269000.0,11034.0,60344065,8,1,4.0,24.38,wtorny,Fabryczna,https://www.otodom.pl/oferta/nowa-kawalerka-kolo-magnolii-ID45cfn.html#db561a3223
243219.0,10640.0,60350708,7,1,5.0,22.86,pierwotny,Krzyki,https://www.otodom.pl/oferta/kawalerka-z-balkonem-na-krzykach-ID45dYv.html#db561a3223
259000.0,11017.0,60343802,8,1,6.0,23.51,wtorny,Fabryczna,https://www.otodom.pl/oferta/kawalerka-przy-ul-legnickiej-stan-deweloperski-ID45cb8.html#db561a3223
249999.0,5903.0,60346061,1,2,1.0,42.35,wtorny,Psie Pole,https://www.otodom.pl/oferta/niepowtarzalna-nieruchomosc-z-ogrodem-cena-wow-ID45cLz.html#db561a3223
746600.0,9756.0,60435725,8,4,1.0,76.53,pierwotny,Śródmieście,https://www.otodom.pl/oferta/4-pokoje-3-balkony-z-widokiem-na-odre-centrum-ID45A5L.html#db561a3223
593007.0,10477.0,60435746,Brak danych,3,6.0,56.6,pierwotny,Śródmieście,https://www.otodom.pl/oferta/przeszklenie-w-calym-salonie-prezentacja-online-ID45A66.html#db561a3223
239000.0,8965.0,60357485,4,1,Brak danych,26.66,pierwotny,Krzyki,https://www.otodom.pl/oferta/ostatnie-mieszkania-1-pokojowe-ID45fJP.html#db561a3223
242606.0,9100.0,60355418,4,1,Brak danych,26.66,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-dla-wymagajacych-ID45fcu.html#db561a3223
334747.0,6790.0,60435731,4,2,2.0,49.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/ustawne-2-pokojowe-z-oddzielna-kuchnia-stablowice-ID45A5R.html#db561a3223
301785.0,7790.0,60130450,3,2,Brak danych,38.74,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-gotowe-piekne-2-pok-maslice-ID44iFY.html#db561a3223
537300.0,9559.0,60435769,8,3,2.0,56.21,pierwotny,Śródmieście,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-w-cetrnum-wroclawia-ID45A6t.html#db561a3223
284413.0,7790.0,60166493,4,2,Brak danych,36.51,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-ponizej-300-tysiecy-ID44s3j.html#db561a3223
452530.0,11800.0,60435770,8,2,1.0,38.35,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-centrum-wroclawia-ID45A6u.html#db561a3223
299000.0,9133.0,60184644,5,1,5.0,32.74,wtorny,Wrocław,https://www.otodom.pl/oferta/kawalerka-w-centrum-miasta-ID44vM4.html#db561a3223
295095.0,7725.0,60185144,3,2,Brak danych,38.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/piekne-mieszkanie-na-nowym-oporowie-ID44vU8.html#db561a3223
274923.0,9900.0,60353238,3,1,1.0,27.77,pierwotny,Krzyki,https://www.otodom.pl/oferta/ostatnia-kawalerka-na-klecinie-przy-parku-ID45eDk.html#db561a3223
468160.0,6650.0,60435811,3,4,Brak danych,70.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/70-4m2-bliskosc-zieleni-z-tarasem-ID45A79.html#db561a3223
328320.0,8550.0,60435767,4,2,Brak danych,38.4,pierwotny,Krzyki,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-na-krzykach-promocja-ID45A6r.html#db561a3223
259000.0,10975.0,60343685,8,1,4.0,23.6,wtorny,Fabryczna,https://www.otodom.pl/oferta/kawalerka-gotowa-do-odbioru-kolo-magnolii-ID45c9f.html#db561a3223
259000.0,11035.0,60343559,8,1,6.0,23.47,wtorny,Fabryczna,https://www.otodom.pl/oferta/kawalerka-w-stanie-deweloperskim-ul-legnicka-ID45c7d.html#db561a3223
299000.0,8081.0,60207922,10,2,Brak danych,37.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-37-m2-z-balkonem-ID44CPv.html#db561a3223
412110.0,8550.0,60435765,3,2,3.0,48.2,pierwotny,Krzyki,https://www.otodom.pl/oferta/2-pokoje-na-klecinie-promocja-ID45A6p.html#db561a3223
407000.0,8323.0,60435799,3,3,1.0,48.9,pierwotny,Krzyki,https://www.otodom.pl/oferta/zobacz-w-360-gotowe-park-tramwaj-ID45A6X.html#db561a3223
255000.0,10537.0,60303195,4,1,4.0,24.2,wtorny,Fabryczna,https://www.otodom.pl/oferta/kamienica-ogrzewanie-miejskie-ID451Cb.html#db561a3223
794900.0,10253.0,60435764,8,4,7.0,77.53,pierwotny,Śródmieście,https://www.otodom.pl/oferta/widok-na-rzeke-scisle-centrum-4-pokoje-ID45A6o.html#db561a3223
682900.0,10817.0,60435772,8,3,4.0,63.13,pierwotny,Śródmieście,https://www.otodom.pl/oferta/widok-na-rzeke-duzy-balkon-scisle-centrum-ID45A6v.html#db561a3223
225000.0,11842.0,60259429,4,1,Brak danych,19.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/hit-cenowy-warto-k-a-w-w-a-l-e-r-k-a-ID44Qeh.html#db561a3223
380000.0,8085.0,60168813,2,2,Brak danych,47.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/wroclaw-maslice-47m2-5m2-antresoli-dwa-pokoje-ID44sEJ.html#db561a3223
401200.0,6800.0,60354651,Brak danych,3,2.0,59.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/awipolis-l2-3-2-9-3k-ID45f07.html#db561a3223
324415.0,8050.0,60435722,3,2,3.0,40.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-na-oporowie-wysokie-pomieszczenie-ID45A5I.html#db561a3223
324380.0,8275.0,60354654,Brak danych,2,3.0,39.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/awipolis-l2-3-3-11-2a-ID45f0a.html#db561a3223
497875.0,8750.0,60371108,Brak danych,3,Brak danych,56.9,pierwotny,Krzyki,https://www.otodom.pl/oferta/planty-raclawickie-r1-3-0-6-3a-ID45jhy.html#db561a3223
405470.0,7675.0,60435766,4,3,Brak danych,52.83,pierwotny,Krzyki,https://www.otodom.pl/oferta/nowe-mieszkanie-z-tarasem-gotowe-krzyki-jagodno-ID45A6q.html#db561a3223
560150.0,8500.0,60371129,Brak danych,4,3.0,65.9,pierwotny,Krzyki,https://www.otodom.pl/oferta/planty-raclawickie-r1-3-3-1-4a-ID45jhT.html#db561a3223
693000.0,7983.0,60435684,4,4,3.0,86.81,wtorny,Krzyki,https://www.otodom.pl/oferta/dwupoziomowe-klimatyzowane-mieszkanie-na-gaju-ID45A56.html#db561a3223
347774.0,7337.0,60434920,5,2,Brak danych,47.4,pierwotny,Psie Pole,https://www.otodom.pl/oferta/taras-17mgotoweosobna-kuchniafitnessochrona-ID45zSM.html#db561a3223
380625.0,10150.0,60371452,Brak danych,2,1.0,37.5,pierwotny,Krzyki,https://www.otodom.pl/oferta/planty-raclawickie-r4-1-1-8-2a-ID45jn6.html#db561a3223
345873.0,7050.0,60354554,Brak danych,2,2.0,49.06,pierwotny,Psie Pole,https://www.otodom.pl/oferta/akacjowy-zakatek-b4-1-2-22-2k-ID45eYy.html#db561a3223
375000.0,7353.0,60435605,3,2,3.0,51.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/zakrzow-wroclaw-dwa-pokoje-komorka-lok-okazja-ID45A3P.html#db561a3223
543088.0,5200.0,60435593,Brak danych,5,1.0,104.44,pierwotny,Fabryczna,https://www.otodom.pl/oferta/duze-mieszkanie-z-balkonem-i-tarasami-ID45A3D.html#db561a3223
540000.0,9310.0,60435350,5,3,4.0,58.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/3-pokoje-lux-balkon-2010-ok-grabiszynskiej-ID45zZI.html#db561a3223
560000.0,8000.0,60435349,4,3,1.0,70.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/3-pokoje-balkon-garaz-muchobor-ID45zZH.html#db561a3223
895000.0,7585.0,60435489,5,7,3.0,118.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/gotowiec-inwestycyjny-z-wysokim-roi-ID45A1X.html#db561a3223
449000.0,9163.0,60435562,3,2,3.0,49.0,pierwotny,Psie Pole,https://www.otodom.pl/oferta/nowe-wykonczone-2-pokoje-osobna-kuchnia-bez-pcc-ID45A38.html#db561a3223
508900.0,15421.0,60435208,7,2,Brak danych,33.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/lux-apartament-politechnika-plac-grunwaldzki-ID45zXq.html#db561a3223
560000.0,8000.0,60435334,4,3,1.0,70.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-70-m-wroclaw-ID45zZs.html#db561a3223
329500.0,9414.0,60435207,3,1,1.0,35.0,wtorny,Krzyki,https://www.otodom.pl/oferta/nowe-mieszkanie-z-balkonem-garaz-35m2-wojszyce-ID45zXp.html#db561a3223
315000.0,9488.0,60435333,4,1,1.0,33.2,wtorny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-33-20-m-wroclaw-ID45zZr.html#db561a3223
640000.0,6400.0,60435340,4,4,2.0,100.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/oferta-promocyjna-4-pokoje-na-leczyckiej-ID45zZy.html#db561a3223
420000.0,9767.0,60435347,10,1,3.0,43.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/przestronne-studio-w-centrum-ID45zZF.html#db561a3223
520000.0,9075.0,60434913,8,3,2.0,57.3,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/gotowespacerem-do-rynkucentrumodra-promenada-ID45zSF.html#db561a3223
389900.0,7798.0,60435117,3,2,1.0,50.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-50m2-psie-pole-wysoki-standard-ID45zWX.html#db561a3223
Brak danych,Brak danych,60434942,Brak danych,2,3.0,38.99,pierwotny,Krzyki,https://www.otodom.pl/oferta/miedzy-parkami-b4-k2-32-ID45zT8.html#db561a3223
479599.4,8000.0,60434929,Brak danych,3,Brak danych,59.95,pierwotny,Krzyki,https://www.otodom.pl/oferta/nowa-raclawicka-a-k1-00-01-ID45zSW.html#db561a3223
349000.0,7587.0,60435031,4,3,3.0,46.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/3-pok-46-m2-mlodych-technikow-ID45zUz.html#db561a3223
425250.0,7500.0,60434922,6,3,6.0,56.7,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowe3pok-media-miejskiecisza-i-spokojrolety-ID45zSO.html#db561a3223
791000.0,10243.0,59915587,17,4,Brak danych,77.22,wtorny,Krzyki,https://www.otodom.pl/oferta/gotowe-16-pietro-apartament-innova-77-22-mk-ID43oMr.html#db561a3223
719241.41,7300.0,60434951,Brak danych,4,2.0,98.53,pierwotny,Krzyki,https://www.otodom.pl/oferta/miedzy-parkami-c2-09-ID45zTh.html#db561a3223
741066.0,8700.0,60434914,8,4,Brak danych,85.18,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/2x-taraswysoki-standardrynkugotowewindaodra-ID45zSG.html#db561a3223
351131.0,9891.0,60434912,5,2,Brak danych,35.5,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowetaras-14mwindaco-miejskieparkingciche-ID45zSE.html#a10ab55743
656900.0,7982.0,60434918,8,4,2.0,82.3,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/stare-miastkomfortgotowe2xtarasbulwar-nad-odra-ID45zSK.html#db561a3223
590036.37,7300.0,60434939,Brak danych,4,Brak danych,80.83,pierwotny,Krzyki,https://www.otodom.pl/oferta/miedzy-parkami-b1-01-ID45zT5.html#db561a3223
717700.0,8151.0,60434916,8,4,3.0,88.05,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/gotowewysoki-standard1500m-rynek2xtarasodra-ID45zSI.html#db561a3223
472593.0,6990.0,60434924,6,3,5.0,67.61,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowe3pok-duzo-zieleniwindarolety-zew-balkon-ID45zSQ.html#db561a3223
229000.0,13086.0,60434843,8,1,3.0,17.5,wtorny,Krzyki,https://www.otodom.pl/oferta/odbior-za-miesiac-krakowska-23-vat-studio-ID45zRx.html#a10ab55743
431107.0,6890.0,60434927,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/ostatnie-gotowe-mieszkanie-na-stablowicach-ID45zST.html#db561a3223
499900.0,12756.0,60336173,8,2,3.0,39.19,wtorny,Śródmieście,https://www.otodom.pl/oferta/apartament-kepa-mieszczanska-wykonczone-ID45ac5.html#a10ab55743
450000.0,8104.0,60434910,4,3,1.0,55.53,wtorny,Fabryczna,https://www.otodom.pl/oferta/blisko-sky-tower-centrum-rozkladowe-3pok-ID45zSC.html#a10ab55743
448000.0,4646.0,60331347,Brak danych,4,Brak danych,96.42,wtorny,dolnośląskie,https://www.otodom.pl/oferta/na-sprzedaz-4-pok-mieszkanie-z-2-lazienkami-wc-ID458Vf.html#a10ab55743
402308.0,7575.0,60434681,4,3,4.0,53.11,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-3-pokojowe-w-prestizowym-osiedlu-krzyki-ID45zOW.html#a10ab55743
560000.0,8000.0,60434592,4,3,1.0,70.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/po-remonciem-postojowe3pokdla-rodziny-ID45zNu.html#a10ab55743
442740.0,11775.0,60434566,6,2,6.0,37.6,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-balkon-nowoczesna-inwestycja-ID45zN4.html#a10ab55743
1368075.0,13875.0,60434565,6,4,6.0,98.6,pierwotny,Śródmieście,https://www.otodom.pl/oferta/100-mkw-przestronny-taras-centrum-ID45zN3.html#a10ab55743
445200.0,7950.0,60065250,5,2,Brak danych,56.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-2-pok-blisko-rynku-parter-ID441Im.html#a10ab55743
255000.0,9444.0,60434532,8,1,3.0,27.0,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/kawalerka-wroclaw-legnicka-street-30-04-2020-ID45zMv.html#a10ab55743
490001.0,5875.0,60434226,10,5,Brak danych,83.4,wtorny,dolnośląskie,https://www.otodom.pl/oferta/perelka-ok-legnicka-5-pokoi-rozklad-83m2-ID45zHA.html#a10ab55743
431107.0,6890.0,60392448,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-3-pokoje-z-balkonem-do-odbioru-ID45oPK.html#a10ab55743
423990.0,6300.0,60434452,3,3,Brak danych,67.3,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/gotowe-duzy-ogrodek-taras-osobna-kuchnia-0-ID45zLe.html#a10ab55743
285000.0,8636.0,60434164,8,1,7.0,33.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/przestronna-kawalerka-z-klimatyzacja-od-zaraz-ID45zGA.html#a10ab55743
387352.0,6279.0,60434099,3,3,2.0,61.69,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-gotowe-mieszkanie-teraz-30-tys-taniej-ID45zFx.html#a10ab55743
356954.0,6509.0,60434089,Brak danych,3,Brak danych,54.84,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-na-parterze-gotowe-teraz-20-tys-taniej-ID45zFn.html#a10ab55743
376551.0,6990.0,60392437,4,3,4.0,53.87,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-duzy-balkon-do-zamieszkania-od-wrzesnia-ID45oPz.html#a10ab55743
383066.0,6624.0,60433663,3,3,3.0,57.83,pierwotny,Fabryczna,https://www.otodom.pl/oferta/teraz-20-tys-taniej-3-pokoje-gotowe-do-odbioru-ID45zyw.html#a10ab55743
423153.0,6790.0,60392404,4,3,1.0,62.32,pierwotny,Fabryczna,https://www.otodom.pl/oferta/okazja-3-pokoje-z-balkonem-odbior-wrzesien-2020-ID45oP2.html#a10ab55743
429385.0,6890.0,60392413,4,3,4.0,62.32,pierwotny,Fabryczna,https://www.otodom.pl/oferta/super-okazja-mieszkanie-62-32-m2-w-dobrej-cenie-ID45oPb.html#a10ab55743
546270.0,6950.0,60382424,3,4,2.0,78.6,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-2-balkony-gotowe-ID45me4.html#a10ab55743
469000.0,7253.0,60434016,3,3,3.0,64.66,pierwotny,Krzyki,https://www.otodom.pl/oferta/klucze-od-reki-2-lazienki-ciekawe-promocje-ID45zEc.html#a10ab55743
498949.0,6700.0,60433038,4,2,4.0,74.47,pierwotny,Fabryczna,https://www.otodom.pl/oferta/rezydencja-premium-gotowa-na-juz-bez-prowizji-ID45zoq.html#a10ab55743
330000.0,7857.0,60433816,8,2,3.0,42.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-balkon-parking-42mkw-bez-pos-ID45zAY.html#a10ab55743
398249.0,9785.0,60430919,8,2,5.0,40.7,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2pok-w-centrum-doskonale-m-pod-inwestycje-0-pcc-ID45yQf.html#a10ab55743
333321.0,6790.0,60392377,4,2,2.0,49.09,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-pelny-rozklad-okazja-ID45oOB.html#a10ab55743
547312.5,6950.0,60382417,3,4,1.0,78.75,pierwotny,Krzyki,https://www.otodom.pl/oferta/4-pokoje-z-2-balkonami-gotowe-mozliwy-rabat-ID45mdX.html#a10ab55743
247000.0,8818.0,60434014,2,1,Brak danych,28.01,pierwotny,Psie Pole,https://www.otodom.pl/oferta/swietnie-skomunikowna-okolica-kawalerka-taras-11m2-ID45zEa.html#a10ab55743
