Cena,Cena_za_metr,Id,Rynek,Strefa,Powierzchnia,Liczba pokoi,Liczba pięter,Piętro,URL
659000.0,12673.0,60581119,wtorny,Małopanewska,52.0,2,5,1.0,https://www.otodom.pl/oferta/2-pok-lux-klima-taras-blisko-centrum-bez-pcc-ID46bUP.html#02f510e6c7
328000.0,9316.0,60584997,pierwotny,Psie Pole,35.21,2,2,,https://www.otodom.pl/oferta/sloneczne-2-pokoje-z-ogrodkiem-az-130-m2-ID46cWn.html#02f510e6c7
699000.0,10922.0,60586765,wtorny,Śródmieście,64.0,3,,1.0,https://www.otodom.pl/oferta/piekne-mieszkanie-3-pokojowe-srodmiescie-ID46dnT.html#02f510e6c7
300000.0,7692.0,60555057,pierwotny,Krzyki,39.0,2,,,https://www.otodom.pl/oferta/ogrodek-34m2-poludnie-wro-6-miesiecy-gotowe-ID4658t.html#02f510e6c7
319000.0,8861.0,60095024,wtorny,dolnośląskie,36.0,2,4,3.0,https://www.otodom.pl/oferta/2-pokoje-balkon-piwnica-ul-kasztelanska-36m-ID449sA.html#02f510e6c7
682900.0,10817.0,60546890,pierwotny,Śródmieście,63.13,3,8,4.0,https://www.otodom.pl/oferta/widok-na-rzeke-duzy-balkon-scisle-centrum-ID4630K.html#02f510e6c7
432000.0,6681.0,60498440,pierwotny,Krzyki,64.66,3,3,1.0,https://www.otodom.pl/oferta/gotowe-600m-tramwaj-15min-galeria-dominikanska-ID45Qpi.html#02f510e6c7
119500.0,3983.0,60242458,wtorny,dolnośląskie,30.0,1,3,,https://www.otodom.pl/oferta/odstapie-mieszkanie-po-remoncie-tbs-zielna-ID44LOy.html#02f510e6c7
446500.0,8316.0,60585056,pierwotny,Psie Pole,53.69,3,2,1.0,https://www.otodom.pl/oferta/3-pokoje-z-duzym-balkonem-w-super-lokalizacji-ID46cVk.html#02f510e6c7
419000.0,7925.0,60586705,pierwotny,Krzyki,52.87,3,4,4.0,https://www.otodom.pl/oferta/3-pok-mieszkanie-z-systemem-inteligentnego-domu-ID46dmW.html#02f510e6c7
334593.0,6580.0,60585133,pierwotny,Krzyki,50.85,2,4,1.0,https://www.otodom.pl/oferta/komfortowe-2-pokoje-promocja-tylko-6580zl-m2-ID46cXz.html#02f510e6c7
470000.0,10643.0,60586649,wtorny,Śródmieście,44.16,2,4,,https://www.otodom.pl/oferta/jaracza-nowe-super-inwestycja-ID46dm1.html#02f510e6c7
318648.0,6800.0,60586706,pierwotny,dolnośląskie,46.86,2,,1.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-z-ogrodem-na-jagodnie-ID46dmV.html#02f510e6c7
529200.0,7350.0,60466730,wtorny,Fabryczna,72.0,3,2,,https://www.otodom.pl/oferta/mieszkanie-72m2-i-komorka-9m2-duzo-zieleni-ID45I9Q.html#02f510e6c7
417270.0,6937.0,60585168,pierwotny,Krzyki,60.15,3,5,2.0,https://www.otodom.pl/oferta/gotowe-3-pokoje-w-cenie-komorka-lokatorska-ID46cY8.html#02f510e6c7
366000.0,7673.0,60532358,wtorny,Psie Pole,47.7,2,,1.0,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-macedonska-wroclaw-rozanka-ID45Zem.html#02f510e6c7
417718.0,5890.0,60585127,pierwotny,Krzyki,70.92,3,4,1.0,https://www.otodom.pl/oferta/przemyslany-rozklad-w-atrakcyjnej-cenie-5890zl-m2-ID46cXt.html#02f510e6c7
425000.0,7589.0,60557118,wtorny,Śródmieście,56.0,2,7,1.0,https://www.otodom.pl/oferta/sprzedam-2-pokoje-komorka-winda-garaz-balkon-ID465FI.html#02f510e6c7
395000.0,7900.0,60544189,wtorny,Psie Pole,50.0,2,3,,https://www.otodom.pl/oferta/przestronne-2-pokoje-z-ogrodem-garaz-swojczyce-ID462jb.html#02f510e6c7
395000.0,7932.0,60313054,wtorny,Psie Pole,49.8,2,10,6.0,https://www.otodom.pl/oferta/doskonala-inwestycja-2-pokoje-rozanka-ID454bc.html#02f510e6c7
390000.0,7647.0,60586657,wtorny,Krzyki,51.0,2,3,,https://www.otodom.pl/oferta/2-pokoje-rozklad-balkon-gaj-ID46dm9.html#02f510e6c7
409000.0,8180.0,60233828,wtorny,Wrocław,50.0,2,4,1.0,https://www.otodom.pl/oferta/przestronne-urzadzone-m-3-jagodno-wroclaw-krzyki-ID44Jzm.html#02f510e6c7
275000.0,9167.0,60586863,wtorny,Śródmieście,30.0,1,4,1.0,https://www.otodom.pl/oferta/sprzedam-1-pokojowe-ul-wyszynskiego-ID46dpt.html#02f510e6c7
534140.0,8500.0,60532248,wtorny,Psie Pole,62.84,3,4,2.0,https://www.otodom.pl/oferta/63-m2-3-pokoje-od-wlasciciela-bez-posrednikow-ID45ZcA.html#02f510e6c7
299000.0,10629.0,60386953,wtorny,dolnośląskie,28.13,1,5,3.0,https://www.otodom.pl/oferta/sprzedaz-mieszkania-ID45np7.html#02f510e6c7
374514.0,6969.0,60586710,pierwotny,Krzyki,53.74,3,4,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-krzykach-promocja-ID46dn0.html#02f510e6c7
996700.0,12854.0,60586856,pierwotny,Śródmieście,77.54,3,8,8.0,https://www.otodom.pl/oferta/nowoczesny-apartament-w-centrum-wysoki-standard-ID46dpm.html#02f510e6c7
416000.0,7172.0,60581401,wtorny,Fabryczna,58.0,2,4,2.0,https://www.otodom.pl/oferta/58-m2-okolice-grabiszynskiej-2p-media-miejskie-ID46bZn.html#02f510e6c7
1190000.0,7484.0,60102702,wtorny,Krzyki,159.0,4,3,3.0,https://www.otodom.pl/oferta/apartament-w-zabytkowym-budynku-ID44bsq.html#02f510e6c7
499970.0,6955.0,60449748,wtorny,Psie Pole,71.89,4,2,1.0,https://www.otodom.pl/oferta/duze-nowe-4-pokojowe-gotowe-mieszkanie-spacer-3d-ID45DJV.html#02f510e6c7
529000.0,5884.0,60549052,wtorny,Psie Pole,89.9,4,1,,https://www.otodom.pl/oferta/komfortowe-z-2014r-duze-ogrodek-parking-ID463zC.html#02f510e6c7
380000.0,7917.0,60204601,wtorny,Psie Pole,48.0,2,4,4.0,https://www.otodom.pl/oferta/bezposrednio-sloneczne-2-pok-na-ul-kamienskiego-ID44BXX.html#02f510e6c7
434900.0,7130.0,60149094,wtorny,Stare Miasto,61.0,2,4,,https://www.otodom.pl/oferta/bezposrednio-duze-w-centrum-ul-zdrowa-duza-piwnica-ID44nvG.html#02f510e6c7
320460.0,8175.0,60586459,pierwotny,Fabryczna,39.2,2,3,2.0,https://www.otodom.pl/oferta/oporow-swietne-mieszkanie-pod-inwestycje-ID46diX.html#02f510e6c7
376000.0,8952.0,60413824,wtorny,Krzyki,42.0,2,10,6.0,https://www.otodom.pl/oferta/2-pokoje-rozklad-po-slaskich-przy-skytower-ID45uov.html#02f510e6c7
399000.0,8396.0,60586532,wtorny,Stare Miasto,47.52,2,4,3.0,https://www.otodom.pl/oferta/swietna-lokalizacja-na-wroclawskim-szczepinie-ID46dk8.html#02f510e6c7
342650.0,8900.0,60141626,wtorny,Stare Miasto,38.5,1,5,4.0,https://www.otodom.pl/oferta/mieszkanie-38-5-m2-stare-miasto-okazja-ID44lAe.html#02f510e6c7
417690.0,6748.0,60586211,pierwotny,Psie Pole,61.9,3,2,2.0,https://www.otodom.pl/oferta/nowosc-3-pokoje-na-uboczu-ID46deX.html#02f510e6c7
345793.0,7295.0,60586490,pierwotny,Psie Pole,47.4,2,5,,https://www.otodom.pl/oferta/pelen-rozklad-2pokoje-kuchnia-promocja-ID46djs.html#02f510e6c7
567000.0,6624.0,60284082,wtorny,Krzyki,85.6,3,2,1.0,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-oltaszyn-85-m2-okna-3strony-ID44VDU.html#02f510e6c7
383000.0,7510.0,60586493,wtorny,Krzyki,51.0,3,3,3.0,https://www.otodom.pl/oferta/rozkladowe-okolice-galerii-borek-iiip-ID46djw.html#02f510e6c7
296000.0,6986.0,60413866,pierwotny,Psie Pole,42.37,2,4,4.0,https://www.otodom.pl/oferta/2-pok-miejsce-parking-komorka-lok-lipa-piotro-ID45upc.html#02f510e6c7
330000.0,10284.0,56363284,wtorny,Psie Pole,32.09,1,6,5.0,https://www.otodom.pl/oferta/zabytkowyspichlerznajlepszalokatakapitaluwyknczone-ID3OuFe.html#02f510e6c7
499000.0,7677.0,60586319,wtorny,Fabryczna,65.0,4,4,3.0,https://www.otodom.pl/oferta/wroclaw-ul-olowiana-4-pok-do-sprzedazy-rozklad-ID46dgH.html#02f510e6c7
389000.0,8679.0,60586494,wtorny,Krzyki,44.82,3,5,1.0,https://www.otodom.pl/oferta/super-lokalizacja-3-pok-i-pietro-pl-hirszfelda-ID46djv.html#02f510e6c7
849000.0,8937.0,60586431,wtorny,Stare Miasto,95.0,4,5,4.0,https://www.otodom.pl/oferta/na-przeciwko-uniwersytetu-wroclawskiego-4-pokoje-ID46diw.html#02f510e6c7
335000.0,9827.0,59866686,wtorny,Krzyki,34.09,2,3,3.0,https://www.otodom.pl/oferta/2-pokoje-34-09-m2-plus-antresola-jagodno-ID43c3I.html#02f510e6c7
518000.0,9774.0,60586325,wtorny,Fabryczna,53.0,3,4,2.0,https://www.otodom.pl/oferta/nowoczesne-3-pokoje-53m2-popowice-super-cena-ID46dgN.html#02f510e6c7
344900.0,7735.0,60586372,pierwotny,Fabryczna,44.59,2,,,https://www.otodom.pl/oferta/gotowe-mozliwe-3-pok-oporow-nowe-ID46dhy.html#02f510e6c7
340000.0,7234.0,60533485,wtorny,Krzyki,47.0,3,5,5.0,https://www.otodom.pl/oferta/3-pokoje-na-gaju-dla-rodziny-lub-pod-wynajem-ID45Zvx.html#02f510e6c7
620000.0,9337.0,60348192,wtorny,Śródmieście,66.4,3,,1.0,https://www.otodom.pl/oferta/na-sprzedaz-mieszkanie-na-sepolnie-bez-posrednikow-ID45djV.html#02f510e6c7
282236.0,7400.0,60586207,pierwotny,Krzyki,38.14,2,3,3.0,https://www.otodom.pl/oferta/super-cena-mieszkanie-dla-pary-wysoki-standard-ID46deT.html#02f510e6c7
1087830.0,11850.0,60586455,pierwotny,Psie Pole,91.8,4,5,3.0,https://www.otodom.pl/oferta/piekny-apartament-nad-odra-prestizowa-inwestycja-ID46diT.html#02f510e6c7
479000.0,9979.0,60450121,pierwotny,Krzyki,48.0,3,2,2.0,https://www.otodom.pl/oferta/sprzedam-mieszkanie-3-pokojowe-48m2-wroclaw-krzyki-ID45DPX.html#02f510e6c7
594900.0,7627.0,60586492,wtorny,Śródmieście,78.0,2,5,2.0,https://www.otodom.pl/oferta/sienkiewicza-swietokrzyska-kamienica-z-winda-ID46dju.html#02f510e6c7
178500.0,7747.0,60586288,pierwotny,Fabryczna,23.04,2,4,1.0,https://www.otodom.pl/oferta/mieszkanie-23-04-m-wroclaw-ID46dgc.html#02f510e6c7
178500.0,7747.0,60586287,pierwotny,Fabryczna,23.04,2,4,1.0,https://www.otodom.pl/oferta/mieszkanie-23-04-m-wroclaw-ID46dgb.html#02f510e6c7
178500.0,7747.0,60586289,pierwotny,Fabryczna,23.04,2,4,1.0,https://www.otodom.pl/oferta/mieszkanie-23-04-m-wroclaw-ID46dgd.html#02f510e6c7
427380.0,8500.0,60586206,pierwotny,Krzyki,50.28,3,3,3.0,https://www.otodom.pl/oferta/rabat-na-dobry-poczatek-petla-tramwajowa-ID46deS.html#02f510e6c7
598877.0,5475.0,60586317,pierwotny,Krzyki,109.38,5,,1.0,https://www.otodom.pl/oferta/promocyjna-cena-niespotykane-mieszkanie-3-poziomy-ID46dgF.html#02f510e6c7
690302.0,9695.0,60586196,pierwotny,Psie Pole,71.2,3,4,2.0,https://www.otodom.pl/oferta/3-pokoje-apartament-nad-odra-2020-ID46deI.html#02f510e6c7
404622.0,7475.0,60586193,pierwotny,Fabryczna,54.13,3,2,2.0,https://www.otodom.pl/oferta/3-pokoje-dla-rodziny-gotowe-ID46deF.html#02f510e6c7
424600.0,7350.0,60586201,pierwotny,Psie Pole,57.77,3,2,1.0,https://www.otodom.pl/oferta/3-pokoje-psie-pole-blisko-ryneczku-bez-prowizji-ID46deN.html#02f510e6c7
395125.0,5450.0,60586068,pierwotny,Psie Pole,72.5,2,,2.0,https://www.otodom.pl/oferta/dwupoziomowe-duze-mieszkanie-stan-deweloperski-ID46dcE.html#ac18fbd7cc
405000.0,11169.0,60586153,wtorny,Śródmieście,36.26,2,3,1.0,https://www.otodom.pl/oferta/mieszkanie-na-biskupinie-balkon-piwnica-ID46de1.html#02f510e6c7
491749.0,9682.0,60586197,pierwotny,Psie Pole,50.79,2,4,1.0,https://www.otodom.pl/oferta/gotowe-2-pokoje-bez-prowizji-ID46deJ.html#02f510e6c7
335290.0,6790.0,60586192,pierwotny,Fabryczna,49.38,2,4,2.0,https://www.otodom.pl/oferta/stablowice-2-pokoje-bez-prowizji-ID46deE.html#02f510e6c7
398847.0,6400.0,60586191,pierwotny,Fabryczna,62.32,3,4,1.0,https://www.otodom.pl/oferta/3-pokoje-dla-rodziny-63m2-juz-w-tym-roku-ID46deD.html#02f510e6c7
494299.0,7550.0,60586195,pierwotny,Krzyki,65.47,3,3,2.0,https://www.otodom.pl/oferta/gotowe-blisko-tramwaju-dla-rodziny-65-47m2-ID46deH.html#02f510e6c7
427500.0,7345.0,60586202,pierwotny,Psie Pole,58.2,3,2,2.0,https://www.otodom.pl/oferta/przestronne-3-pokoje-w-poblizu-ch-korona-ID46deO.html#02f510e6c7
359419.0,6100.0,60586199,pierwotny,Fabryczna,58.92,3,2,1.0,https://www.otodom.pl/oferta/balkon-3-pokoje-2021-niska-zabudowa-ID46deL.html#02f510e6c7
1184155.0,11500.0,60586048,pierwotny,dolnośląskie,102.97,4,3,2.0,https://www.otodom.pl/oferta/2-pietrowe-3-sypialnie-srodmiescie-ID46dck.html#ac18fbd7cc
450000.0,7377.0,60586082,wtorny,Psie Pole,61.0,3,8,5.0,https://www.otodom.pl/oferta/po-remoncie-ladne-rozkladowe-media-miejskie-ID46dcS.html#ac18fbd7cc
465000.0,7381.0,60585940,wtorny,Psie Pole,63.0,3,3,3.0,https://www.otodom.pl/oferta/nowe-3pok-63m2-do-wprowadzenia-umeblowane-garaz-ID46daA.html#ac18fbd7cc
369000.0,7031.0,60447991,wtorny,Fabryczna,52.48,2,3,2.0,https://www.otodom.pl/oferta/w-pelni-rozkladowe-mieszkanie-na-grabiszynie-ID45DhB.html#ac18fbd7cc
344377.0,5550.0,60586043,pierwotny,Psie Pole,62.05,2,,2.0,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-w-stanie-deweloperskim-ID46dcf.html#ac18fbd7cc
450000.0,6338.0,60464791,wtorny,Psie Pole,71.0,3,3,1.0,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-balkonem-na-soltysowicach-ID45HEz.html#ac18fbd7cc
432600.0,5001.0,60586094,pierwotny,Psie Pole,86.5,4,,2.0,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-w-stanie-deweloperskim-ID46dd4.html#ac18fbd7cc
375550.0,7250.0,60586205,pierwotny,Fabryczna,51.8,3,3,,https://www.otodom.pl/oferta/oporow-jasne-mieszkanie-dla-rodziny-ID46deR.html#02f510e6c7
499000.0,8134.0,60373626,wtorny,Krzyki,61.35,3,4,1.0,https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-balkonem-na-jagodnie-ID45jVa.html#ac18fbd7cc
750000.0,10870.0,60448085,wtorny,Śródmieście,69.0,3,2,,https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-ogrodkiem-na-sepolnie-ID45Dj7.html#ac18fbd7cc
316240.0,5900.0,60586033,pierwotny,Psie Pole,53.6,3,,1.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-w-stanie-developerskim-ID46dc5.html#ac18fbd7cc
285000.0,9500.0,60433397,wtorny,dolnośląskie,30.0,1,4,,https://www.otodom.pl/oferta/kawalerka-parking-super-lokalizacja-ID45zud.html#ac18fbd7cc
335000.0,9054.0,60509801,wtorny,Fabryczna,37.0,2,4,,https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-tarasem-na-stablowicach-ID45Tmx.html#ac18fbd7cc
630030.5,10450.0,60586073,pierwotny,dolnośląskie,60.29,3,3,,https://www.otodom.pl/oferta/3-pokoje-super-dzielnica-taras-31-57-m2-ID46dcJ.html#ac18fbd7cc
530000.0,8281.0,60320127,wtorny,Fabryczna,64.0,3,2,1.0,https://www.otodom.pl/oferta/trzy-pokoje-wroclaw-maslice-ID4561h.html#ac18fbd7cc
399000.0,8396.0,60586007,wtorny,Stare Miasto,47.52,2,4,3.0,https://www.otodom.pl/oferta/swietna-lokalizacja-na-wroclawskim-szczepinie-ID46dbF.html#ac18fbd7cc
479000.0,7121.0,60586132,wtorny,Krzyki,67.27,3,2,1.0,https://www.otodom.pl/oferta/maczka-ID46ddG.html#ac18fbd7cc
499000.0,7366.0,60575835,wtorny,Fabryczna,67.74,3,4,1.0,https://www.otodom.pl/oferta/spelnij-swoje-marzenia-i-zamieszkaj-wlasnie-tu-ID46axB.html#ac18fbd7cc
371164.0,6890.0,60586200,pierwotny,Fabryczna,53.87,3,4,1.0,https://www.otodom.pl/oferta/2020-3-pokoje-dla-rodziny-bez-prowizji-ID46deM.html#02f510e6c7
432000.0,6898.0,60585843,pierwotny,Krzyki,62.63,3,3,,https://www.otodom.pl/oferta/ogrod-90m2-willowa-dzielnica-duzo-zieleni-ID46d91.html#ac18fbd7cc
299000.0,5863.0,60505016,wtorny,dolnośląskie,51.0,2,2,,https://www.otodom.pl/oferta/piekne-2-pok-z-garazem-m-post-jelcz-laskowice-ID45S7m.html#ac18fbd7cc
599000.0,8452.0,60491343,wtorny,dolnośląskie,70.87,3,4,4.0,https://www.otodom.pl/oferta/mieszkanie-wroclaw-3-pokoje-balkon-parking-ID45OyP.html#ac18fbd7cc
650000.0,5652.0,60352663,wtorny,dolnośląskie,115.0,5,3,2.0,https://www.otodom.pl/oferta/okazja-5-pokoi-3-balkony-garaz-bielany-wroclaw-ID45eu3.html#ac18fbd7cc
418000.0,8970.0,60380799,wtorny,Krzyki,46.6,3,10,6.0,https://www.otodom.pl/oferta/3-pokoje-zielen-cisza-plac-zabaw-uniwersytet-ID45lNR.html#ac18fbd7cc
358429.0,6877.0,60572137,pierwotny,Krzyki,52.12,2,,,https://www.otodom.pl/oferta/mpk-2-pokoje-taras-6877m2-ID469zX.html#ac18fbd7cc
429000.0,6998.0,60496335,wtorny,Fabryczna,61.3,3,8,7.0,https://www.otodom.pl/oferta/trzy-pokoje-balkon-rozkladowe-ID45PRl.html#ac18fbd7cc
693000.0,7983.0,60443366,wtorny,Krzyki,86.81,4,3,3.0,https://www.otodom.pl/oferta/dwa-poziomy-4-pok-2-lazienki-balkon-piwnica-gaj-ID45C50.html#ac18fbd7cc
381294.0,6900.0,60585779,pierwotny,Psie Pole,55.26,2,3,1.0,https://www.otodom.pl/oferta/osobna-kuchnia-i-2-pokoje-cena-na-twoja-kieszen-ID46d7Z.html#ac18fbd7cc
820000.0,9111.0,60585851,wtorny,Śródmieście,90.0,4,4,1.0,https://www.otodom.pl/oferta/minkowskiego-ladne-z-balkonem-po-remoncie-w-kami-ID46d99.html#ac18fbd7cc
294482.0,7300.0,60585780,pierwotny,Psie Pole,40.34,2,3,,https://www.otodom.pl/oferta/twoje-wlasne-mieszkanie-2-pokoje-dobra-cena-ID46d80.html#ac18fbd7cc
450000.0,6338.0,60585738,wtorny,Psie Pole,71.0,3,3,1.0,https://www.otodom.pl/oferta/3-pokoje-w-cichej-i-zielonej-okolicy-ID46d7k.html#ac18fbd7cc
359000.0,7978.0,60522534,wtorny,Fabryczna,45.0,2,4,3.0,https://www.otodom.pl/oferta/nowe-wykonczone-2pokoje-z-pieknym-widokiem-bez-pcc-ID45VFU.html#ac18fbd7cc
465000.0,10109.0,60572520,wtorny,Psie Pole,46.0,2,2,2.0,https://www.otodom.pl/oferta/dwa-pokoje-balkon-miejsce-parkingowe-ID469G8.html#ac18fbd7cc
495000.0,6256.0,60585694,wtorny,Śródmieście,79.13,3,4,1.0,https://www.otodom.pl/oferta/mieszkanie-po-remoncie-w-centrum-miasta-ID46d6C.html#ac18fbd7cc
383472.0,7200.0,60548477,pierwotny,Krzyki,53.26,3,2,1.0,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-wroclaw-wojszyce-cesja-umowy-ID463ql.html#ac18fbd7cc
528000.0,8250.0,60561452,wtorny,Fabryczna,64.0,3,4,2.0,https://www.otodom.pl/oferta/mieszkanie-popowice-ID466NC.html#ac18fbd7cc
407740.0,7400.0,60572306,pierwotny,Krzyki,55.1,3,4,4.0,https://www.otodom.pl/oferta/3pokojowe-mieszkaniez-balkonem-7400m2-ID469CG.html#ac18fbd7cc
513808.0,68.0,60580638,pierwotny,Krzyki,7556.0,4,3,2.0,https://www.otodom.pl/oferta/4pokoje-balkon-tylko-6800m2-ID46bN4.html#ac18fbd7cc
549000.0,6655.0,60585699,wtorny,Fabryczna,82.5,4,4,4.0,https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-82-5-m2-nowy-dwor-ID46d6H.html#ac18fbd7cc
578340.0,11139.0,60571856,pierwotny,Krzyki,51.92,3,2,2.0,https://www.otodom.pl/oferta/3-pokoje-poludniowy-balkon-prestizowa-dzielnica-ID469wq.html#ac18fbd7cc
531659.0,6875.0,60580903,pierwotny,Fabryczna,77.33,3,4,3.0,https://www.otodom.pl/oferta/3-pokoje-balkon-6875m2-muchobor-ID46bRl.html#ac18fbd7cc
315000.0,6563.0,60585837,wtorny,Śródmieście,48.0,2,5,2.0,https://www.otodom.pl/oferta/2-pokoje-na-2-pietrze-z-potencjalem-48m2-nadodrze-ID46d8W.html#ac18fbd7cc
430000.0,8958.0,60502166,wtorny,Fabryczna,48.0,2,2,1.0,https://www.otodom.pl/oferta/nowoczesne-2-pokojowe-w-budynku-z-2017-r-48m2-ID45Rno.html#ac18fbd7cc
1565300.0,11187.0,60580671,pierwotny,Śródmieście,139.92,5,6,5.0,https://www.otodom.pl/oferta/mieszkanie-z-tarasem-z-widokiem-na-uniwersytet-ID46bNB.html#ac18fbd7cc
429216.0,6800.0,60585778,pierwotny,Psie Pole,63.12,3,3,2.0,https://www.otodom.pl/oferta/duze-dla-rodziny-z-osobna-kuchnia-6800zl-m2-ID46d7Y.html#ac18fbd7cc
387000.0,6789.0,60585746,wtorny,Krzyki,57.0,2,2,1.0,https://www.otodom.pl/oferta/slezna-dwa-pokoje-z-opcja-trzech-ID46d7s.html#ac18fbd7cc
410136.0,6900.0,60581090,pierwotny,Krzyki,59.44,3,3,,https://www.otodom.pl/oferta/3-pokoje-87m2-ogrodu-tylko-6900m2-ID46bUm.html#ac18fbd7cc
510000.0,8947.0,60585690,wtorny,Stare Miasto,57.0,3,4,4.0,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-szczepin-bez-posrednikow-ID46d6y.html#ac18fbd7cc
435000.0,6982.0,60585688,wtorny,Stare Miasto,62.3,3,15,5.0,https://www.otodom.pl/oferta/3-pokoje-kilka-minut-od-rynku-idealne-pod-wynajem-ID46d6v.html#ac18fbd7cc
395363.0,7525.0,60585603,pierwotny,Krzyki,52.54,3,4,4.0,https://www.otodom.pl/oferta/3-pokoje-aneks-krzyki-15-min-do-centrum-gotowe-k-ID46d59.html#ac18fbd7cc
433964.0,8900.0,60585587,pierwotny,Krzyki,48.76,2,3,2.0,https://www.otodom.pl/oferta/2-pokoje-aneks-200m-tramwaj-15-min-do-centrum-k-ID46d4T.html#ac18fbd7cc
519000.0,8052.0,60585593,pierwotny,Krzyki,64.46,3,4,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-osiedlu-di-trevi-ID46d4Z.html#ac18fbd7cc
470000.0,7966.0,60585658,wtorny,Stare Miasto,59.0,3,4,,https://www.otodom.pl/oferta/ul-kruszwicka-3-pokoje-z-balkonem-i-garazem-ID46d62.html#ac18fbd7cc
253368.0,7200.0,59251964,pierwotny,Fabryczna,35.19,2,2,,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-ogrodem-zielone-miasto-ID40C8Q.html#ac18fbd7cc
379000.0,8479.0,60585554,wtorny,Fabryczna,44.7,2,3,,https://www.otodom.pl/oferta/sprzedam-mieszkanie-ogloszenie-prywatne-ID46d4m.html#ac18fbd7cc
416000.0,7172.0,60585639,wtorny,Fabryczna,58.0,2,4,2.0,https://www.otodom.pl/oferta/2-pok-58m2-niedaleko-od-sky-tower-inwestycja-ID46d5J.html#ac18fbd7cc
387000.0,6789.0,60585640,wtorny,Krzyki,57.0,2,3,1.0,https://www.otodom.pl/oferta/rozkladowe-2-pokoje-57m2-slezna-ID46d5K.html#ac18fbd7cc
678684.5,9650.0,60461162,wtorny,Stare Miasto,70.33,2,7,4.0,https://www.otodom.pl/oferta/sprzedam-2-pok-mieszkanie-w-centrum-1-km-od-rynku-ID45GI2.html#ac18fbd7cc
345000.0,8195.0,60560654,wtorny,Fabryczna,42.1,2,3,,https://www.otodom.pl/oferta/komfortowe-2-pok-wykonczone-ogrod-2019r-ID466AK.html#ac18fbd7cc
399016.0,8094.0,60585450,pierwotny,dolnośląskie,49.3,2,3,1.0,https://www.otodom.pl/oferta/bulwar-na-odra-2pok-aneks-blisko-politechnika-k-ID46d2G.html#dc1fb78b20
462992.0,6165.0,60585579,pierwotny,Fabryczna,75.1,4,3,1.0,https://www.otodom.pl/oferta/4pok-aneks-tereny-rekreacyjne-idealne-dla-rodzink-ID46d4L.html#ac18fbd7cc
412068.0,6900.0,60459709,pierwotny,Fabryczna,59.72,3,2,1.0,https://www.otodom.pl/oferta/3-pokoje-z-loggia-i-balkonem-zielone-miasto-ID45GkB.html#dc1fb78b20
178500.0,7747.0,60585569,pierwotny,Fabryczna,23.04,2,4,1.0,https://www.otodom.pl/oferta/mieszkanie-23-04-m-wroclaw-ID46d4B.html#ac18fbd7cc
488000.0,6971.0,60464763,wtorny,Śródmieście,70.0,3,3,3.0,https://www.otodom.pl/oferta/plac-grunwaldzki-nowa-cena-3pok-od-zaraz-3d-ID45HE7.html#ac18fbd7cc
294890.0,7400.0,60585497,pierwotny,Psie Pole,39.85,2,3,3.0,https://www.otodom.pl/oferta/w-dobrej-cenie-soltysowice-2-pokoje-z-balkonem-ID46d3r.html#ac18fbd7cc
339000.0,8805.0,60563219,wtorny,dolnośląskie,38.5,2,10,3.0,https://www.otodom.pl/oferta/apartamenyt-tramwaj-grabiszyn-2-pokoje-rozklad-ID467g7.html#ac18fbd7cc
445000.0,6682.0,60585374,wtorny,Fabryczna,66.6,3,3,,https://www.otodom.pl/oferta/wygodne-mieszkanie-wroclaw-maslice-ID46d1s.html#dc1fb78b20
335787.0,6850.0,59832388,pierwotny,Fabryczna,49.02,2,,,https://www.otodom.pl/oferta/2-pokoje-oddzielna-kuchnia-ogrodek-zielonemiasto-ID4338v.html#ac18fbd7cc
890036.0,13300.0,60585621,pierwotny,Stare Miasto,66.92,3,6,3.0,https://www.otodom.pl/oferta/3pokoje-aneks-w-sercu-wroclawia-300m-rynek-k-ID46d5r.html#ac18fbd7cc
535670.0,6850.0,60162096,pierwotny,Fabryczna,78.2,4,2,1.0,https://www.otodom.pl/oferta/przestronne-mieszkanie-4-pokojowe-zielone-miasto-ID44qUo.html#ac18fbd7cc
407918.0,7659.0,60585531,pierwotny,dolnośląskie,53.26,3,4,2.0,https://www.otodom.pl/oferta/promocja-40k-prawie-gotowe-m3-blisko-centrum-ID46d3Z.html#ac18fbd7cc
289858.0,7400.0,60585496,pierwotny,Psie Pole,39.17,2,3,3.0,https://www.otodom.pl/oferta/na-start-2-pokoje-w-dobrej-cenie-3-pietro-z-winda-ID46d3q.html#ac18fbd7cc
