Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,Rynek,Strefa,URL
760200.0,10585.0,60432237,5,3,4.0,71.82,pierwotny,Wrocław,https://www.otodom.pl/oferta/apartament-w-centrum-wroclawia-ID45zbw.html#1fe0b0da51
480000.0,5714.0,60431921,5,3,4.0,84.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/blisko-tramwaje-dla-rodziny-miejsce-postojowe-ID45z6p.html#facac55810
495000.0,7071.0,60040642,10,3,8.0,70.0,wtorny,Krzyki,https://www.otodom.pl/oferta/ladne-trzypokojowe-mieszkanie-wroclaw-krzyki-gaj-ID43Wjs.html#facac55810
394000.0,7725.0,60431918,4,3,4.0,51.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/3pok-w-zielonej-okolicy-pod-inwestycje-ID45z6m.html#facac55810
398000.0,9476.0,60431914,4,2,2.0,42.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/2012r-zielona-okolica-dobrze-skomunikowane-ID45z6i.html#facac55810
579000.0,6261.0,59919892,5,3,3.0,92.47,wtorny,Fabryczna,https://www.otodom.pl/oferta/duze-mieszkanie-rozkladowe-ciche-centrum-ID43pTS.html#facac55810
1088255.0,10850.0,60429673,5,5,2.0,100.3,pierwotny,Psie Pole,https://www.otodom.pl/oferta/z-pieknym-widokiem-na-odre-rabat-az-65-295-pln-ID45yv9.html#facac55810
503965.0,7700.0,60431281,4,3,1.0,65.45,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-dwie-loggie-nowe-zerniki-aow-ID45yV5.html#facac55810
331000.0,6896.0,60431917,4,2,2.0,48.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/2pok-idealne-pod-wynajem-dla-studenta-po-remoncie-ID45z6l.html#facac55810
1184155.0,11500.0,60429409,2,4,2.0,102.97,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/zamieszkaj-na-zielonej-wyspie-apartament-taras-ID45yrT.html#facac55810
419000.0,8991.0,60431594,9,3,5.0,46.6,wtorny,Śródmieście,https://www.otodom.pl/oferta/wyszynskiego-okolice-3-pokoje-z-osobna-kuchnia-ID45z18.html#facac55810
365000.0,7300.0,60431666,4,2,,50.0,wtorny,Krzyki,https://www.otodom.pl/oferta/2-pok-rozkladowe-tramwaj-dla-inwestora-ID45z2i.html#facac55810
1553361.0,10575.0,60429058,8,4,7.0,146.89,pierwotny,Śródmieście,https://www.otodom.pl/oferta/centrum-luksusowy-apartament-na-vii-pietrze-ID45yme.html#facac55810
749000.0,8445.0,60430861,4,6,4.0,88.69,wtorny,Śródmieście,https://www.otodom.pl/oferta/pakiet-2-mieszkan-centrum-dobra-inwestycja-ID45yPj.html#facac55810
275631.0,7900.0,60431568,4,2,4.0,34.89,pierwotny,Psie Pole,https://www.otodom.pl/oferta/zmigrodzka-dwa-pokoje-w-nowym-budownictwie-aow-ID45z0I.html#facac55810
420000.0,8400.0,60431669,4,2,3.0,50.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/apartament-w-stylu-loft-jagodno-ID45z2l.html#facac55810
335290.0,6790.0,60396521,4,2,1.0,49.38,pierwotny,Fabryczna,https://www.otodom.pl/oferta/gotowe-mieszkanie-zachodnia-wystawa-okien-ID45pTr.html#facac55810
1147000.0,8394.0,60431585,3,4,3.0,136.65,pierwotny,Śródmieście,https://www.otodom.pl/oferta/gotowy-apartament-w-centrum-0-prowizji-ID45z0Z.html#facac55810
499000.0,6869.0,60431196,2,3,1.0,72.65,wtorny,Psie Pole,https://www.otodom.pl/oferta/wysoki-standard-ID45yUI.html#facac55810
285000.0,7917.0,60431668,11,2,,36.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/media-miejskiedobry-dojazdbalkonkozanow-ID45z2k.html#facac55810
510279.0,7700.0,60431267,4,3,1.0,66.27,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-duza-loggia-nowe-zerniki-aow-ID45yWR.html#facac55810
424000.0,8977.0,60431676,4,3,1.0,47.23,wtorny,Stare Miasto,https://www.otodom.pl/oferta/wolne-od-zaraz-3pok-w-rozkl-blisko-centrum-ID45z2s.html#facac55810
615000.0,7537.0,60431198,12,4,8.0,81.6,wtorny,Krzyki,https://www.otodom.pl/oferta/przy-sky-tower-swietny-rozklad-ID45yUK.html#facac55810
445000.0,8379.0,60431002,4,2,1.0,53.11,wtorny,Krzyki,https://www.otodom.pl/oferta/przestronne-2-pokoje-z-ogrodem-o-pow-30-mkw-ID45yRA.html#facac55810
370000.0,6491.0,60430886,4,2,1.0,57.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-budynku-z-cegly-1-pietro-ID45yPI.html#facac55810
324000.0,7394.0,60392103,2,2,1.0,43.82,pierwotny,Psie Pole,https://www.otodom.pl/oferta/nowoczesny-budynek-ID45oKb.html#facac55810
1287500.0,12725.0,60429347,5,4,5.0,101.18,pierwotny,Śródmieście,https://www.otodom.pl/oferta/apartament-z-dwoma-tarasami-w-centrum-wroclawia-ID45yqT.html#facac55810
307705.0,7900.0,60431562,4,2,4.0,38.95,pierwotny,Psie Pole,https://www.otodom.pl/oferta/zmigrodzka-dwa-pokoje-w-nowym-budownictwie-aow-ID45z0C.html#facac55810
306900.0,6587.0,60380576,4,3,4.0,46.59,pierwotny,Krzyki,https://www.otodom.pl/oferta/ograniczony-czas-promocji-gotowe-ID45lKg.html#facac55810
341145.0,9917.0,60415659,6,1,,34.4,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-z-widokiem-na-zielen-ID45uS7.html#facac55810
420000.0,6249.0,60431646,1,3,,67.21,pierwotny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-z-ogrodkiem-ID45z1Y.html#facac55810
347774.0,7337.0,60397594,5,2,,47.4,pierwotny,Psie Pole,https://www.otodom.pl/oferta/promocja-2-pokoje-przy-parku-15min-do-centrum-ID45qaK.html#facac55810
549000.0,7123.0,60431197,2,3,2.0,77.07,wtorny,Krzyki,https://www.otodom.pl/oferta/nowe-budownictwo-swietna-lokalizacja-ID45yUJ.html#facac55810
327320.0,8350.0,60405611,3,2,3.0,39.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-ID45sg3.html#facac55810
313830.0,7925.0,60385866,3,2,2.0,39.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-balkon-przy-parku-15-min-do-centrum-ID45n7A.html#facac55810
489042.0,10100.0,59912954,6,2,3.0,48.42,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartamenty-halo-apartament-b-3-m4-ID43o5Y.html#facac55810
508232.0,10100.0,59914005,6,2,4.0,50.32,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-4-m4-ID43omW.html#facac55810
333321.0,6790.0,60373080,4,2,1.0,49.09,pierwotny,Fabryczna,https://www.otodom.pl/oferta/super-cena-mieszkanie-2-pokoje-z-osobna-kuchna-ID45jNm.html#facac55810
359415.0,10500.0,59913840,6,1,2.0,34.23,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartamenty-halo-apartament-b-2-m13-ID43okg.html#facac55810
431107.0,6890.0,60426081,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/wplac-100-i-odbierz-kluczegotowe3-pok-4-pietro-ID45xAd.html#facac55810
467179.0,7028.0,60426217,3,3,,66.47,pierwotny,Krzyki,https://www.otodom.pl/oferta/3-pokpelny-rozkladogrodekgotowezapytaj-o-rabat-ID45xCp.html#facac55810
160704.62,8763.0,59923469,,1,3.0,18.34,pierwotny,Psie Pole,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-12-ID43qPz.html#facac55810
329818.0,7400.0,60391456,2,2,2.0,44.57,pierwotny,Psie Pole,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-w-zielonej-okolicy-ID45ozK.html#facac55810
457824.0,9600.0,60430565,6,3,1.0,47.69,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-47-69-m-wroclaw-ID45yKx.html#2e64a10c7b
461300.0,10000.0,59913780,6,2,2.0,46.13,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartamenty-halo-apartament-b-2-m9-ID43oji.html#facac55810
296465.0,6530.0,60429479,4,2,2.0,45.4,pierwotny,dolnośląskie,https://www.otodom.pl/oferta/niedrogie-2-pok-balkon6530-za-mkwprzy-factory-ID45yt1.html#facac55810
882000.0,10506.0,60429829,6,4,6.0,83.95,pierwotny,Śródmieście,https://www.otodom.pl/oferta/4-pok-z-tarasem-na-6-pietrzecentrumgotowe-hit-ID45yyF.html#facac55810
496786.0,6950.0,60429407,4,4,1.0,71.48,pierwotny,Fabryczna,https://www.otodom.pl/oferta/4-pok-gotowe-12-2020przy-factory-6-950-za-mkw-ID45yrR.html#facac55810
487800.0,10000.0,59914059,6,2,3.0,48.78,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-3-m1-ID43onN.html#facac55810
313500.0,8809.0,60367162,2,2,1.0,35.59,pierwotny,Psie Pole,https://www.otodom.pl/oferta/2-pokoje-balkon-10min-do-centrum-przy-parku-ID45ifU.html#facac55810
2184109.0,13225.0,60429730,9,4,9.0,165.15,pierwotny,Śródmieście,https://www.otodom.pl/oferta/4-pokekskluzywna-inwestycjacentrumgotowetaras-ID45yx4.html#facac55810
762687.0,8300.0,60430011,6,3,,91.89,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pok-tarasgotowe-w-polowie-2020promocyjna-cena-ID45yBB.html#facac55810
301073.0,8450.0,60430567,4,2,1.0,35.63,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-35-63-m-wroclaw-ID45yKz.html#2e64a10c7b
255168.0,9629.0,60430563,4,1,3.0,26.5,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-26-50-m-wroclaw-ID45yKw.html#2e64a10c7b
469260.0,7257.0,60430673,4,3,3.0,64.66,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-z-balonem-na-ksiezach-malych-ID45yMh.html#2e64a10c7b
379000.0,7143.0,60430623,4,3,4.0,53.06,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-z-balkonem-tereny-zielone-pelny-rozkl-ID45yLt.html#2e64a10c7b
560791.0,7700.0,60429168,7,3,1.0,72.83,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokojebalkon-17-mkwsloneczne-zachodniegotowe-ID45yo0.html#facac55810
352630.0,6690.0,60429678,2,3,4.0,52.71,pierwotny,Fabryczna,https://www.otodom.pl/oferta/gotowe-wrzesien-20203-pokmpkparkcisza-ID45yve.html#2e64a10c7b
503965.0,7700.0,60429024,4,3,1.0,65.45,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pok-z-duzym-balkonemgotowa-inwestycjafabryczna-ID45ylG.html#facac55810
544833.0,7825.0,60426127,4,4,4.0,69.63,pierwotny,Krzyki,https://www.otodom.pl/oferta/4pok-z-duzym-tarasem-ostatnie-takiekrzyki-jagodno-ID45xAX.html#facac55810
467249.0,9700.0,60430568,6,3,3.0,48.17,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-48-17-m-wroclaw-ID45yKA.html#2e64a10c7b
374752.0,9800.0,60430564,6,2,4.0,38.24,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-38-24-m-wroclaw-ID45yKv.html#2e64a10c7b
364490.0,7000.0,60426292,3,3,2.0,52.07,pierwotny,Krzyki,https://www.otodom.pl/oferta/niedrogie-3-pokspokojne-ciche-miejscegotowe-ID45xDC.html#facac55810
285000.0,9828.0,60430445,6,1,3.0,29.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-w-stanie-deweloperskim-olbin-ID45yIB.html#2e64a10c7b
420000.0,8400.0,60430444,4,2,3.0,50.0,wtorny,Krzyki,https://www.otodom.pl/oferta/2-pok-w-stylu-loft-jagodno-ID45yIA.html#2e64a10c7b
359000.0,7978.0,60430270,4,2,3.0,45.0,wtorny,Wrocław,https://www.otodom.pl/oferta/2-pokoje-balkon-zielen-parking-nowe-ID45yFM.html#2e64a10c7b
359000.0,7558.0,60430269,2,2,,47.5,wtorny,Wrocław,https://www.otodom.pl/oferta/2-pokoje-ogrodek-parking-pielne-nowe-ID45yFL.html#2e64a10c7b
509900.0,5536.0,60430381,,5,,92.1,wtorny,Fabryczna,https://www.otodom.pl/oferta/okazja-92-m2-5-pok-kuchnia-muchobor-wielki-ID45yHz.html#2e64a10c7b
692000.0,10972.0,60430109,5,3,1.0,63.07,pierwotny,Wrocław,https://www.otodom.pl/oferta/apartament-w-centrum-wroclawia-ID45yDb.html#2e64a10c7b
519000.0,5735.0,59745343,4,4,4.0,90.5,wtorny,Krzyki,https://www.otodom.pl/oferta/mozliwy-podzial-okazja-inwestycyjna-ID42Guz.html#2e64a10c7b
311349.0,6700.0,60429770,2,3,2.0,46.47,pierwotny,Fabryczna,https://www.otodom.pl/oferta/kompaktowe-mieszkanie-trzypokojowe-ID45yxI.html#2e64a10c7b
368206.0,7100.0,60429771,2,3,1.0,51.86,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-z-poludniowa-wystawa-ID45yxJ.html#2e64a10c7b
725000.0,11492.0,60430108,5,3,4.0,63.09,pierwotny,Wrocław,https://www.otodom.pl/oferta/luksusowy-apartament-w-centrum-ID45yDa.html#2e64a10c7b
354939.0,5700.0,60429532,3,2,1.0,62.27,pierwotny,Psie Pole,https://www.otodom.pl/oferta/5700pln-m2-gotowe-w-listopadzie-2020-ID45ytS.html#2e64a10c7b
405348.0,6800.0,60429774,2,3,,59.61,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-z-ogrodkiem-ID45yxM.html#2e64a10c7b
399500.0,8153.0,60429618,3,3,1.0,49.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/piekne-3-pokoje-z-tarasem-49m2-3-pok-psie-pole-ID45ywg.html#2e64a10c7b
359000.0,8548.0,60429488,11,2,10.0,42.0,wtorny,Krzyki,https://www.otodom.pl/oferta/42m2-sky-tower-2pkoje-ID45yta.html#2e64a10c7b
335325.0,7500.0,60429805,3,3,1.0,44.71,pierwotny,Psie Pole,https://www.otodom.pl/oferta/pogodny-kazdy-dzien-ID45yyh.html#2e64a10c7b
241776.0,7200.0,60429764,4,3,,53.74,pierwotny,Krzyki,https://www.otodom.pl/oferta/2-pokoje-balkon-tanio-gotowe-ID45ys8.html#2e64a10c7b
374514.0,6969.0,60429424,2,2,2.0,33.58,pierwotny,Fabryczna,https://www.otodom.pl/oferta/dwupoziomowa-kawalerka-na-maslicach-ID45yxC.html#2e64a10c7b
1223000.0,12037.0,60430106,5,3,5.0,101.6,pierwotny,Wrocław,https://www.otodom.pl/oferta/widok-na-odre-wysoki-standard-polecam-ID45yD8.html#2e64a10c7b
293964.0,6800.0,60429768,2,3,2.0,43.23,pierwotny,Fabryczna,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-z-duzym-balkonem-ID45yxG.html#2e64a10c7b
362413.88,10349.0,60429421,7,2,6.0,35.02,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-sloneczne-2-pok-krzyki-blisko-centrum-ID45ys5.html#2e64a10c7b
391715.0,7850.0,60429546,4,2,1.0,49.9,pierwotny,Psie Pole,https://www.otodom.pl/oferta/atrakcyjne-mieszkania-w-najlepszej-cenie-ID45yu6.html#2e64a10c7b
281162.0,7550.0,60429765,2,2,1.0,37.24,pierwotny,Fabryczna,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-z-duzym-balkonem-ID45yxD.html#2e64a10c7b
432467.1,10067.0,60429423,7,2,6.0,42.96,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-2-pok-pelen-rozklad-krzyki-blisko-centrum-ID45ys7.html#2e64a10c7b
299000.0,7188.0,60429533,10,2,3.0,41.6,wtorny,Fabryczna,https://www.otodom.pl/oferta/2-rozkladowe-pokoje-fabryczna-4km-od-centrum-ID45ytT.html#2e64a10c7b
749269.0,11125.0,60429992,8,3,5.0,67.35,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/ostatnie-mieszkania-na-kepie-mieszczenskiej-ID45yBi.html#2e64a10c7b
394876.0,6800.0,60429773,2,3,1.0,58.07,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-trzypokojowe-z-przestronnym-balkonem-ID45yxL.html#2e64a10c7b
408500.0,8528.0,60429617,11,3,10.0,47.9,wtorny,Krzyki,https://www.otodom.pl/oferta/3-pokoje-48m2-swietna-lokalizacja-tuz-przy-ue-ID45ywf.html#2e64a10c7b
288000.0,2504.0,58523232,1,5,1.0,115.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/okazja-tanio-mieszkanie-102m-wroclaw-ID3Xyz6.html#2e64a10c7b
389000.0,7564.0,60308368,2,3,1.0,51.43,wtorny,Krzyki,https://www.otodom.pl/oferta/po-remoncie-3-pok-blisko-a-o-w-i-a4-ID452XC.html#2e64a10c7b
1136000.0,8000.0,60424833,1,7,,142.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-inwestycyjne-lub-dla-rodziny-ID45xg5.html#2e64a10c7b
731572.0,8709.0,60429121,4,4,3.0,84.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/unikalne-z-duzym-balkonem-ID45ynf.html#2e64a10c7b
360798.0,9725.0,60401885,4,2,3.0,37.1,pierwotny,Psie Pole,https://www.otodom.pl/oferta/2-pokoje-w-prestizowej-lokalizacji-ID45rhX.html#2e64a10c7b
364096.0,8589.0,60429123,4,2,3.0,42.39,pierwotny,Fabryczna,https://www.otodom.pl/oferta/idealne-dla-pary-ID45ynh.html#2e64a10c7b
282568.0,7600.0,60429119,2,2,,37.18,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-z-ogrodkiem-i-tarasem-tereny-zielone-ID45ynd.html#2e64a10c7b
513110.0,6500.0,60429112,2,4,2.0,78.94,pierwotny,Fabryczna,https://www.otodom.pl/oferta/przestronne-nowoczesne-3-pokojowe-z-antresola-ID45yn6.html#2e64a10c7b
374514.0,6969.0,60407008,4,3,,53.74,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-3-pokojowe-na-krzykach-z-tarasem-ID45sCA.html#2e64a10c7b
422802.0,6550.0,60429113,3,4,2.0,64.55,pierwotny,Fabryczna,https://www.otodom.pl/oferta/antresola-balkon-tereny-zielone-ID45yn7.html#2e64a10c7b
704000.0,8326.0,60427404,2,4,,84.55,pierwotny,Psie Pole,https://www.otodom.pl/oferta/rozkladowe-z-ogrodkiem-blisko-odra-ID45xWy.html#2e64a10c7b
426272.0,7700.0,60429116,2,3,,55.36,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-taras-30m-ogrodek-120m-ID45yna.html#2e64a10c7b
448987.0,11900.0,60402957,2,2,,37.73,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-na-biskupinie-ID45rzf.html#2e64a10c7b
383066.0,6624.0,60428816,3,3,3.0,57.83,pierwotny,Fabryczna,https://www.otodom.pl/oferta/promocja-promocja-promocja-mieszkanie-wsrod-zie-ID45yik.html#2e64a10c7b
419000.0,11511.0,60429140,6,2,5.0,36.4,wtorny,Śródmieście,https://www.otodom.pl/oferta/przy-rzece-10minut-do-centrum-2-pokoje-ID45yny.html#2e64a10c7b
457040.0,11600.0,60402958,2,1,1.0,39.4,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-na-biskupinie-ID45rzg.html#2e64a10c7b
365000.0,9335.0,60428558,10,2,,39.1,wtorny,Stare Miasto,https://www.otodom.pl/oferta/lux-szczepin-stare-miasto-2-pok-39-m2-ID45yea.html#2e64a10c7b
459000.0,8182.0,60428559,4,3,3.0,56.1,wtorny,Fabryczna,https://www.otodom.pl/oferta/zlotniki-fabryczna-2017-rok-3pok-2-park-56-m2-ID45yeb.html#2e64a10c7b
423300.0,8040.0,60429015,2,3,,52.65,pierwotny,Psie Pole,https://www.otodom.pl/oferta/3-pok-z-ogrodem-222m2-w-cichej-dzielnicy-wroclawi-ID45ylx.html#2e64a10c7b
388028.0,9975.0,60406808,5,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/nowe-2-pokoje-z-tarasem-ID45szm.html#2e64a10c7b
493300.0,8090.0,60426309,2,3,,60.98,pierwotny,Psie Pole,https://www.otodom.pl/oferta/ogrodek-kameralna-zabudowa-blisko-rzeka-ID45xDT.html#2e64a10c7b
470329.0,7275.0,60426555,4,3,1.0,64.65,pierwotny,Krzyki,https://www.otodom.pl/oferta/super-3-pokoje-w-promocyjnej-cenie-ID45xHR.html#2e64a10c7b
441643.0,8300.0,60429162,3,2,3.0,53.21,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-z-balkonem-0-dla-biura-ID45ynU.html#2e64a10c7b
524665.0,8439.0,60429122,4,3,4.0,62.17,pierwotny,Fabryczna,https://www.otodom.pl/oferta/przestronne-nowoczesne-3-pokojowe-ID45yng.html#2e64a10c7b
610116.0,7636.0,60406809,5,5,,79.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/5-pokojowe-mieszkanie-z-dwoma-tarasami-ID45szn.html#2e64a10c7b
1321000.0,11646.0,60428671,5,4,5.0,113.43,pierwotny,Wrocław,https://www.otodom.pl/oferta/centrum-wroclawia-najwyzsza-jakosc-tarasy-ID45yfZ.html#2e64a10c7b
385600.0,9435.0,60426133,2,2,,40.87,pierwotny,Psie Pole,https://www.otodom.pl/oferta/ogrodek-kameralna-zabudowa-blisko-rzeka-ID45xB3.html#2e64a10c7b
311349.0,6700.0,60429117,2,3,2.0,46.47,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-z-antresola-i-balkonem-7-5m-ID45ynb.html#2e64a10c7b
404688.0,6637.0,60407068,4,3,,60.97,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-3-pokojowe-na-krzykach-duzy-balkon-ID45sDy.html#2e64a10c7b
423714.0,8977.0,60429016,4,2,,47.2,pierwotny,Krzyki,https://www.otodom.pl/oferta/promocja-mieszkanie-z-ogrodkiem-przy-parku-ID45yly.html#2e64a10c7b
630000.0,8289.0,60428527,2,4,2.0,76.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/mieszkanie-76-m-wroclaw-ID45ydF.html#2e64a10c7b
540000.0,8108.0,60428489,3,3,1.0,66.6,wtorny,Fabryczna,https://www.otodom.pl/oferta/muchobor-wlk-3-pok-parking-podz-komorka-66-5m2-ID45yd3.html#2e64a10c7b
624228.0,7797.0,60399491,4,5,,80.06,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowy-apartament-4-lub-5-pok-widok-na-rzeke-sepol-ID45qFl.html#c480653b78
524900.0,7190.0,60428486,2,3,1.0,73.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/lipa-piotrowska-3pok-2miejsca-park-komorka-73m2-ID45yd0.html#2e64a10c7b
423990.0,6300.0,60428386,3,3,,67.3,pierwotny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-67-30-m-wroclaw-ID45ybo.html#c480653b78
244992.0,9600.0,60428381,4,1,1.0,25.52,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-25-52-m-wroclaw-ID45ybj.html#c480653b78
475000.0,9500.0,60428204,3,2,,50.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/mieszkanie-50-m-wroclaw-ID45y8s.html#c480653b78
433283.0,9338.0,60399606,4,2,1.0,46.4,pierwotny,Psie Pole,https://www.otodom.pl/oferta/gotowe-2-pok-taras-sepolno-swojczyce-widok-na-rzek-ID45qHc.html#c480653b78
609000.0,6342.0,60425638,1,4,,96.03,pierwotny,Fabryczna,https://www.otodom.pl/oferta/bezposrednio-4-pokoje-fabrycznaduzy-ogrod-ID45xt4.html#c480653b78
364000.0,7000.0,60428382,2,2,,52.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-52-m-wroclaw-ID45ybk.html#c480653b78
406490.0,7000.0,60428385,2,1,2.0,58.07,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-58-07-m-wroclaw-ID45ybn.html#c480653b78
415786.0,8550.0,60427535,3,3,3.0,48.63,pierwotny,Krzyki,https://www.otodom.pl/oferta/3-pokoje-balkon-promocja-ID45xXF.html#c480653b78
957000.0,11000.0,60428384,3,4,2.0,87.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/mieszkanie-87-m-wroclaw-ID45ybm.html#c480653b78
520000.0,13577.0,60428205,6,2,3.0,38.3,wtorny,dolnośląskie,https://www.otodom.pl/oferta/mieszkanie-38-30-m-wroclaw-ID45y8t.html#c480653b78
599991.0,8759.0,60428317,2,3,1.0,68.5,wtorny,dolnośląskie,https://www.otodom.pl/oferta/oporow-3-pokoje-ogrodek-70m2-ID45yah.html#c480653b78
310100.0,9007.0,60428377,2,2,1.0,34.43,pierwotny,Psie Pole,https://www.otodom.pl/oferta/mieszkanie-34-43-m-wroclaw-ID45ybf.html#c480653b78
489000.0,6113.0,60427017,4,4,,80.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/idealne-do-najmu-jako-inwestycja-ID45xPj.html#c480653b78
749000.0,16737.0,60397809,6,1,2.0,44.75,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-w-samym-centrum-ID45qed.html#c480653b78
240576.0,9600.0,60428379,4,1,,25.06,pierwotny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-25-06-m-wroclaw-ID45ybh.html#c480653b78
399000.0,11400.0,60428049,3,2,1.0,35.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-35-m-wroclaw-ID45y5X.html#c480653b78
910000.0,9910.0,60397907,2,4,1.0,91.83,pierwotny,Fabryczna,https://www.otodom.pl/oferta/apartament-w-kameralnej-lokalizacji-ID45qfN.html#c480653b78
459000.0,11195.0,60427342,6,2,2.0,41.0,wtorny,Krzyki,https://www.otodom.pl/oferta/piekne-2-pokoje-apartament-stare-miasto-ID45xUy.html#c480653b78
302405.0,7750.0,60427536,3,2,,39.02,pierwotny,Krzyki,https://www.otodom.pl/oferta/dwa-pokoje-taras-promocyjna-cena-ID45xXG.html#c480653b78
379000.0,8030.0,60426977,4,3,3.0,47.2,wtorny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-47-m-pelen-rozklad-szczepin-ID45xOF.html#c480653b78
888000.0,8621.0,60427382,4,4,3.0,103.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-lokal-centrum-ID45xWc.html#c480653b78
449000.0,9656.0,60396561,4,2,4.0,46.5,wtorny,Krzyki,https://www.otodom.pl/oferta/lux-2-pok-z-balkonem-krzyki-parki-w-poblizu-ID45pU5.html#c480653b78
900000.0,9799.0,60397906,2,4,1.0,91.85,pierwotny,Fabryczna,https://www.otodom.pl/oferta/elegancki-apartament-7-km-od-centrum-ID45qfM.html#c480653b78
341600.0,7000.0,60428383,2,3,2.0,48.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-48-80-m-wroclaw-ID45ybl.html#c480653b78
475000.0,8636.0,60426807,3,3,,55.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/gaj-3-pokoje-55-m-balkon-ID45xLW.html#c480653b78
530000.0,5824.0,60426527,1,4,1.0,91.0,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-91-m-wroclaw-ID45xHp.html#c480653b78
