Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,Rynek,Strefa,URL
345415.0,7219.0,60469824,2,3,1.0,47.85,pierwotny,Fabryczna,https://www.otodom.pl/oferta/super-cena-mieszkanie-na-wspolny-poczatek-ID45IXK.html#51e9ea00ae
445000.0,7063.0,60469706,4,3,3.0,63.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/biskupin-3-pokoje-63-m-wroclaw-blok-media-od-zaraz-ID45IWQ.html#51e9ea00ae
522962.0,6930.0,60469699,1,3,1.0,75.46,pierwotny,Psie Pole,https://www.otodom.pl/oferta/taras-na-dachu-blisko-aow-ID45IWJ.html#51e9ea00ae
2184109.0,13225.0,60469712,9,4,9.0,165.15,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/wyjatkowy-apartament-w-sercu-wroclawia-z-widokiem-ID45IWV.html#51e9ea00ae
567285.0,8850.0,60469811,4,3,,64.1,pierwotny,Krzyki,https://www.otodom.pl/oferta/przestronne-3-pokoje-w-prestizowej-lokalizacji-ID45IXx.html#51e9ea00ae
413100.0,7650.0,60459952,5,3,,54.0,pierwotny,Psie Pole,https://www.otodom.pl/oferta/inwestycja-wybudowana-3-pokoje-z-tarasem-ID45Gov.html#51e9ea00ae
648648.0,9450.0,60469828,6,3,5.0,68.64,pierwotny,Śródmieście,https://www.otodom.pl/oferta/srodmiescie-mieszkanie-3-pokoje-68m2-ID45IXO.html#51e9ea00ae
286900.0,5819.0,60469630,,2,,49.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-3-2-ID45IUC.html#51e9ea00ae
398161.0,9170.0,60469831,6,1,1.0,43.42,pierwotny,Śródmieście,https://www.otodom.pl/oferta/srodmiescie-kawalerka-blisko-uczelni-36m2-ID45IXR.html#51e9ea00ae
391875.0,10450.0,60469822,4,2,3.0,37.5,pierwotny,Krzyki,https://www.otodom.pl/oferta/nowosc-2-pokoje-przy-parku-grabiszynskim-ID45IXI.html#51e9ea00ae
431107.0,6890.0,60469838,4,3,4.0,62.57,pierwotny,Fabryczna,https://www.otodom.pl/oferta/3-pokoje-z-balkonem-gotowe-ID45IXY.html#51e9ea00ae
429900.0,4549.0,60469631,,2,,94.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-3-3-ID45IUD.html#51e9ea00ae
1044120.0,10500.0,60470187,10,4,7.0,99.44,pierwotny,Krzyki,https://www.otodom.pl/oferta/juz-w-czerwcu-cena-developera-100-m2-z-tarasem-ID45J3B.html#51e9ea00ae
364000.0,7583.0,60470045,4,2,2.0,48.0,wtorny,Krzyki,https://www.otodom.pl/oferta/nowe-48m2-na-granicy-oporowa-z-klecina-balkon-ID45J1j.html#51e9ea00ae
453105.0,9797.0,60469817,7,2,4.0,46.25,pierwotny,Krzyki,https://www.otodom.pl/oferta/nowe-2-rozkladowe-pokoje-blisko-dworca-glownego-ID45IXD.html#51e9ea00ae
491616.0,7205.0,60469813,4,3,2.0,68.23,pierwotny,Krzyki,https://www.otodom.pl/oferta/rabaty-rodzinne-jagodno-podwyzszony-standard-ID45IXz.html#51e9ea00ae
420000.0,8077.0,60470018,4,2,2.0,52.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-osobna-kuchnia-blisko-centrum-grabiszyn-ID45J0S.html#51e9ea00ae
511927.0,9950.0,60470189,10,2,4.0,51.45,pierwotny,Krzyki,https://www.otodom.pl/oferta/juz-w-czerwcu-cena-developera-51-43-m2-z-tarasem-ID45J3D.html#51e9ea00ae
489000.0,7824.0,60469832,5,3,,62.5,wtorny,Fabryczna,https://www.otodom.pl/oferta/obnizona-cena-nowe-zerniki-62m2-3-pokoje-ID45IXS.html#51e9ea00ae
317900.0,6197.0,60469623,,3,,51.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-2-1-ID45IUw.html#51e9ea00ae
212900.0,7367.0,60469621,,1,,28.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-1-3-ID45IUt.html#51e9ea00ae
322900.0,6510.0,60469624,,2,,49.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-2-2-ID45IUv.html#51e9ea00ae
435900.0,4801.0,60469614,,2,,90.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-3-4-ID45IUm.html#51e9ea00ae
322900.0,6270.0,60469617,,3,,51.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-1-1-ID45IUp.html#51e9ea00ae
245900.0,6719.0,60469595,,2,,36.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-5-ID45IU3.html#51e9ea00ae
251900.0,6735.0,60469626,,2,,37.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-2-4-ID45IUy.html#51e9ea00ae
261900.0,6733.0,60469603,,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-7-ID45IUb.html#51e9ea00ae
301900.0,6679.0,60469628,,2,,45.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-3-1-ID45IUA.html#51e9ea00ae
198900.0,7207.0,60469625,,1,,27.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-2-3-ID45IUx.html#51e9ea00ae
318900.0,6302.0,60469622,,3,,50.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-1-4-ID45IUu.html#51e9ea00ae
333900.0,6718.0,60469618,,2,,49.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-1-2-ID45IUq.html#51e9ea00ae
413900.0,4177.0,60469615,,2,,99.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-3-5-ID45IUn.html#51e9ea00ae
366900.0,4853.0,60469611,,2,,75.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-3-2-ID45IUj.html#51e9ea00ae
472900.0,4200.0,60469610,,2,,112.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-3-1-ID45IUi.html#51e9ea00ae
261900.0,6733.0,60469589,,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-3-ID45ITX.html#51e9ea00ae
261900.0,6733.0,60469606,,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-8-ID45IUe.html#51e9ea00ae
259900.0,6733.0,60469607,,2,,38.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-9-ID45IUf.html#51e9ea00ae
276900.0,6279.0,60469583,,2,,44.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-11-ID45ITR.html#51e9ea00ae
385900.0,5360.0,60469586,,4,,72.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-1-ID45ITU.html#51e9ea00ae
582593.0,7230.0,60469579,10,4,,80.58,pierwotny,Krzyki,https://www.otodom.pl/oferta/4-pokoje-taras-z-ogrodkiem-krzyki-super-cena-ID45ITN.html#51e9ea00ae
395900.0,5307.0,60469608,,3,,74.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-10-ID45IUg.html#51e9ea00ae
444900.0,4349.0,60469612,,2,,102.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-3-3-ID45IUk.html#51e9ea00ae
982080.0,9920.0,60469582,10,4,7.0,99.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/apartament-na-7-pietrze-tarasy-55m2-super-cena-ID45ITQ.html#51e9ea00ae
261900.0,6733.0,60469590,,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-4-ID45ITY.html#51e9ea00ae
326900.0,6203.0,60469588,,3,,52.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-2-ID45ITV.html#51e9ea00ae
305900.0,6509.0,60469627,,3,,47.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-l-2-5-ID45IUz.html#51e9ea00ae
339900.0,6191.0,60469600,,3,,54.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-2-6-ID45IU8.html#51e9ea00ae
504043.0,8030.0,60469581,10,3,2.0,62.77,pierwotny,Krzyki,https://www.otodom.pl/oferta/rozkladowe-3-pokoje-2-tarasy-super-cena-ID45ITP.html#51e9ea00ae
531745.0,7790.0,60469580,10,3,2.0,68.26,pierwotny,Krzyki,https://www.otodom.pl/oferta/3-pokoje-osobna-kuchnia-balkon-super-cena-ID45ITO.html#51e9ea00ae
273900.0,7005.0,60469556,,2,,39.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-7-ID45ITq.html#51e9ea00ae
271900.0,6972.0,60469555,,2,,39.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-6-ID45ITp.html#51e9ea00ae
263900.0,6516.0,60469536,,2,,40.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-8-ID45IT6.html#315f9686b2
228900.0,6713.0,60469529,,2,,34.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-7-ID45ISZ.html#315f9686b2
271900.0,7026.0,60469559,,2,,38.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-9-ID45ITt.html#51e9ea00ae
273900.0,7023.0,60469558,,2,,39.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-8-ID45ITs.html#51e9ea00ae
280900.0,6201.0,60469544,,2,,45.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-6-ID45ITe.html#315f9686b2
363900.0,6231.0,60469545,,2,,58.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-7-ID45ITf.html#315f9686b2
425900.0,5694.0,60469561,,3,,74.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-10-ID45ITw.html#51e9ea00ae
225900.0,6723.0,60469511,,2,,33.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-4-ID45ISH.html#315f9686b2
457900.0,4574.0,60469538,,2,,100.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-1-ID45IT8.html#315f9686b2
226900.0,6733.0,60469515,,2,,33.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-5-ID45ISL.html#315f9686b2
239900.0,7077.0,60469492,,2,,33.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-5-ID45ISo.html#315f9686b2
272900.0,6997.0,60469550,,2,,39.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-3-ID45ITk.html#51e9ea00ae
272900.0,6997.0,60469552,,2,,39.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-4-ID45ITm.html#51e9ea00ae
249900.0,7286.0,60469498,,2,,34.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-8-ID45ISu.html#315f9686b2
399900.0,5688.0,60469522,,3,,70.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-6-ID45ISS.html#315f9686b2
262900.0,6656.0,60469542,,2,,39.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-4-ID45ITc.html#315f9686b2
285900.0,6439.0,60469543,,2,,44.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-5-ID45ITd.html#315f9686b2
260900.0,7109.0,60469553,,2,,36.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-5-ID45ITn.html#51e9ea00ae
236900.0,6968.0,60469494,,2,,34.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-6-ID45ISq.html#315f9686b2
331900.0,5959.0,60469548,,3,,55.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-1-ID45ITi.html#315f9686b2
300900.0,5843.0,60469541,,2,,51.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-3-ID45ITb.html#315f9686b2
258900.0,6393.0,60469502,,2,,40.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-9-ID45ISy.html#315f9686b2
240900.0,6407.0,60469506,,2,,37.6,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-2-ID45ISC.html#315f9686b2
223900.0,8025.0,60469496,,2,,27.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-7-ID45ISs.html#315f9686b2
299900.0,5846.0,60469540,,2,,51.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-3-2-ID45ITa.html#315f9686b2
325900.0,6184.0,60469549,,3,,52.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-k-1-2-ID45ITj.html#51e9ea00ae
237900.0,7038.0,60469489,,2,,33.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-4-ID45ISl.html#315f9686b2
265900.0,6198.0,60469470,,2,,42.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-3-1-ID45IS2.html#315f9686b2
260900.0,6920.0,60469483,,2,,37.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-2-ID45ISf.html#315f9686b2
261900.0,6715.0,60469462,,2,,39.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-4-ID45IRU.html#315f9686b2
433283.0,9338.0,60469464,3,2,3.0,46.4,pierwotny,Psie Pole,https://www.otodom.pl/oferta/przestronne-mieszkanie-cicha-okolica-gotowe-ID45IRV.html#315f9686b2
341900.0,6273.0,60469487,,3,,54.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-3-ID45ISj.html#315f9686b2
310900.0,5790.0,60469467,,3,,53.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-7-ID45IRZ.html#315f9686b2
437900.0,4644.0,60469473,,2,,94.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-3-3-ID45IS5.html#315f9686b2
408900.0,4559.0,60469476,,2,,89.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-3-4-ID45IS8.html#315f9686b2
368900.0,5615.0,60469460,,3,,65.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-3-ID45IRS.html#315f9686b2
260900.0,6724.0,60469466,,2,,38.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-6-ID45IRY.html#315f9686b2
337900.0,6785.0,60469453,,2,,49.8,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-3-ID45IRL.html#315f9686b2
456900.0,5394.0,60469458,,4,,84.7,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-1-ID45IRQ.html#315f9686b2
374900.0,4628.0,60469471,,2,,81.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-3-2-ID45IS3.html#315f9686b2
409332.0,8213.0,60445228,6,2,2.0,49.84,pierwotny,Fabryczna,https://www.otodom.pl/oferta/ul-spizowa-gotowe-za-pol-roku-tramwaj-balkon-ID45Cz2.html#315f9686b2
271900.0,6990.0,60469455,,2,,38.9,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-4-ID45IRN.html#315f9686b2
349000.0,8310.0,60329857,11,2,10.0,42.0,wtorny,Krzyki,https://www.otodom.pl/oferta/krzyki-przy-sky-tower-wyposazone-z-balkonem-ID458yd.html#315f9686b2
307900.0,6523.0,60469449,,3,,47.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-1-ID45IRH.html#315f9686b2
213900.0,7864.0,60469457,,1,,27.2,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-6-ID45IRP.html#315f9686b2
322500.0,4946.0,60345844,2,3,2.0,65.2,pierwotny,Wrocław,https://www.otodom.pl/oferta/radwanice-gotowe-do-odbioru-antresola-ID45cI4.html#315f9686b2
372900.0,5711.0,60469456,,3,,65.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-5-ID45IRO.html#315f9686b2
199900.0,7996.0,60469478,,1,,25.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-3-5-ID45ISa.html#315f9686b2
306900.0,5902.0,60469504,,3,,52.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-1-ID45ISA.html#315f9686b2
324900.0,6248.0,60469481,,3,,52.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-1-1-ID45ISd.html#315f9686b2
337000.0,6608.0,60444683,4,2,,51.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/wroclaw-krzyki-jagodno-ogrod-ID45Cqf.html#315f9686b2
262900.0,6724.0,60469463,,2,,39.1,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-5-ID45IRW.html#315f9686b2
310900.0,5715.0,60469509,,3,,54.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-j-2-3-ID45ISF.html#315f9686b2
333900.0,6241.0,60469451,,3,,53.5,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-1-2-ID45IRJ.html#315f9686b2
349000.0,8725.0,60111869,5,2,,40.0,wtorny,Wrocław,https://www.otodom.pl/oferta/krzyki-rozkladowe-dwustronne-6-min-do-ue-ID44dQh.html#315f9686b2
278000.0,6780.0,60469356,4,1,4.0,41.0,wtorny,Psie Pole,https://www.otodom.pl/oferta/duza-kawalerka-karlowice-ID45IQc.html#315f9686b2
400000.0,7828.0,60469332,2,2,1.0,51.1,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-z-komorka-2003r-ID45IPO.html#315f9686b2
392085.0,9785.0,60469320,8,2,6.0,40.07,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-blisko-centrum-bez-pcc-ID45IPC.html#315f9686b2
279997.0,7058.0,60452619,3,2,3.0,39.67,pierwotny,Fabryczna,https://www.otodom.pl/oferta/krzyki-oporow-idealne-na-start-balkon-ID45Euf.html#315f9686b2
262364.0,9991.0,60469323,8,1,5.0,26.26,pierwotny,Śródmieście,https://www.otodom.pl/oferta/studio-blisko-centrum-z-duzym-balkonem-bez-pcc-ID45IPF.html#315f9686b2
408713.0,7875.0,60469271,5,3,4.0,51.9,pierwotny,Psie Pole,https://www.otodom.pl/oferta/3-pok-mieszkanie-w-polanowicach-promocja-ID45IOP.html#315f9686b2
429000.0,8755.0,60324026,5,2,4.0,49.0,wtorny,dolnośląskie,https://www.otodom.pl/oferta/centrum-zielinskiego-rozkladowe-z-balkonem-ID4572a.html#315f9686b2
398161.0,9170.0,60469333,6,2,1.0,43.42,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-2021-bez-pcc-ID45IPP.html#315f9686b2
410112.0,7200.0,60468931,4,3,4.0,56.96,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-3-pok-na-osiedlu-z-silownia-i-kortem-teniso-ID45IJl.html#315f9686b2
429000.0,5645.0,60284383,2,3,2.0,76.0,wtorny,Krzyki,https://www.otodom.pl/oferta/krzyki-z-kominkiem-wsrod-zieleni-trojstronne-ID44VIL.html#315f9686b2
525888.0,9900.0,60468899,6,3,2.0,53.12,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-w-centrum-3-pokoje-inwestycja-ID45IIP.html#315f9686b2
772754.0,15700.0,60468935,5,2,5.0,49.22,pierwotny,Śródmieście,https://www.otodom.pl/oferta/2-pokoje-w-centrum-z-balkonem-oddanie-2020-ID45IJp.html#315f9686b2
307028.0,6590.0,60468932,3,3,3.0,46.59,wtorny,Krzyki,https://www.otodom.pl/oferta/mieszkanie-na-krzykach-w-promocyjnej-cenie-ID45IJm.html#315f9686b2
527957.0,9341.0,60469322,8,3,5.0,56.52,pierwotny,Śródmieście,https://www.otodom.pl/oferta/3-pokoje-srodmiescie-2021-ID45IPE.html#315f9686b2
374514.0,6969.0,60469122,4,3,,53.74,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-3-pok-w-super-cenie-osiedle-z-silownia-i-ko-ID45IMq.html#315f9686b2
415000.0,6640.0,60469293,11,3,9.0,62.5,wtorny,Fabryczna,https://www.otodom.pl/oferta/sprzedam-mieszkanie-ID45IPb.html#315f9686b2
395000.0,7964.0,60469058,11,2,6.0,49.6,wtorny,Fabryczna,https://www.otodom.pl/oferta/ladne-2-pokoje-z-balkonem-na-nowym-dworze-ID45ILo.html#315f9686b2
364490.0,6999.0,60469315,3,3,2.0,52.08,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowe-do-odbioru-3-pokoje-dojazd-do-centrum-20min-ID45IPx.html#315f9686b2
292320.0,11200.0,60468898,6,1,1.0,26.1,pierwotny,Stare Miasto,https://www.otodom.pl/oferta/apartament-inwestycyjny-stare-miasto-promocja-ID45IIO.html#8c18f63816
557000.0,7578.0,60468810,3,4,,73.5,wtorny,Fabryczna,https://www.otodom.pl/oferta/oporow-ID45IHo.html#8c18f63816
860758.0,11950.0,60468938,5,3,3.0,72.03,pierwotny,Śródmieście,https://www.otodom.pl/oferta/3-pokoje-nad-odra-oddanie-2020-ID45IJs.html#315f9686b2
649600.0,11010.0,60408719,7,2,7.0,59.0,pierwotny,Fabryczna,https://www.otodom.pl/oferta/0-apartament-na-dachu-taras-40m-na-maj-ID45t4b.html#8c18f63816
362489.0,10100.0,60469336,6,1,3.0,35.89,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-36-mkw-balkon-stan-deweloperski-ID45IPS.html#315f9686b2
427500.0,7350.0,60468936,2,3,2.0,58.16,wtorny,Psie Pole,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-funkcjonalnym-rozkladzie-ID45IJq.html#315f9686b2
554922.0,9350.0,60469335,6,3,2.0,59.35,pierwotny,Śródmieście,https://www.otodom.pl/oferta/3-pokoje-dobra-lokalizacja-balkon-ID45IPR.html#315f9686b2
325000.0,7927.0,60468802,7,2,,41.0,wtorny,Fabryczna,https://www.otodom.pl/oferta/atrakcyjne-2-pok-ul-gwarecka-wroclaw-kozanow-ID45IHg.html#8c18f63816
385000.0,5932.0,60468803,8,3,5.0,64.9,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-do-remontu-ID45IHh.html#8c18f63816
407268.0,11466.0,60468937,5,1,2.0,35.52,pierwotny,Śródmieście,https://www.otodom.pl/oferta/kawalerka-nad-rzeka-centrum-oddanie-2020-ID45IJr.html#315f9686b2
314900.0,5908.0,60469459,,3,,53.3,pierwotny,Fabryczna,https://www.otodom.pl/oferta/osada-kolorowa-i-2-2-ID45IRR.html#315f9686b2
420000.0,7850.0,60468700,3,3,2.0,53.5,pierwotny,Krzyki,https://www.otodom.pl/oferta/rabat-czy-garaz-gratis-zadzwon-i-zdecyduj-sam-ID45IFC.html#8c18f63816
359000.0,11825.0,60468752,8,2,,30.36,wtorny,Krzyki,https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-ogrodkiem-w-centrum-ID45IGs.html#8c18f63816
383000.0,11606.0,60327281,,1,6.0,33.0,wtorny,Wrocław,https://www.otodom.pl/oferta/gotowa-do-zamieszkania-kawalerka-600m-od-rynku-ID457SF.html#8c18f63816
340228.0,6890.0,60468341,4,3,4.0,49.38,pierwotny,Fabryczna,https://www.otodom.pl/oferta/2-pokoje-osobna-kuchnia-49m2-odbior-2020-ID45IzP.html#8c18f63816
410000.0,8200.0,60468694,3,3,,50.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/negocjuj-rabaty-dzwon-i-umowi-sie-na-spotkanie-ID45IFv.html#8c18f63816
410000.0,8367.0,60468697,3,3,3.0,49.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/obnizka-czy-miejsce-gratiszadzwon-i-zgarnij-rabat-ID45IFz.html#8c18f63816
599000.0,9359.0,60468293,3,2,,64.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/mieszkanie-o-wysokim-standardzie-w-samym-centrum-ID45Iz3.html#8c18f63816
552706.0,7700.0,60468566,7,3,2.0,71.78,wtorny,Fabryczna,https://www.otodom.pl/oferta/okazyjne-3-pokoje-ostatnie-mieszkania-zerniki-ID45IDs.html#8c18f63816
530654.0,7038.0,60468575,,4,2.0,75.4,pierwotny,Fabryczna,https://www.otodom.pl/oferta/przestronne-3-4-pokojowe-mieszkanie-2-balkony-ID45IDB.html#8c18f63816
350000.0,7709.0,60468540,8,2,8.0,45.4,wtorny,Stare Miasto,https://www.otodom.pl/oferta/2-pokoje-z-pieknym-widokiem-w-centrum-wroclawia-ID45ID2.html#8c18f63816
384286.0,6458.0,60468031,4,3,2.0,59.51,pierwotny,Krzyki,https://www.otodom.pl/oferta/silownia-gotowe-winda-balkon-z-dala-od-zgielku-ID45IuP.html#8c18f63816
391392.0,7248.0,60468030,4,3,3.0,54.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/dobry-standard-silownia-gotowe-winda-balkon-nowe-ID45IuO.html#8c18f63816
279000.0,7541.0,60468537,10,2,8.0,37.0,wtorny,Stare Miasto,https://www.otodom.pl/oferta/przy-pl-jana-pawla-ii-ID45ICZ.html#8c18f63816
309960.0,8984.0,60468033,4,2,3.0,34.5,pierwotny,Krzyki,https://www.otodom.pl/oferta/gotowekrzykibalkonsprawdzone-osiedle-ID45IuR.html#8c18f63816
335588.0,7125.0,60468029,4,2,1.0,47.1,pierwotny,Krzyki,https://www.otodom.pl/oferta/krzyki2-pok-balkonosobna-kuchniawinda-2020-ID45IuN.html#8c18f63816
429000.0,7383.0,60192534,4,3,2.0,58.11,wtorny,Fabryczna,https://www.otodom.pl/oferta/mieszkanie-przy-parku-rzece-dzialka-ogrodowa-ID44yPk.html#8c18f63816
410721.0,8382.0,60468734,3,3,1.0,49.0,pierwotny,Krzyki,https://www.otodom.pl/oferta/obnizka-czy-garaz-gratis-dzwon-i-zamow-spotkanie-ID45IGa.html#8c18f63816
1950000.0,19500.0,52545783,50,3,,100.0,wtorny,Krzyki,https://www.otodom.pl/oferta/okazja-apartament-3-pok-sky-tower-41-pieto-ID3ytyD.html#8c18f63816
385000.0,8750.0,60468532,3,2,,44.0,wtorny,Śródmieście,https://www.otodom.pl/oferta/ladny-rozklad-umeblowane-ID45ICU.html#8c18f63816
427996.0,6700.0,60468032,4,3,1.0,63.88,pierwotny,Krzyki,https://www.otodom.pl/oferta/krzykigotowe-z-aktembalkonwindaroletyladne-ID45IuQ.html#8c18f63816
394940.0,10075.0,60468028,4,2,1.0,39.2,pierwotny,Śródmieście,https://www.otodom.pl/oferta/mini-portbalkonwsrod-zielenina-startwinda-ID45IuM.html#8c18f63816
369990.0,5692.0,60467954,2,3,2.0,65.0,pierwotny,Psie Pole,https://www.otodom.pl/oferta/3-pokoje-65mkw-ogrodek-170mkw-ID45ItA.html#8c18f63816
