Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,URL
306081.0,6390.0,60458161,4,2,Brak danych,47.9,https://www.otodom.pl/oferta/2-pokoje-z-osobna-kuchnia-i-ogrodkiem-0-prowizji-ID45FWD.html#b4fadfde72
364500.0,6065.0,60458483,4,3,3.0,60.1,https://www.otodom.pl/oferta/mieszkanie-60m2-wroclaw-kozanow-mega-okazja-ID45G0P.html#b4fadfde72
508000.0,6597.0,60458540,3,4,1.0,77.0,https://www.otodom.pl/oferta/4-pokoje-77mkw-promocja-ID45G1K.html#b4fadfde72
309925.0,7931.0,60458157,4,2,4.0,39.08,https://www.otodom.pl/oferta/roi-7-5-produkt-inwestycyjny-przy-parku-ID45FWz.html#b4fadfde72
435566.0,8900.0,60458155,3,3,1.0,48.94,https://www.otodom.pl/oferta/roi-7-wynajmij-lub-zamieszkaj-z-rodzina-ID45FWx.html#b4fadfde72
442805.0,8300.0,60458154,3,3,2.0,53.35,https://www.otodom.pl/oferta/kompaktowe-3-pokoje-dla-rodziny-ID45FWv.html#b4fadfde72
432896.0,8900.0,60458153,3,3,3.0,48.64,https://www.otodom.pl/oferta/zamieszkaj-na-zielonym-osiedlu-z-rodzina-ID45FWw.html#b4fadfde72
293787.0,8100.0,60458150,4,2,2.0,36.27,https://www.otodom.pl/oferta/wynajmij-lub-zamieszkaj-przy-parku-brochowskim-ID45FWs.html#b4fadfde72
244335.0,9100.0,60458156,4,1,Brak danych,26.85,https://www.otodom.pl/oferta/dla-singla-lub-pary-ID45FWy.html#b4fadfde72
265608.0,7589.0,60458196,2,2,1.0,35.0,https://www.otodom.pl/oferta/maslice-2-pokoje-duzy-balkon-bez-prowizji-ID45FVc.html#b4fadfde72
242016.0,9600.0,60458148,4,1,4.0,25.21,https://www.otodom.pl/oferta/roi-8-produkt-inwestycyjny-ID45FWq.html#b4fadfde72
376300.0,8858.0,60458136,3,3,3.0,42.48,https://www.otodom.pl/oferta/nowa-nizsza-cena-ID45FWe.html#b4fadfde72
273000.0,8403.0,60458149,4,2,4.0,32.49,https://www.otodom.pl/oferta/zamieszkaj-przy-parku-na-cichym-osiedlu-ID45FWr.html#b4fadfde72
610209.0,8890.0,60458108,6,3,6.0,68.64,https://www.otodom.pl/oferta/nadodrze-duze-3-pokojowe-mieszkanie-ID45FUM.html#b4fadfde72
442000.0,8796.0,60458135,3,3,1.0,50.25,https://www.otodom.pl/oferta/najlepsza-cena-w-bestsellerowej-okolicy-ID45FWd.html#b4fadfde72
330001.0,10338.0,60458096,4,2,Brak danych,31.92,https://www.otodom.pl/oferta/2-pok-idealne-pod-inwestycje-szczepin-ID45FUA.html#b4fadfde72
254592.0,8090.0,60458125,4,2,Brak danych,31.47,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-z-ogrodkiem-stablowice-0-ID45FW3.html#b4fadfde72
382109.0,9100.0,60458147,3,2,3.0,41.99,https://www.otodom.pl/oferta/pod-wynajem-rpo-7-5-ID45FWp.html#b4fadfde72
426328.0,5600.0,59859629,Brak danych,3,1.0,76.13,https://www.otodom.pl/oferta/mieszkanie-a1-2-76-13m2-balkon-ID43adT.html#b4fadfde72
429000.0,8475.0,60458133,3,3,2.0,50.62,https://www.otodom.pl/oferta/wspaniala-opcja-inwestycyjna-extra-komunikacja-ID45FWb.html#b4fadfde72
435500.0,8899.0,60458134,3,2,1.0,48.94,https://www.otodom.pl/oferta/inwestuj-w-przyszlosciowej-dzielnicy-ID45FWc.html#b4fadfde72
345543.0,5550.0,59857176,Brak danych,3,2.0,62.26,https://www.otodom.pl/oferta/mieszkanie-b2-4-62-26m2-2-balkony-dwupoziomowe-ID439Ak.html#b4fadfde72
316240.0,5900.0,59859637,Brak danych,3,1.0,53.6,https://www.otodom.pl/oferta/mieszkanie-a1-1-53-60m2-balkon-ID43ae1.html#b4fadfde72
430000.0,7679.0,60457968,4,3,1.0,56.0,https://www.otodom.pl/oferta/3-pokojowe-mieszk-wroclaw-krucza-niski-blok-1-4-ID45FSv.html#b4fadfde72
325000.0,9028.0,60095024,4,2,3.0,36.0,https://www.otodom.pl/oferta/2-pokoje-balkon-piwnica-ul-kasztelanska-36m-ID449sA.html#b4fadfde72
415000.0,8250.0,60457877,3,2,2.0,50.3,https://www.otodom.pl/oferta/2-pok-rozklad-2017r-krzyki-brochow-ID45FR3.html#b4fadfde72
279000.0,7673.0,60457941,3,2,1.0,36.36,https://www.otodom.pl/oferta/2-pokoje-wroclaw-ul-lekcyjna-balkon-kameralnie-ID45FS5.html#b4fadfde72
485000.0,8636.0,60458003,Brak danych,2,Brak danych,35.15,https://www.otodom.pl/oferta/mieszkanie-a0-4-35-15m2-ogrodek-ID43aeV.html#b4fadfde72
235505.0,6700.0,59859694,4,2,4.0,56.16,https://www.otodom.pl/oferta/2-pokoje-na-krzykach-ID45FT5.html#b4fadfde72
536648.0,4900.0,59857625,Brak danych,4,2.0,109.52,https://www.otodom.pl/oferta/mieszkanie-a2-3-109-52m2-2-balkony-dwupoziomowe-ID439Hz.html#b4fadfde72
357877.0,9759.0,60457796,7,2,4.0,36.67,https://www.otodom.pl/oferta/srodmiescie-wyszynskiego-okazja-nowe-z-balkonem-ID45FPK.html#b4fadfde72
556877.0,4850.0,59857523,Brak danych,4,2.0,114.82,https://www.otodom.pl/oferta/mieszkanie-a2-8-114-82m2-2-balkony-dwupoziomowe-ID439FW.html#b4fadfde72
444050.0,8300.0,60458146,3,3,1.0,53.5,https://www.otodom.pl/oferta/produkt-inwestycyjny-roi-7-ID45FWo.html#b4fadfde72
361680.0,5480.0,59857511,Brak danych,3,2.0,66.0,https://www.otodom.pl/oferta/mieszkanie-a2-9-66m2-2-balkony-dwupoziomowe-ID439FJ.html#b4fadfde72
432600.0,5000.0,59857275,Brak danych,4,2.0,86.52,https://www.otodom.pl/oferta/mieszkanie-b2-1-86-52m2-2-balkony-dwupoziomowe-ID439BW.html#b4fadfde72
679000.0,10134.0,60080539,3,3,3.0,67.0,https://www.otodom.pl/oferta/piekne-3-pokojowe-mieszkanie-na-olimpii-port-ID445GX.html#b4fadfde72
409530.0,10950.0,60371482,Brak danych,2,4.0,37.4,https://www.otodom.pl/oferta/planty-raclawickie-r4-1-4-7-2a-ID45jnA.html#b4fadfde72
366100.0,7000.0,60457662,3,3,1.0,52.3,https://www.otodom.pl/oferta/nowe-mieszkanie-gotowe-do-odbioru-ostatnie-ID45FNA.html#b4fadfde72
423000.0,7981.0,60457673,3,3,2.0,53.0,https://www.otodom.pl/oferta/bezposrednio-slubicka-balkon-piwnica-ogrodek-ID45FNL.html#b4fadfde72
501247.5,7275.0,60354656,Brak danych,4,3.0,68.9,https://www.otodom.pl/oferta/awipolis-l2-3-3-4-4k-ID45f0c.html#b4fadfde72
389017.0,7300.0,60457660,3,2,1.0,53.29,https://www.otodom.pl/oferta/gotowe-2-pok-super-lokalizacja-nowe-osiedle-ID45FNy.html#b4fadfde72
453084.0,6800.0,60457659,3,3,3.0,66.63,https://www.otodom.pl/oferta/juz-gotowe-piekne-nowe-osiedle-nie-przegap-ID45FNx.html#b4fadfde72
610209.0,8890.0,60457500,6,3,6.0,68.64,https://www.otodom.pl/oferta/dla-inwestora-3-pokoje-osobna-kuchnia-nadodrze-ID45FKY.html#a06441163a
434733.0,7100.0,60457661,3,2,1.0,61.23,https://www.otodom.pl/oferta/bez-czekania-idealne-na-start-bez-prowizji-ID45FNz.html#b4fadfde72
349000.0,13170.0,60457470,8,1,6.0,26.5,https://www.otodom.pl/oferta/inwestycja-pixelhouse-balkon-od-poludnia-ID45FKu.html#a06441163a
739000.0,11919.0,60106154,8,2,8.0,62.0,https://www.otodom.pl/oferta/luksusowy-apartament-z-tarasem-widok-na-odre-ID44cm6.html#a06441163a
415719.0,8650.0,60457458,6,2,3.0,48.06,https://www.otodom.pl/oferta/2-pokoje-grabiszyn-osobna-kuchnia-balkon-ID45FKi.html#a06441163a
420000.0,5910.0,60457554,4,2,2.0,71.06,https://www.otodom.pl/oferta/71m2-2balkony-kamienica-kleczkow-ID45FLQ.html#b4fadfde72
283000.0,9861.0,60457471,5,1,3.0,28.7,https://www.otodom.pl/oferta/dla-inwestora-nadodrze-dla-studenta-okazja-ID45FKw.html#a06441163a
636000.0,8821.0,60457444,9,3,7.0,72.1,https://www.otodom.pl/oferta/mieszkanie-3-pok-na-sprzdaz-wroclaw-fabryczna-ID45FK4.html#a06441163a
302615.0,6440.0,60440247,Brak danych,2,Brak danych,46.99,https://www.otodom.pl/oferta/taniej-o-26000-ogrodek-3-minuty-na-przystanek-ID45BgH.html#a06441163a
610000.0,8887.0,60457311,Brak danych,3,Brak danych,68.64,https://www.otodom.pl/oferta/na-kepie-mieszczanskiej-4q2020-10min-rynek-ID45FHW.html#a06441163a
432147.0,6900.0,60457405,4,3,2.0,62.63,https://www.otodom.pl/oferta/funkcjonalne-3pok-osobna-kuchnia-balkon-jagodno-ID45FJr.html#a06441163a
588000.0,7283.0,60456871,Brak danych,4,Brak danych,80.74,https://www.otodom.pl/oferta/tylko-7-2k-zl-m2-gotowe-2-miesiace-10min-wroclavia-ID45FAP.html#a06441163a
469000.0,7328.0,60277609,4,3,1.0,64.0,https://www.otodom.pl/oferta/3pokoje-osobna-kuchnia-pl-sw-macieja-nadodrze-ID44UXw.html#a06441163a
588594.0,7290.0,60457399,10,4,1.0,80.74,https://www.otodom.pl/oferta/wygodne-4-pokojowe-na-krzyach-z-dobrym-dojazdem-ID45FJl.html#a06441163a
430000.0,6889.0,60457408,Brak danych,3,Brak danych,62.42,https://www.otodom.pl/oferta/blisko-grabiszynu-tylko-6800zl-m2-klucze-od-zara-ID45FJu.html#a06441163a
400000.0,8092.0,60457360,5,2,5.0,49.43,https://www.otodom.pl/oferta/okazja-w-sasiedztwie-parku-grabiszynskiego-ID45FII.html#a06441163a
3102250.0,25018.0,60457400,5,4,5.0,124.0,https://www.otodom.pl/oferta/penthouse-z-widokiem-na-odre-taras-117m-ID45FJm.html#a06441163a
460000.0,8416.0,60457103,Brak danych,3,Brak danych,54.66,https://www.otodom.pl/oferta/3-pokoje-na-grabiszynie-gotowe-w-tym-roku-ID45FEz.html#a06441163a
481638.3,11330.0,60457364,4,1,1.0,42.51,https://www.otodom.pl/oferta/luksusowa-kawalerka-przy-rynku-okazja-cenowa-ID45FIM.html#a06441163a
1044000.0,10499.0,60456630,Brak danych,4,7.0,99.44,https://www.otodom.pl/oferta/prawie-gotowe-tarnogaj-taras-ostatnie-pietro-53m2-ID45FvV.html#a06441163a
316825.0,9500.0,60457362,7,2,5.0,33.35,https://www.otodom.pl/oferta/2-pokoje-w-niskiej-cenie-na-gaju-ID45FIK.html#a06441163a
570000.0,7460.0,60457361,5,3,1.0,76.41,https://www.otodom.pl/oferta/fat-dwustronne-mieszkanie-w-niskiej-cenie-ID45FIJ.html#a06441163a
379111.2,11310.0,60457363,4,1,2.0,33.52,https://www.otodom.pl/oferta/luksusowa-kawalerka-przy-rynku-okazja-cenowa-ID45FIL.html#a06441163a
540221.0,6971.0,60457359,3,4,1.0,77.49,https://www.otodom.pl/oferta/duze-mieszkanie-niska-cena-do-odbioru-juz-dzis-ID45FIH.html#a06441163a
364000.0,8667.0,60457356,11,2,10.0,42.0,https://www.otodom.pl/oferta/2-pokoje-42-m-balkon-inwestycja-ID45FIE.html#a06441163a
400232.25,7725.0,60457358,3,2,2.0,51.81,https://www.otodom.pl/oferta/wysoki-standard-w-spokojnej-okolicy-ID45FIG.html#a06441163a
460980.0,6500.0,60457324,4,3,Brak danych,70.92,https://www.otodom.pl/oferta/3-pok-dwa-ogrodki-polnoc-poludnie-71-m2-jagodno-ID45FI8.html#a06441163a
379000.0,8030.0,60457352,4,3,3.0,47.2,https://www.otodom.pl/oferta/3-pokoje-47-m-pelen-rozklad-szczepin-ID45FIA.html#a06441163a
425961.0,7024.0,60456432,4,3,Brak danych,60.64,https://www.otodom.pl/oferta/duzy-ogrodek-z-tarasem3-pokgotowe-w-tym-roku-ID45FtK.html#a06441163a
366080.0,6570.0,60457255,3,3,1.0,55.72,https://www.otodom.pl/oferta/okazja-balkon-trzy-pokoje-ID45FH1.html#a06441163a
2117215.5,11175.0,60456131,9,4,7.0,189.46,https://www.otodom.pl/oferta/duze-mieszkanie-w-centrum2-tarasy4-pokoje-gotowe-ID45FoT.html#a06441163a
480000.0,9339.0,60457344,11,3,6.0,51.4,https://www.otodom.pl/oferta/m4-przy-sky-tower-ladne-ID45FIs.html#a06441163a
455055.0,6900.0,60457229,4,3,Brak danych,65.95,https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-65m2-wrocilo-do-sprzedazy-ID45FGB.html#a06441163a
368373.0,6990.0,60457057,4,3,2.0,52.7,https://www.otodom.pl/oferta/atrakcyjne-3-pokoje-mozliwosc-oddzielenia-kuchni-ID45FDP.html#a06441163a
334486.0,7900.0,60457298,4,2,4.0,42.34,https://www.otodom.pl/oferta/2-pokoje-42m2-taras-15m2-jagodno-ID45FHI.html#a06441163a
442000.0,7246.0,60457069,5,3,3.0,61.0,https://www.otodom.pl/oferta/ustawne-pokoje-blisko-park-nowe-osiedle-lato-2020-ID45FE1.html#a06441163a
319000.0,11558.0,60413183,5,1,Brak danych,27.6,https://www.otodom.pl/oferta/nowa-wykonczona-komfortowa-kawalerka-27m-centrum-ID45ueb.html#a06441163a
2184109.0,13225.0,60456207,9,5,9.0,165.15,https://www.otodom.pl/oferta/5-pokwidok-na-panorame-miastacentrumgotowe-ID45Fq7.html#a06441163a
349800.0,7288.0,60457068,5,2,2.0,48.0,https://www.otodom.pl/oferta/2-pok-w-rozkladzie-park-okna-na-poludnie-lato-2020-ID45FE0.html#a06441163a
371728.0,7082.0,60456413,4,2,Brak danych,52.49,https://www.otodom.pl/oferta/2-pokoje-z-tarasemgotowe-09-2020sloneczne-ID45Ftr.html#a06441163a
320740.0,7848.0,60457044,4,2,Brak danych,40.87,https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-na-krzykach-ID45FDC.html#a06441163a
559320.0,8850.0,60457016,5,3,4.0,63.2,https://www.otodom.pl/oferta/sloneczny-bulwar-nad-odrataras-6mochronapark-ID45FDa.html#a06441163a
360000.0,9704.0,60457020,4,2,3.0,37.1,https://www.otodom.pl/oferta/pod-inwest-marinasloneczny-bulwar0-prowizji-ID45FDe.html#a06441163a
406560.0,9075.0,60457024,4,2,Brak danych,44.8,https://www.otodom.pl/oferta/wsrod-zieleniprzystantaras-30mpromenadawinda-ID45FDi.html#a06441163a
279378.0,8300.0,60457040,4,2,4.0,33.66,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pokoje-balkon-krzyki-jagodno-ID45FDy.html#a06441163a
389000.0,9725.0,60457021,4,2,2.0,40.0,https://www.otodom.pl/oferta/2pokmarinabalkonwindadoswietloneustawne-ID45FDf.html#a06441163a
579538.0,8875.0,60457027,5,3,3.0,65.3,https://www.otodom.pl/oferta/marinasloneczny-bulwarwaterfronttaras-10m-ID45FDl.html#a06441163a
286848.0,8300.0,60457038,4,2,1.0,34.56,https://www.otodom.pl/oferta/krzyki-jagodno-2-pokoje-idelne-na-start-ID45FDv.html#a06441163a
614220.0,8700.0,60457025,4,4,1.0,70.6,https://www.otodom.pl/oferta/mini-portkomforttaras-15mprzystanwinda-ID45FDj.html#a06441163a
503880.0,10200.0,60456823,6,3,1.0,49.4,https://www.otodom.pl/oferta/stare-miasto-blisko-rynku-49-40m2-ID45FA3.html#a06441163a
401520.0,10500.0,60456822,6,2,4.0,38.24,https://www.otodom.pl/oferta/stare-miasto-blisko-rynku-38-24m2-ID45FA2.html#a06441163a
499000.0,8174.0,60456807,4,3,Brak danych,61.05,https://www.otodom.pl/oferta/3-pokoje-2-ogrodki-nowa-cena-ID45FzN.html#a06441163a
604340.0,8200.0,60457022,4,4,2.0,73.7,https://www.otodom.pl/oferta/promenadajasna-kuchniawindabalkonwsrod-zielen-ID45FDg.html#a06441163a
478500.0,8700.0,60457018,4,3,Brak danych,55.0,https://www.otodom.pl/oferta/bulwar-nad-odrataras-24mmini-portsilownia-ID45FDc.html#a06441163a
400000.0,8132.0,60457166,4,2,1.0,49.19,https://www.otodom.pl/oferta/2-pokoje-balkon-duzy-parking-ID45FFA.html#a06441163a
320000.0,8421.0,60457067,5,2,4.0,38.0,https://www.otodom.pl/oferta/szybki-termin-realizacji-nowe-2-pokoje-na-start-ID45FDZ.html#a06441163a
518700.0,10500.0,60456821,6,3,5.0,49.4,https://www.otodom.pl/oferta/stare-miasto-blisko-rynku-49-4m2-ID45FA1.html#a06441163a
428000.0,6203.0,60456799,2,4,2.0,69.0,https://www.otodom.pl/oferta/piekne-mieszkanie-w-smolcu-0-prowizji-ID45FzF.html#a06441163a
808000.0,7495.0,59926581,4,3,2.0,107.81,https://www.otodom.pl/oferta/mieszkanie-po-remoncie-srodmiescie-ID43rDL.html#a06441163a
499000.0,8536.0,60456733,Brak danych,3,Brak danych,58.46,https://www.otodom.pl/oferta/mieszkanie-58-46-m-wroclaw-ID45FyB.html#a06441163a
459000.0,10200.0,60456789,5,2,5.0,45.0,https://www.otodom.pl/oferta/super-apartament-promenady-wroclawskie-ID45Fzw.html#a06441163a
365000.0,7766.0,60456745,Brak danych,2,2.0,47.0,https://www.otodom.pl/oferta/2-pokoje-365000-tys-wysoki-standard-ID45FyN.html#a06441163a
330000.0,6688.0,60456754,4,2,Brak danych,49.34,https://www.otodom.pl/oferta/12-tys-taniej-zakonczona-budowa-osobna-kuchnia-ID45FyV.html#a06441163a
432960.0,6600.0,60456500,3,2,Brak danych,65.6,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-z-tarasem-promocja-ID45FuQ.html#a06441163a
499000.0,8603.0,60456801,3,3,2.0,58.0,https://www.otodom.pl/oferta/mieszkanie-apartament-w-pelni-wykonczony-nowa-cena-ID45FzH.html#a06441163a
450000.0,9375.0,60456527,7,2,7.0,48.0,https://www.otodom.pl/oferta/2-pokojowe-rozkladowe-mieszkanie-ul-pradzynskiego-ID45Fwh.html#a06441163a
309000.0,8336.0,60456615,3,2,Brak danych,37.07,https://www.otodom.pl/oferta/2-pokoje-z-garderoba-w-extra-cenie-ID45FvH.html#a06441163a
440713.0,10150.0,60456348,6,2,4.0,43.42,https://www.otodom.pl/oferta/nietuzinkowe-mieszkanie-1-5km-do-centrum-2-pokoje-ID45Fso.html#983b6dc05f
370000.0,6167.0,60456677,4,3,4.0,60.0,https://www.otodom.pl/oferta/3-pokoje-rozklad-60-m-legnicka-od-zaraz-ID45FxH.html#a06441163a
315000.0,10900.0,60456378,4,1,3.0,28.9,https://www.otodom.pl/oferta/kawalerka-luksusowy-budynek-gotowy-najemca-ID45FsS.html#983b6dc05f
294000.0,7993.0,60456624,3,2,Brak danych,36.78,https://www.otodom.pl/oferta/idealne-pierwsze-m-lub-inwestycja-ID45FvQ.html#a06441163a
813526.0,9120.0,60456531,4,5,3.0,89.2,https://www.otodom.pl/oferta/promocja-standard-premium-ID45Fwl.html#a06441163a
320500.0,7189.0,60456625,3,3,3.0,44.58,https://www.otodom.pl/oferta/najlepsza-cena-dla-inwestora-ID45FvR.html#a06441163a
320500.0,7894.0,60456622,3,2,Brak danych,40.6,https://www.otodom.pl/oferta/super-pod-wynajem-ID45FvO.html#a06441163a
399000.0,8143.0,60456414,3,2,Brak danych,49.0,https://www.otodom.pl/oferta/2-pokoje-balkon-jagodno-super-cena-ID45Fts.html#983b6dc05f
489060.0,9900.0,60456340,6,3,5.0,49.4,https://www.otodom.pl/oferta/swietna-komunikacja-3-pokoje-ID45Fsg.html#983b6dc05f
445600.0,7349.0,60456344,2,3,1.0,60.63,https://www.otodom.pl/oferta/zamieszkaj-na-psim-polu-ID45Fsk.html#983b6dc05f
333321.0,6790.0,60456341,4,3,1.0,49.09,https://www.otodom.pl/oferta/zamieszkaj-na-stablowicach-ID45Fsh.html#983b6dc05f
426173.0,9350.0,60456350,6,2,Brak danych,45.58,https://www.otodom.pl/oferta/na-parterze-2-pokoje-blisko-centrum-ID45Fsq.html#983b6dc05f
625000.0,8803.0,60292391,4,3,4.0,71.0,https://www.otodom.pl/oferta/mieszkanie-71m2-z-balkonem-3-pokoje-na-granicznej-ID44YNW.html#a06441163a
273480.0,6000.0,60456502,3,2,Brak danych,45.58,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-ID45FuS.html#a06441163a
362489.0,10100.0,60456345,6,1,3.0,35.89,https://www.otodom.pl/oferta/duza-kawalerka-tuz-przy-centrum-rezerwuj-ID45Fsl.html#983b6dc05f
424600.0,7350.0,60456343,2,3,1.0,57.77,https://www.otodom.pl/oferta/kameralna-inwestycja-psie-pole-ID45Fsj.html#983b6dc05f
389000.0,8679.0,60243988,5,3,1.0,44.82,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-przy-rondzie-inwestycyjnie-ID44Mde.html#983b6dc05f
374752.0,9854.0,60456338,6,2,4.0,38.03,https://www.otodom.pl/oferta/2-pokoje-blisko-tramwaj-ID45Fse.html#983b6dc05f
619000.0,10265.0,60380669,3,3,2.0,60.3,https://www.otodom.pl/oferta/wysoki-standard-mieszkanie-garaz-nad-rzeka-ID45lLL.html#983b6dc05f
460000.0,9787.0,60456297,10,3,5.0,47.0,https://www.otodom.pl/oferta/3-pokoje-przy-parku-poludniowym-ID45Frz.html#983b6dc05f
299000.0,7188.0,60297007,Brak danych,2,1.0,41.6,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-inwestycyjne-top-ID4500n.html#983b6dc05f
650000.0,9286.0,60456248,Brak danych,3,Brak danych,70.0,https://www.otodom.pl/oferta/wroclaw-ul-lompy-3-pokoje-garaz-komorka-ID45FqM.html#983b6dc05f
330000.0,9596.0,60456113,4,2,Brak danych,34.39,https://www.otodom.pl/oferta/szczepin-glogowska-cicha-kawalerka-na-parterze-ID45FoB.html#983b6dc05f
479000.0,5603.0,60456197,3,4,Brak danych,85.49,https://www.otodom.pl/oferta/piekne-mieszkanie-w-kamienicy-ogrod-balkon-ID45FpX.html#983b6dc05f
342000.0,5634.0,60383919,2,3,1.0,60.7,https://www.otodom.pl/oferta/przestronne-3-pokoje-z-balkonem-ID45mCb.html#983b6dc05f
309870.0,7825.0,60456177,3,2,3.0,39.6,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-z-balkonem-ID45FpD.html#983b6dc05f
519979.0,8112.0,60456176,4,3,1.0,64.1,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-promocja-ID45FpC.html#983b6dc05f
385000.0,7143.0,60456183,10,3,9.0,53.9,https://www.otodom.pl/oferta/3-pokoje-rozanka-piekny-widok-z-okna-ID45FpJ.html#983b6dc05f
355000.0,5642.0,60383830,2,3,1.0,62.92,https://www.otodom.pl/oferta/3-pokoje-super-cena-ID45mAK.html#983b6dc05f
316000.0,9489.0,60456202,3,2,3.0,33.3,https://www.otodom.pl/oferta/2-pokoje-dwupoziomowe-super-standard-oltaszyn-ID45Fq2.html#983b6dc05f
881829.0,14200.0,60456212,11,3,5.0,62.1,https://www.otodom.pl/oferta/3-pokoje-z-widokiem-na-panorame-miasta-i-odre-ID45Fqc.html#983b6dc05f
362000.0,5968.0,60383577,2,3,Brak danych,60.66,https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-160-m2-ID45mvF.html#983b6dc05f
560000.0,9655.0,60455920,4,2,2.0,58.0,https://www.otodom.pl/oferta/nowy-komfortowy-apartament-w-stylu-loftowym-garaz-ID45Flu.html#983b6dc05f
340000.0,7981.0,60456011,5,2,1.0,42.6,https://www.otodom.pl/oferta/dokerska-2-pokoje-2-balkony-ID45FmX.html#983b6dc05f
311000.0,5647.0,60383906,2,3,1.0,55.07,https://www.otodom.pl/oferta/3-pokoje-z-balkonem-super-cena-ID45mBY.html#983b6dc05f
339000.0,7370.0,60456086,4,2,1.0,46.0,https://www.otodom.pl/oferta/dwu-pokojowe-mieszkanie-46-m2-rozklad-ul-tyrmanda-ID45Foa.html#983b6dc05f
290000.0,7813.0,60456068,5,1,3.0,37.12,https://www.otodom.pl/oferta/kawalerka-osobna-kuchnia-loggia-nowe-budownictwo-ID45FnS.html#983b6dc05f
415000.0,5699.0,60383770,2,4,Brak danych,72.82,https://www.otodom.pl/oferta/4-pokoje-z-ogrodem-200-m2-super-cena-ID45mzM.html#983b6dc05f
388000.0,5645.0,60383270,2,4,2.0,68.73,https://www.otodom.pl/oferta/4-pokoje-z-balkonem-w-suer-cenie-ID45mrI.html#983b6dc05f
393161.0,9785.0,60452622,8,2,7.0,40.18,https://www.otodom.pl/oferta/funkcjonalne-m-lux-wys-standard-0-pcc-centrum-ID45Eui.html#983b6dc05f
552629.0,7700.0,60456184,7,3,1.0,71.77,https://www.otodom.pl/oferta/duzy-balkon-trzy-pokoje-okazja-ID45FpK.html#983b6dc05f
336517.0,8250.0,60452654,Brak danych,2,Brak danych,40.79,https://www.otodom.pl/oferta/wymarzone-2pok-wys-standard-gotowe-na-juz-0-pcc-ID45EuO.html#983b6dc05f
281846.0,9991.0,60452514,8,1,7.0,28.21,https://www.otodom.pl/oferta/luksusowa-kawalerka-w-centrum-kup-juz-dzis-0-pcc-ID45Esy.html#983b6dc05f
445000.0,8369.0,60256483,Brak danych,3,4.0,53.17,https://www.otodom.pl/oferta/3-pokoje-53-17-m2-klima-wysoki-standard-rozkladowe-ID44PsL.html#983b6dc05f
397760.0,9785.0,60452583,8,2,7.0,40.65,https://www.otodom.pl/oferta/sloneczne-2pok-lux-doskonala-inwestycja-0-pcc-ID45EtF.html#983b6dc05f
559000.0,14249.0,60455863,6,2,3.0,46.94,https://www.otodom.pl/oferta/10-minut-od-rynku-2-pokoje-doskonala-inwestycja-ID45Fsm.html#983b6dc05f
452971.0,9650.0,60456346,8,2,2.0,39.23,https://www.otodom.pl/oferta/luksusowy-apartament-kepa-mieszczanska-ID45Fkz.html#983b6dc05f
330000.0,7933.0,60455879,4,2,1.0,41.6,https://www.otodom.pl/oferta/mieszkanie-z-duzym-tarasem-blisko-park-wchodni-ID45FkP.html#983b6dc05f
699000.0,10279.0,60298355,1,3,1.0,68.0,https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-grabiszynek-od-wlasciciela-ID450m7.html#983b6dc05f
7500.0,48.0,60455867,5,7,Brak danych,156.6,https://www.otodom.pl/oferta/lokal-uslugowo-handlowy-w-atrakcyjnej-lokalizacji-ID45FkD.html#983b6dc05f
499990.0,8064.0,60441939,4,3,4.0,62.0,https://www.otodom.pl/oferta/oltaszyn-perelka-winda-3-pokoje-62m2-ID45BHZ.html#983b6dc05f
511526.0,8304.0,60455814,4,3,3.0,61.6,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-promocja-ID45FjM.html#983b6dc05f
599000.0,9359.0,60455847,3,2,Brak danych,64.0,https://www.otodom.pl/oferta/perelka-64m-po-remoncie-obok-wydz-architektury-ID45Fkj.html#983b6dc05f
426049.0,8617.0,60455855,5,2,1.0,49.44,https://www.otodom.pl/oferta/mieszkanie-z-duzym-tarasem-i-widokiem-na-odre-ID45Fkr.html#983b6dc05f
466208.0,6800.0,60455796,3,3,3.0,68.56,https://www.otodom.pl/oferta/3-pokoje-tylko-6800-m2-gotowe-ID45Fju.html#983b6dc05f
325294.0,8200.0,60455854,2,2,1.0,39.67,https://www.otodom.pl/oferta/apartament-nad-morzem-kup-dzis-ID45Fkq.html#983b6dc05f
590000.0,9077.0,60455840,3,3,Brak danych,65.0,https://www.otodom.pl/oferta/mieszkanie-w-spokojnej-okolicy-z-duzym-tarasem-ID45Fkc.html#983b6dc05f
350000.0,8938.0,60455845,10,2,2.0,39.16,https://www.otodom.pl/oferta/mieszkanie-w-swietnej-lokalizacji-legnicka-ID45Fkh.html#983b6dc05f
