Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,URL
490000.0,9608.0,60298129,4,2,Brak danych,51.0,https://www.otodom.pl/oferta/krzyki-borek-ul-jaworowa-mieszkanie-2-pokojowe-ID450it.html#bb33525884
Brak danych,Brak danych,60295704,Brak danych,3,Brak danych,54.03,https://www.otodom.pl/oferta/stablowicka-2-j-33-ID44ZFm.html#bb33525884
633100.0,10000.0,60092708,8,3,6.0,63.31,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-nowe-63m2-wroclaw-bk2-m083-ID448Re.html#bb33525884
479000.0,7484.0,60298209,5,3,4.0,64.0,https://www.otodom.pl/oferta/grabiszynska-3-pokoje-rozklad-64-m-parking-ID450jL.html#bb33525884
352620.0,5997.0,54550136,Brak danych,2,4.0,58.8,https://www.otodom.pl/oferta/mieszkanie-na-zlotnikach-o-powierzchni-58-8m2-k242-ID3GSYU.html#bb33525884
3582800.0,20000.0,60297790,10,6,9.0,179.14,https://www.otodom.pl/oferta/apartament-nad-odra-rynek-taras-86m2-6pokoi-ID450d0.html#bb33525884
489625.0,12500.0,60088034,8,2,8.0,39.17,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-kepa-mieszczanska-bk2-m101-ID447DQ.html#bb33525884
756794.0,9700.0,60296690,8,4,5.0,78.02,https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-bulwary-nadodrzanskie-ID44ZWg.html#bb33525884
574319.0,8715.0,60298132,4,4,3.0,65.9,https://www.otodom.pl/oferta/4-pokoje-na-krzykach-ID450iv.html#bb33525884
Brak danych,Brak danych,60295702,Brak danych,3,Brak danych,54.03,https://www.otodom.pl/oferta/stablowicka-2-j-23-ID44ZFk.html#bb33525884
Brak danych,Brak danych,60295699,Brak danych,3,Brak danych,54.03,https://www.otodom.pl/oferta/stablowicka-2-j-13-ID44ZFh.html#bb33525884
Brak danych,Brak danych,60295703,Brak danych,3,Brak danych,51.29,https://www.otodom.pl/oferta/stablowicka-2-j-32-ID44ZFl.html#bb33525884
Brak danych,Brak danych,60295697,Brak danych,4,Brak danych,72.6,https://www.otodom.pl/oferta/stablowicka-2-j-11-ID44ZFf.html#bb33525884
Brak danych,Brak danych,60295701,Brak danych,3,Brak danych,51.29,https://www.otodom.pl/oferta/stablowicka-2-j-22-ID44ZFj.html#bb33525884
Brak danych,Brak danych,60295682,Brak danych,2,Brak danych,34.86,https://www.otodom.pl/oferta/stablowicka-2-i-23-ID44ZF0.html#bb33525884
Brak danych,Brak danych,60295690,Brak danych,2,Brak danych,48.8,https://www.otodom.pl/oferta/stablowicka-2-i-42-ID44ZF8.html#bb33525884
Brak danych,Brak danych,60295686,Brak danych,2,Brak danych,48.8,https://www.otodom.pl/oferta/stablowicka-2-i-32-ID44ZF4.html#bb33525884
Brak danych,Brak danych,60295687,Brak danych,2,Brak danych,34.86,https://www.otodom.pl/oferta/stablowicka-2-i-33-ID44ZF5.html#bb33525884
Brak danych,Brak danych,60295683,Brak danych,2,Brak danych,35.58,https://www.otodom.pl/oferta/stablowicka-2-i-24-ID44ZF1.html#bb33525884
Brak danych,Brak danych,60295675,Brak danych,2,Brak danych,48.8,https://www.otodom.pl/oferta/stablowicka-2-i-12-ID44ZET.html#bb33525884
Brak danych,Brak danych,60295685,Brak danych,3,Brak danych,66.64,https://www.otodom.pl/oferta/stablowicka-2-i-31-ID44ZF3.html#bb33525884
Brak danych,Brak danych,60295691,Brak danych,2,Brak danych,34.86,https://www.otodom.pl/oferta/stablowicka-2-i-43-ID44ZF9.html#bb33525884
Brak danych,Brak danych,60295698,Brak danych,3,Brak danych,51.29,https://www.otodom.pl/oferta/stablowicka-2-j-12-ID44ZFg.html#bb33525884
Brak danych,Brak danych,60295681,Brak danych,2,Brak danych,48.8,https://www.otodom.pl/oferta/stablowicka-2-i-22-ID44ZEZ.html#bb33525884
Brak danych,Brak danych,60295664,Brak danych,2,Brak danych,34.86,https://www.otodom.pl/oferta/stablowicka-2-i-03-ID44ZEI.html#fb3e0f9369
Brak danych,Brak danych,60295668,Brak danych,2,Brak danych,35.58,https://www.otodom.pl/oferta/stablowicka-2-i-04-ID44ZEM.html#bb33525884
Brak danych,Brak danych,60295695,Brak danych,4,Brak danych,72.6,https://www.otodom.pl/oferta/stablowicka-2-j-01-ID44ZFd.html#bb33525884
Brak danych,Brak danych,60295684,Brak danych,2,Brak danych,39.44,https://www.otodom.pl/oferta/stablowicka-2-i-25-ID44ZF2.html#bb33525884
Brak danych,Brak danych,60295679,Brak danych,2,Brak danych,35.58,https://www.otodom.pl/oferta/stablowicka-2-i-14-ID44ZEX.html#bb33525884
Brak danych,Brak danych,60295688,Brak danych,2,Brak danych,39.44,https://www.otodom.pl/oferta/stablowicka-2-i-35-ID44ZF6.html#bb33525884
Brak danych,Brak danych,60295673,Brak danych,3,Brak danych,66.64,https://www.otodom.pl/oferta/stablowicka-2-i-11-ID44ZER.html#bb33525884
Brak danych,Brak danych,60295657,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-h-43-ID44ZEB.html#fb3e0f9369
Brak danych,Brak danych,60295680,Brak danych,2,Brak danych,39.44,https://www.otodom.pl/oferta/stablowicka-2-i-15-ID44ZEY.html#bb33525884
Brak danych,Brak danych,60295677,Brak danych,2,Brak danych,34.86,https://www.otodom.pl/oferta/stablowicka-2-i-13-ID44ZEW.html#bb33525884
Brak danych,Brak danych,60295658,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-h-44-ID44ZEC.html#fb3e0f9369
Brak danych,Brak danych,60295689,Brak danych,3,Brak danych,66.64,https://www.otodom.pl/oferta/stablowicka-2-i-41-ID44ZF7.html#bb33525884
Brak danych,Brak danych,60295671,Brak danych,2,Brak danych,39.44,https://www.otodom.pl/oferta/stablowicka-2-i-05-ID44ZEP.html#bb33525884
Brak danych,Brak danych,60295661,Brak danych,2,Brak danych,48.8,https://www.otodom.pl/oferta/stablowicka-2-i-02-ID44ZEF.html#fb3e0f9369
Brak danych,Brak danych,60295659,Brak danych,3,Brak danych,66.64,https://www.otodom.pl/oferta/stablowicka-2-i-01-ID44ZED.html#fb3e0f9369
Brak danych,Brak danych,60295696,Brak danych,3,Brak danych,51.29,https://www.otodom.pl/oferta/stablowicka-2-j-02-ID44ZFe.html#bb33525884
Brak danych,Brak danych,60295654,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-h-33-ID44ZEy.html#fb3e0f9369
Brak danych,Brak danych,60295656,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-h-42-ID44ZEA.html#fb3e0f9369
Brak danych,Brak danych,60295644,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-h-02-ID44ZEo.html#fb3e0f9369
Brak danych,Brak danych,60295647,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-h-11-ID44ZEr.html#fb3e0f9369
Brak danych,Brak danych,60295652,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-h-32-ID44ZEv.html#fb3e0f9369
Brak danych,Brak danych,60295639,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-g-44-ID44ZEj.html#fb3e0f9369
Brak danych,Brak danych,60295645,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-h-03-ID44ZEp.html#fb3e0f9369
Brak danych,Brak danych,60295640,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-g-45-ID44ZEk.html#fb3e0f9369
Brak danych,Brak danych,60295648,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-h-14-ID44ZEs.html#fb3e0f9369
Brak danych,Brak danych,60295650,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-h-24-ID44ZEu.html#fb3e0f9369
Brak danych,Brak danych,60295655,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-h-34-ID44ZEz.html#fb3e0f9369
Brak danych,Brak danych,60295646,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-h-04-ID44ZEq.html#fb3e0f9369
Brak danych,Brak danych,60295649,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-h-21-ID44ZEt.html#fb3e0f9369
Brak danych,Brak danych,60295632,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-g-36-ID44ZEc.html#fb3e0f9369
Brak danych,Brak danych,60295625,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-g-26-ID44ZE5.html#fb3e0f9369
Brak danych,Brak danych,60295633,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-g-37-ID44ZEd.html#fb3e0f9369
Brak danych,Brak danych,60295630,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-g-34-ID44ZEa.html#fb3e0f9369
Brak danych,Brak danych,60295641,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-g-46-ID44ZEl.html#fb3e0f9369
Brak danych,Brak danych,60295643,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-h-01-ID44ZEn.html#fb3e0f9369
Brak danych,Brak danych,60295624,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-g-25-ID44ZE4.html#fb3e0f9369
Brak danych,Brak danych,60295636,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-g-41-ID44ZEg.html#fb3e0f9369
Brak danych,Brak danych,60295638,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-g-43-ID44ZEi.html#fb3e0f9369
Brak danych,Brak danych,60295651,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-h-31-ID44ZEw.html#fb3e0f9369
Brak danych,Brak danych,60295631,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-g-35-ID44ZEb.html#fb3e0f9369
Brak danych,Brak danych,60295627,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-g-31-ID44ZE7.html#fb3e0f9369
Brak danych,Brak danych,60295628,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-g-32-ID44ZE8.html#fb3e0f9369
Brak danych,Brak danych,60295642,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-g-47-ID44ZEm.html#fb3e0f9369
Brak danych,Brak danych,60295626,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-g-27-ID44ZE6.html#fb3e0f9369
Brak danych,Brak danych,60295637,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-g-42-ID44ZEh.html#fb3e0f9369
Brak danych,Brak danych,60295623,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-g-24-ID44ZE3.html#fb3e0f9369
Brak danych,Brak danych,60295629,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-g-33-ID44ZE9.html#fb3e0f9369
Brak danych,Brak danych,60295620,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-g-21-ID44ZE0.html#fb3e0f9369
Brak danych,Brak danych,60295617,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-g-17-ID44ZDX.html#fb3e0f9369
Brak danych,Brak danych,60295613,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-g-15-ID44ZDT.html#fb3e0f9369
Brak danych,Brak danych,60295596,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-f-41-ID44ZDC.html#fb3e0f9369
Brak danych,Brak danych,60295611,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-g-13-ID44ZDR.html#fb3e0f9369
Brak danych,Brak danych,60295598,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-f-43-ID44ZDE.html#fb3e0f9369
Brak danych,Brak danych,60295600,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-g-01-ID44ZDG.html#fb3e0f9369
Brak danych,Brak danych,60295610,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-g-12-ID44ZDQ.html#fb3e0f9369
Brak danych,Brak danych,60295605,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-g-06-ID44ZDL.html#fb3e0f9369
Brak danych,Brak danych,60295615,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-g-16-ID44ZDW.html#fb3e0f9369
Brak danych,Brak danych,60295608,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-g-11-ID44ZDO.html#fb3e0f9369
Brak danych,Brak danych,60295621,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-g-22-ID44ZE1.html#fb3e0f9369
Brak danych,Brak danych,60295601,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-g-02-ID44ZDH.html#fb3e0f9369
Brak danych,Brak danych,60295602,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-g-03-ID44ZDI.html#fb3e0f9369
Brak danych,Brak danych,60295594,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-f-33-ID44ZDA.html#fb3e0f9369
Brak danych,Brak danych,60295597,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-f-42-ID44ZDD.html#fb3e0f9369
Brak danych,Brak danych,60295606,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-g-07-ID44ZDM.html#fb3e0f9369
Brak danych,Brak danych,60295612,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-g-14-ID44ZDS.html#fb3e0f9369
Brak danych,Brak danych,60295585,Brak danych,2,Brak danych,31.47,https://www.otodom.pl/oferta/stablowicka-2-f-03-ID44ZDr.html#fb3e0f9369
Brak danych,Brak danych,60295595,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-f-34-ID44ZDB.html#fb3e0f9369
Brak danych,Brak danych,60295590,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-f-21-ID44ZDv.html#fb3e0f9369
Brak danych,Brak danych,60295592,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-f-31-ID44ZDy.html#fb3e0f9369
Brak danych,Brak danych,60295587,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-f-04-ID44ZDt.html#fb3e0f9369
Brak danych,Brak danych,60295591,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-f-24-ID44ZDx.html#fb3e0f9369
Brak danych,Brak danych,60295599,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-f-44-ID44ZDF.html#fb3e0f9369
Brak danych,Brak danych,60295604,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-g-05-ID44ZDK.html#fb3e0f9369
Brak danych,Brak danych,60295593,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-f-32-ID44ZDz.html#fb3e0f9369
Brak danych,Brak danych,60295603,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-g-04-ID44ZDJ.html#fb3e0f9369
Brak danych,Brak danych,60295589,Brak danych,3,Brak danych,63.01,https://www.otodom.pl/oferta/stablowicka-2-f-14-ID44ZDw.html#fb3e0f9369
Brak danych,Brak danych,60295569,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-e-32-ID44ZDb.html#c87b855cac
Brak danych,Brak danych,60295588,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-f-11-ID44ZDu.html#fb3e0f9369
Brak danych,Brak danych,60295580,Brak danych,2,Brak danych,31.51,https://www.otodom.pl/oferta/stablowicka-2-f-02-ID44ZDm.html#fb3e0f9369
Brak danych,Brak danych,60295579,Brak danych,4,Brak danych,71.39,https://www.otodom.pl/oferta/stablowicka-2-f-01-ID44ZDl.html#fb3e0f9369
Brak danych,Brak danych,60295545,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-e-02-ID44ZCN.html#c87b855cac
Brak danych,Brak danych,60295578,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-e-46-ID44ZDk.html#fb3e0f9369
Brak danych,Brak danych,60295576,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-e-44-ID44ZDi.html#fb3e0f9369
Brak danych,Brak danych,60295577,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-e-45-ID44ZDj.html#fb3e0f9369
Brak danych,Brak danych,60295574,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-e-42-ID44ZDg.html#c87b855cac
Brak danych,Brak danych,60295575,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-e-43-ID44ZDh.html#fb3e0f9369
Brak danych,Brak danych,60295572,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-e-37-ID44ZDe.html#c87b855cac
Brak danych,Brak danych,60295571,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-e-36-ID44ZDd.html#c87b855cac
Brak danych,Brak danych,60295568,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-e-31-ID44ZDa.html#c87b855cac
Brak danych,Brak danych,60295570,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-e-34-ID44ZDc.html#c87b855cac
Brak danych,Brak danych,60295563,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-e-22-ID44ZD5.html#c87b855cac
Brak danych,Brak danych,60295566,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-e-26-ID44ZD8.html#c87b855cac
Brak danych,Brak danych,60295567,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-e-27-ID44ZD9.html#c87b855cac
Brak danych,Brak danych,60295552,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-e-15-ID44ZCU.html#c87b855cac
Brak danych,Brak danych,60295550,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-e-13-ID44ZCS.html#c87b855cac
Brak danych,Brak danych,60295564,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-e-23-ID44ZD6.html#c87b855cac
Brak danych,Brak danych,60295555,Brak danych,2,Brak danych,47.9,https://www.otodom.pl/oferta/stablowicka-2-e-17-ID44ZCX.html#c87b855cac
Brak danych,Brak danych,60295547,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-e-04-ID44ZCP.html#c87b855cac
Brak danych,Brak danych,60295553,Brak danych,3,Brak danych,61.46,https://www.otodom.pl/oferta/stablowicka-2-e-16-ID44ZCW.html#c87b855cac
Brak danych,Brak danych,60295573,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-e-41-ID44ZDf.html#c87b855cac
Brak danych,Brak danych,60295557,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-e-21-ID44ZCZ.html#c87b855cac
Brak danych,Brak danych,60295546,Brak danych,2,Brak danych,47.89,https://www.otodom.pl/oferta/stablowicka-2-e-03-ID44ZCO.html#c87b855cac
Brak danych,Brak danych,60295551,Brak danych,2,Brak danych,32.52,https://www.otodom.pl/oferta/stablowicka-2-e-14-ID44ZCT.html#c87b855cac
Brak danych,Brak danych,60295543,Brak danych,2,Brak danych,43.02,https://www.otodom.pl/oferta/stablowicka-1b-md-412-ID44ZCL.html#c87b855cac
Brak danych,Brak danych,60295565,Brak danych,3,Brak danych,53.5,https://www.otodom.pl/oferta/stablowicka-2-e-25-ID44ZD7.html#c87b855cac
Brak danych,Brak danych,60295542,Brak danych,3,Brak danych,52.71,https://www.otodom.pl/oferta/stablowicka-1b-md-411-ID44ZCK.html#c87b855cac
Brak danych,Brak danych,60295544,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-e-01-ID44ZCM.html#c87b855cac
Brak danych,Brak danych,60295541,Brak danych,3,Brak danych,62.32,https://www.otodom.pl/oferta/stablowicka-1b-md-410-ID44ZCJ.html#c87b855cac
Brak danych,Brak danych,60295549,Brak danych,2,Brak danych,47.83,https://www.otodom.pl/oferta/stablowicka-2-e-12-ID44ZCR.html#c87b855cac
Brak danych,Brak danych,60295548,Brak danych,3,Brak danych,67.42,https://www.otodom.pl/oferta/stablowicka-2-e-11-ID44ZCQ.html#c87b855cac
Brak danych,Brak danych,60295539,Brak danych,2,Brak danych,33.54,https://www.otodom.pl/oferta/stablowicka-1b-md-408-ID44ZCH.html#c87b855cac
Brak danych,Brak danych,60295537,Brak danych,2,Brak danych,49.09,https://www.otodom.pl/oferta/stablowicka-1b-md-405-ID44ZCF.html#c87b855cac
Brak danych,Brak danych,60295538,Brak danych,2,Brak danych,33.44,https://www.otodom.pl/oferta/stablowicka-1b-md-407-ID44ZCG.html#c87b855cac
Brak danych,Brak danych,60295536,Brak danych,3,Brak danych,53.87,https://www.otodom.pl/oferta/stablowicka-1b-md-404-ID44ZCE.html#c87b855cac
Brak danych,Brak danych,60295525,Brak danych,2,Brak danych,33.44,https://www.otodom.pl/oferta/stablowicka-1b-md-307-ID44ZCt.html#c87b855cac
Brak danych,Brak danych,60295524,Brak danych,2,Brak danych,49.04,https://www.otodom.pl/oferta/stablowicka-1b-md-306-ID44ZCs.html#c87b855cac
Brak danych,Brak danych,60295535,Brak danych,3,Brak danych,52.73,https://www.otodom.pl/oferta/stablowicka-1b-md-403-ID44ZCD.html#c87b855cac
Brak danych,Brak danych,60295534,Brak danych,2,Brak danych,43.02,https://www.otodom.pl/oferta/stablowicka-1b-md-402-ID44ZCC.html#c87b855cac
Brak danych,Brak danych,60295533,Brak danych,2,Brak danych,43.03,https://www.otodom.pl/oferta/stablowicka-1b-md-401-ID44ZCB.html#c87b855cac
Brak danych,Brak danych,60295528,Brak danych,2,Brak danych,33.54,https://www.otodom.pl/oferta/stablowicka-1b-md-308-ID44ZCv.html#c87b855cac
Brak danych,Brak danych,60295516,Brak danych,2,Brak danych,43.03,https://www.otodom.pl/oferta/stablowicka-1b-md-201-ID44ZCk.html#c87b855cac
Brak danych,Brak danych,60295520,Brak danych,3,Brak danych,52.71,https://www.otodom.pl/oferta/stablowicka-1b-md-211-ID44ZCo.html#c87b855cac
Brak danych,Brak danych,60295522,Brak danych,2,Brak danych,43.02,https://www.otodom.pl/oferta/stablowicka-1b-md-302-ID44ZCq.html#c87b855cac
Brak danych,Brak danych,60295521,Brak danych,2,Brak danych,43.03,https://www.otodom.pl/oferta/stablowicka-1b-md-301-ID44ZCp.html#c87b855cac
Brak danych,Brak danych,60295514,Brak danych,2,Brak danych,33.44,https://www.otodom.pl/oferta/stablowicka-1b-md-107-ID44ZCi.html#c87b855cac
Brak danych,Brak danych,60295519,Brak danych,3,Brak danych,62.32,https://www.otodom.pl/oferta/stablowicka-1b-md-210-ID44ZCn.html#c87b855cac
Brak danych,Brak danych,60295517,Brak danych,2,Brak danych,49.09,https://www.otodom.pl/oferta/stablowicka-1b-md-205-ID44ZCl.html#c87b855cac
Brak danych,Brak danych,60295523,Brak danych,2,Brak danych,49.09,https://www.otodom.pl/oferta/stablowicka-1b-md-305-ID44ZCr.html#c87b855cac
Brak danych,Brak danych,60295518,Brak danych,2,Brak danych,33.44,https://www.otodom.pl/oferta/stablowicka-1b-md-207-ID44ZCm.html#c87b855cac
Brak danych,Brak danych,60295509,Brak danych,3,Brak danych,52.7,https://www.otodom.pl/oferta/stablowicka-1b-mc-48-ID44ZCd.html#c87b855cac
Brak danych,Brak danych,60295515,Brak danych,3,Brak danych,62.32,https://www.otodom.pl/oferta/stablowicka-1b-md-110-ID44ZCj.html#c87b855cac
Brak danych,Brak danych,60295502,Brak danych,2,Brak danych,49.38,https://www.otodom.pl/oferta/stablowicka-1b-mc-34-ID44ZC6.html#c87b855cac
Brak danych,Brak danych,60295508,Brak danych,3,Brak danych,58.75,https://www.otodom.pl/oferta/stablowicka-1b-mc-47-ID44ZCc.html#c87b855cac
Brak danych,Brak danych,60295512,Brak danych,2,Brak danych,49.09,https://www.otodom.pl/oferta/stablowicka-1b-md-105-ID44ZCg.html#c87b855cac
Brak danych,Brak danych,60295507,Brak danych,2,Brak danych,49.38,https://www.otodom.pl/oferta/stablowicka-1b-mc-44-ID44ZCb.html#c87b855cac
Brak danych,Brak danych,60295504,Brak danych,2,Brak danych,49.3,https://www.otodom.pl/oferta/stablowicka-1b-mc-36-ID44ZC8.html#c87b855cac
Brak danych,Brak danych,60295501,Brak danych,3,Brak danych,52.77,https://www.otodom.pl/oferta/stablowicka-1b-mc-32-ID44ZC5.html#c87b855cac
Brak danych,Brak danych,60295505,Brak danych,3,Brak danych,58.75,https://www.otodom.pl/oferta/stablowicka-1b-mc-37-ID44ZC9.html#c87b855cac
Brak danych,Brak danych,60295496,Brak danych,2,Brak danych,49.38,https://www.otodom.pl/oferta/stablowicka-1b-mc-24-ID44ZC0.html#c87b855cac
Brak danych,Brak danych,60295497,Brak danych,2,Brak danych,49.3,https://www.otodom.pl/oferta/stablowicka-1b-mc-26-ID44ZC1.html#c87b855cac
Brak danych,Brak danych,60295498,Brak danych,3,Brak danych,58.75,https://www.otodom.pl/oferta/stablowicka-1b-mc-27-ID44ZC2.html#c87b855cac
Brak danych,Brak danych,60295513,Brak danych,2,Brak danych,49.04,https://www.otodom.pl/oferta/stablowicka-1b-md-106-ID44ZCh.html#c87b855cac
Brak danych,Brak danych,60295499,Brak danych,3,Brak danych,52.7,https://www.otodom.pl/oferta/stablowicka-1b-mc-28-ID44ZC3.html#c87b855cac
Brak danych,Brak danych,60295506,Brak danych,3,Brak danych,52.77,https://www.otodom.pl/oferta/stablowicka-1b-mc-42-ID44ZCa.html#c87b855cac
Brak danych,Brak danych,60295493,Brak danych,3,Brak danych,52.7,https://www.otodom.pl/oferta/stablowicka-1b-mc-18-ID44ZBX.html#c87b855cac
Brak danych,Brak danych,60295511,Brak danych,3,Brak danych,53.87,https://www.otodom.pl/oferta/stablowicka-1b-md-104-ID44ZCf.html#c87b855cac
Brak danych,Brak danych,60295494,Brak danych,2,Brak danych,43.02,https://www.otodom.pl/oferta/stablowicka-1b-mc-19-ID44ZBY.html#c87b855cac
Brak danych,Brak danych,60295495,Brak danych,3,Brak danych,52.77,https://www.otodom.pl/oferta/stablowicka-1b-mc-22-ID44ZBZ.html#c87b855cac
Brak danych,Brak danych,60295492,Brak danych,3,Brak danych,58.75,https://www.otodom.pl/oferta/stablowicka-1b-mc-17-ID44ZBV.html#c87b855cac
Brak danych,Brak danych,60295490,Brak danych,2,Brak danych,49.38,https://www.otodom.pl/oferta/stablowicka-1b-mc-14-ID44ZBU.html#c87b855cac
399000.0,7901.0,60295317,6,2,4.0,50.5,https://www.otodom.pl/oferta/dwa-pokoje-w-centrum-wroclawia-ID44Zz7.html#9d5c8eec3b
